@RELATION SimpleBotHROM
@ATTRIBUTE preflop_actions {c,r,rr}
@ATTRIBUTE flop_actions {c,r,rr}
@ATTRIBUTE turn_actions {c,r,rr}
@ATTRIBUTE river_actions {c,r,rr}
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE hand_rank NUMERIC
@DATA
c,r,c,c,J,J,3,3,6,1,1,0,4553
r,rr,rr,rr,9,2,4,5,T,2,2,3,3997
c,c,c,c,2,8,8,Q,7,1,2,3,2701
c,c,r,c,J,9,6,3,9,1,2,0,4408
c,c,rr,r,6,A,6,8,2,1,2,0,4356
c,c,c,c,K,3,5,6,A,1,2,0,1258
c,r,c,r,K,5,K,3,K,2,3,3,5774
c,r,c,c,A,A,8,K,T,2,3,3,4126
c,r,c,r,T,7,9,A,T,1,2,3,4499
c,c,r,c,5,3,3,K,J,1,2,0,1715
c,r,r,r,9,8,K,A,4,3,4,4,7087
c,c,c,c,Q,Q,6,K,2,1,1,0,3696
c,r,c,c,2,4,A,3,2,1,1,0,4158
c,c,c,c,A,A,8,8,Q,2,2,0,4938
c,r,rr,rr,8,A,T,5,7,2,22,0,3993
c,c,r,c,Q,Q,K,3,5,1,1,0,3641
c,c,c,c,K,9,5,4,Q,1,2,0,2759
c,c,c,c,Q,8,7,6,3,1,2,0,406
c,c,c,r,A,J,J,8,6,1,2,0,4598
c,c,c,c,Q,2,A,7,8,2,2,0,2583
c,c,c,c,J,J,A,J,K,2,2,0,5654
c,r,r,rr,3,Q,7,6,Q,2,22,0,5715
c,r,c,c,2,2,3,5,7,1,2,0,1482
c,r,rr,r,5,6,A,2,4,2,2,0,2331
rr,rr,rr,rr,Q,J,3,A,6,1,1,0,5653
c,r,c,r,3,5,6,2,T,1,2,0,3130
c,c,c,c,6,3,5,J,K,2,22,3,630
c,c,r,c,A,8,5,Q,3,1,2,0,3661
c,c,c,r,7,2,5,8,K,2,22,0,2083
c,r,c,c,9,A,8,8,3,2,2,0,4323
c,c,r,r,K,4,2,9,4,3,3,3,1936
c,c,c,c,7,A,Q,2,2,2,2,0,1482
c,c,c,c,6,J,4,K,6,2,3,3,2310
r,r,r,rr,5,A,J,2,6,1,2,0,3234
c,rr,rr,rr,5,J,J,3,2,2,2,0,7248
c,r,rr,c,4,Q,7,9,6,3,4,4,4660
c,c,c,c,5,6,5,T,A,1,2,0,4488
c,c,c,c,7,6,3,5,2,3,3,3,106
c,r,r,c,8,5,6,K,J,3,3,3,2749
c,c,c,c,T,Q,8,9,5,2,22,0,2708
c,c,r,r,5,6,Q,5,J,2,2,0,5257
c,r,r,r,K,3,5,5,7,2,2,3,4779
c,c,c,c,8,7,5,8,4,2,22,0,2782
c,c,c,c,J,6,9,T,K,2,2,3,1872
rr,c,r,c,A,6,5,J,6,3,3,3,2376
c,r,c,r,5,2,Q,8,9,1,1,0,3024
c,rr,c,rr,7,J,K,4,A,1,1,0,4136
c,c,c,r,3,7,7,K,T,2,2,0,4509
c,r,c,rr,2,4,4,8,8,1,2,0,4334
c,c,c,c,6,5,5,2,K,1,2,0,2084
c,r,r,c,7,J,8,A,7,1,2,0,2576
c,c,c,c,9,3,A,8,2,2,3,3,905
c,rr,r,rr,A,Q,2,8,3,2,2,0,4883
c,r,rr,r,K,Q,A,J,Q,2,3,3,6619
c,r,c,c,K,9,J,2,Q,2,2,0,3036
c,c,c,c,4,3,9,Q,6,1,1,0,415
c,r,r,c,4,J,K,3,7,1,2,0,1230
c,c,c,c,T,5,8,K,7,2,2,3,1189
c,c,c,c,Q,K,9,6,3,1,1,0,709
r,rr,r,r,4,2,7,8,3,1,2,3,3949
c,c,c,c,Q,Q,9,4,9,2,2,0,4712
c,c,rr,c,2,Q,J,Q,4,2,22,0,4640
c,rr,rr,r,9,5,8,2,K,1,2,0,5857
c,rr,r,c,9,Q,7,4,6,2,22,0,5367
c,c,c,c,4,K,7,2,5,1,1,0,1625
c,c,r,c,4,A,K,J,7,2,2,0,1935
c,r,r,r,6,Q,A,4,8,2,3,4,4894
c,c,c,c,8,4,2,2,4,3,3,3,4158
c,rr,rr,r,A,6,A,9,8,2,22,3,5839
c,r,r,rr,T,7,3,7,8,1,2,0,5387
c,c,c,c,7,8,Q,Q,5,1,2,3,4671
c,c,c,c,T,9,7,J,4,2,2,3,454
c,c,rr,r,6,2,2,7,5,1,2,0,4294
c,c,r,c,Q,7,9,T,9,2,22,0,2980
c,r,c,c,J,3,T,K,9,2,2,0,1232
c,c,c,c,Q,5,9,6,7,2,2,3,421
c,r,c,r,4,K,Q,J,7,2,22,0,3419
c,c,c,c,3,5,3,6,Q,1,1,0,1701
c,r,c,c,T,2,6,5,J,1,2,3,2018
c,c,r,c,K,Q,K,2,A,2,22,3,4752
c,r,c,r,A,4,A,6,6,2,2,0,7199
c,c,c,c,Q,T,2,4,J,2,2,3,433
c,c,c,c,A,7,Q,8,Q,2,22,0,4675
c,c,c,c,J,6,A,K,5,2,22,0,1273
c,c,c,c,T,8,A,5,A,2,2,0,4035
r,rr,r,rr,K,8,A,3,K,2,2,0,7295
c,c,c,c,J,K,3,6,4,1,2,3,635
c,c,c,c,K,5,3,2,A,2,2,3,1228
c,c,c,c,J,4,9,J,4,2,22,3,4563
c,c,c,c,8,9,Q,Q,3,2,2,0,3532
c,c,c,c,A,2,6,7,Q,2,2,0,1042
c,c,c,c,Q,2,9,7,K,1,1,0,2099
c,c,c,c,6,7,3,Q,A,1,2,0,1091
c,c,r,c,7,4,T,7,3,1,1,0,2585
c,c,c,c,2,3,5,7,K,1,1,0,3830
c,r,r,rr,A,Q,7,9,6,2,22,0,3668
c,c,c,c,7,4,6,2,T,1,2,0,3107
c,r,c,c,6,6,A,8,3,2,2,0,2336
c,r,r,c,9,Q,7,7,T,1,2,3,4431
c,r,r,r,A,8,6,5,T,3,3,4,6744
c,rr,rr,c,2,9,J,Q,T,2,2,0,4640
c,c,c,c,T,7,2,3,3,2,2,0,1688
c,r,r,c,5,8,T,A,3,3,3,3,4071
c,c,c,c,3,7,K,6,3,2,22,3,1631
c,c,c,c,6,A,5,6,7,2,2,0,2341
c,c,c,c,5,6,Q,Q,4,1,1,0,3682
c,c,c,c,A,5,Q,K,6,1,2,0,1276
c,r,rr,c,4,Q,A,J,6,1,2,0,2146
c,c,c,r,2,A,2,7,7,1,2,0,4257
c,rr,c,r,8,8,4,J,7,1,2,0,4331
c,c,c,c,9,Q,T,8,9,1,2,0,2928
c,c,c,c,Q,6,6,9,7,2,2,0,2261
c,c,c,c,Q,J,K,6,7,1,2,0,763
c,r,c,c,2,A,6,K,2,2,3,3,4752
c,c,c,c,4,J,J,2,5,1,2,3,4573
c,c,c,c,3,J,Q,7,7,1,2,0,2496
c,r,r,r,2,9,4,J,9,2,22,0,3035
c,c,c,c,7,A,4,3,4,1,2,0,1936
c,c,c,c,J,6,5,5,A,2,2,0,2134
c,c,c,c,2,7,9,A,6,1,2,0,1162
c,c,c,c,6,2,A,2,9,1,2,3,1462
c,c,c,c,K,8,8,A,8,2,2,0,5456
c,rr,c,c,2,J,5,7,9,2,2,0,1352
c,r,r,rr,5,K,Q,5,2,2,2,3,4784
c,c,c,c,6,7,T,K,6,2,2,3,4300
c,r,c,c,7,T,K,6,5,1,2,0,1189
c,c,c,c,A,5,T,3,K,2,2,0,4785
c,c,c,c,T,8,5,6,T,2,3,3,3229
c,c,r,c,3,9,8,2,5,2,2,0,4175
c,rr,r,c,J,9,2,6,K,1,2,0,2971
c,r,c,r,J,Q,6,4,8,2,3,3,3588
c,r,rr,rr,K,K,3,A,T,2,3,4,7162
c,r,rr,rr,5,2,J,2,T,1,1,0,5048
c,c,c,c,A,7,4,3,2,1,2,0,1482
c,c,c,c,J,9,6,Q,7,2,2,0,1276
c,c,c,c,7,3,2,4,9,2,3,4,5962
c,c,c,c,T,Q,6,3,8,2,2,0,2706
r,r,c,c,T,9,T,9,4,2,2,0,4530
c,c,c,c,8,4,A,J,7,2,3,3,1097
c,c,c,c,9,J,5,A,4,2,2,0,957
c,c,c,c,4,7,2,8,3,2,2,0,1735
c,c,c,c,9,J,7,5,4,2,2,0,957
c,c,c,c,T,8,9,J,3,2,2,0,244
c,c,c,c,8,J,8,K,5,1,2,0,2750
c,c,r,c,3,6,T,5,K,2,2,0,544
c,c,r,c,T,7,K,T,3,2,2,3,4509
r,c,r,r,3,K,4,6,K,2,3,3,3894
c,r,rr,r,7,8,3,J,6,3,3,3,6678
c,c,r,c,4,8,8,7,6,2,22,0,2788
c,r,c,c,6,3,8,5,2,2,3,3,882
c,c,c,rr,2,Q,6,3,Q,2,22,0,4682
c,r,r,c,9,K,T,7,7,1,2,0,2594
c,r,r,c,8,2,5,K,9,1,2,0,2297
rr,r,c,r,4,7,4,5,9,1,2,0,4153
c,c,c,c,9,6,2,6,A,2,2,0,2375
c,r,c,r,T,9,9,4,7,2,2,0,4529
c,c,c,c,K,2,8,Q,4,1,2,0,1275
c,rr,r,c,A,4,2,5,K,2,2,3,4906
c,c,c,c,9,K,5,6,3,2,2,0,579
r,c,c,r,8,3,6,7,J,2,2,0,3333
c,r,c,c,T,9,5,A,3,2,2,0,3025
c,c,c,c,6,2,9,3,8,2,2,3,309
c,r,rr,r,K,A,9,3,5,2,2,3,3905
c,r,r,r,5,K,2,5,6,2,22,3,4782
c,c,c,c,5,A,2,6,8,1,2,0,938
c,r,c,c,9,Q,K,J,5,2,2,3,2981
c,c,c,c,8,7,T,8,5,2,2,0,2645
c,r,c,rr,8,6,8,9,J,2,2,0,4356
c,r,r,c,8,J,6,4,K,2,2,0,2751
c,r,r,c,6,6,A,3,4,1,2,0,2366
c,c,c,c,6,8,7,T,J,1,2,0,985
c,r,r,c,J,9,4,8,9,1,2,3,4398
r,rr,r,c,K,8,6,7,J,2,3,3,4124
c,c,c,c,2,3,4,7,9,1,2,0,508
r,r,r,c,Q,J,J,7,6,1,2,0,3421
r,c,c,c,5,2,A,4,7,1,1,0,3875
c,c,c,c,7,8,5,A,Q,2,2,3,3684
c,rr,c,r,9,7,4,T,4,2,2,0,4279
c,c,c,c,K,3,4,4,5,1,2,3,1932
c,c,c,c,4,A,J,2,8,1,2,0,938
c,c,rr,c,6,8,6,5,8,2,22,3,7181
c,c,c,c,Q,4,7,8,J,1,1,0,427
c,c,c,c,T,K,2,7,6,2,2,0,574
c,c,c,c,7,Q,2,8,7,2,3,3,2473
c,rr,rr,r,K,3,A,Q,Q,2,3,3,4983
c,r,c,r,A,5,6,A,3,2,2,0,4900
c,c,c,c,Q,K,3,5,9,2,2,0,1260
r,rr,r,rr,2,Q,7,4,Q,2,22,0,5688
c,c,c,c,2,8,A,2,7,1,1,0,1492
c,r,c,c,2,8,9,A,3,3,3,4,6164
c,r,c,c,7,T,7,8,J,1,2,0,2577
c,c,c,c,A,6,6,2,3,2,2,0,4224
c,rr,c,r,K,3,9,4,T,1,2,3,2972
c,c,c,c,5,8,A,5,T,1,2,0,2137
c,rr,r,rr,6,6,4,7,2,1,1,0,4416
c,c,c,c,4,6,8,K,9,1,2,0,776
c,rr,c,c,Q,4,2,8,8,2,22,0,4312
c,rr,r,r,4,A,9,3,A,2,2,0,4894
c,r,rr,r,7,J,A,3,9,2,22,3,3474
c,c,c,c,2,7,7,9,7,1,2,0,5390
c,c,c,c,3,6,4,2,4,2,22,0,1895
c,rr,rr,rr,9,5,7,7,2,2,2,0,7180
rr,rr,rr,c,5,5,3,2,9,1,2,0,4484
c,c,c,c,J,9,4,2,K,2,22,0,625
c,rr,c,c,T,6,8,7,A,2,2,3,3236
c,c,c,c,9,T,3,9,Q,2,2,3,4387
c,c,c,c,4,9,6,Q,7,2,22,3,1048
c,r,rr,rr,6,9,2,5,4,2,3,3,6153
c,r,r,r,4,K,7,5,2,2,2,3,2065
c,r,r,c,4,Q,8,T,7,3,3,3,3560
c,c,r,c,5,Q,3,8,T,3,3,3,2707
c,c,c,c,K,T,4,Q,2,1,2,0,735
c,c,c,r,A,T,2,4,A,2,2,0,4126
c,c,c,r,6,J,5,4,3,1,2,3,5855
c,c,c,c,T,K,J,7,7,1,2,0,2532
c,c,c,c,J,7,9,6,Q,2,3,3,427
c,c,c,c,5,3,8,7,4,2,22,3,1146
c,c,c,c,4,7,3,6,4,2,2,0,1914
c,c,c,c,4,K,3,K,T,2,2,0,3780
c,c,c,c,2,3,K,4,7,2,3,3,649
c,c,r,rr,2,Q,K,3,4,2,2,0,3689
c,r,rr,c,9,J,T,K,7,2,3,3,3192
c,r,r,rr,6,8,3,T,A,1,2,0,4356
c,c,c,c,9,2,T,6,3,3,3,3,2866
c,rr,rr,rr,7,7,A,9,4,1,2,3,5389
c,r,r,rr,5,A,A,3,K,1,2,3,4906
c,c,r,c,8,T,9,J,7,2,2,0,5859
c,c,c,c,2,8,A,3,8,2,3,3,2779
c,c,c,c,T,2,8,5,6,1,1,0,225
c,c,c,c,8,K,K,9,T,1,2,3,4826
c,c,c,c,T,8,8,4,J,2,22,3,4353
c,c,c,c,A,K,4,5,J,1,1,0,1231
c,r,c,c,2,3,Q,2,9,1,2,0,4145
c,rr,r,c,6,2,2,9,4,2,3,3,4208
c,c,c,c,7,9,J,3,Q,3,4,5,6281
rr,c,c,c,5,4,3,9,Q,1,1,0,452
r,r,c,c,9,4,Q,6,6,2,3,3,4211
c,rr,c,r,T,9,T,3,J,1,2,3,3237
c,c,c,c,5,2,Q,5,2,1,2,3,4178
c,r,r,rr,T,J,Q,8,8,2,2,0,4706
r,rr,rr,rr,A,J,T,K,9,1,2,0,5862
c,r,c,r,Q,J,T,J,6,3,3,3,4629
c,c,c,c,K,8,7,K,6,2,2,3,3882
c,c,c,c,9,3,6,3,8,1,1,0,1552
c,c,r,rr,7,A,J,J,6,2,2,0,4967
c,r,rr,c,5,6,K,8,8,3,3,3,4344
c,c,c,c,2,9,7,5,J,2,2,0,630
c,c,c,c,7,4,Q,J,A,1,2,0,1112
c,r,r,rr,J,4,8,2,Q,1,2,3,5860
c,r,r,c,K,A,6,4,4,2,3,3,4895
c,r,c,c,8,4,5,6,K,2,3,4,6340
c,r,c,r,9,5,4,T,K,2,2,0,2084
c,c,c,c,2,4,T,8,4,2,2,0,1765
c,c,r,r,8,9,2,2,3,3,3,4,5906
c,c,c,c,5,T,7,K,K,1,1,0,3861
c,r,r,rr,4,2,A,J,2,2,2,0,5058
c,rr,r,r,8,3,3,7,6,2,2,0,4317
c,rr,r,rr,J,Q,2,7,K,1,2,0,5379
c,c,r,rr,T,5,6,T,6,1,2,3,6760
c,c,c,c,2,4,9,8,K,2,22,3,1168
c,c,c,r,3,3,5,9,6,2,22,3,4220
c,r,r,c,8,2,2,Q,Q,1,2,0,4642
c,c,c,c,3,K,8,6,J,1,1,0,615
c,c,c,c,K,4,9,8,7,2,2,0,523
c,r,r,rr,9,3,J,5,3,1,2,0,5105
c,r,r,c,J,K,T,2,8,2,3,3,1652
c,rr,rr,rr,3,5,3,7,3,1,1,0,7312
c,rr,r,r,8,9,3,T,4,2,22,3,2649
c,c,c,r,5,6,2,5,8,2,3,3,4343
c,c,c,c,7,4,6,J,A,2,3,3,4021
c,rr,rr,rr,7,6,5,2,7,2,2,0,5855
c,r,r,c,A,K,Q,5,5,2,2,0,4675
c,c,c,c,Q,5,A,3,3,2,2,3,1716
r,c,c,c,4,5,4,6,9,2,22,3,1933
c,c,rr,c,K,A,8,Q,2,2,2,3,3693
rr,c,r,r,2,5,6,A,3,2,2,0,3651
c,rr,rr,r,A,J,4,T,4,3,3,3,6851
c,c,c,c,K,J,J,8,4,1,2,0,4564
c,c,r,c,2,K,K,3,9,2,2,3,3914
c,rr,c,c,5,8,9,3,3,2,2,0,4384
c,r,c,c,7,8,T,A,3,2,22,3,2797
c,r,rr,r,Q,5,J,6,K,1,2,0,4245
c,c,r,c,9,9,5,6,A,1,2,0,3036
c,c,c,c,6,4,K,2,7,2,22,0,508
c,c,r,c,J,K,T,K,8,3,3,3,4838
c,c,r,c,T,J,3,K,5,1,1,0,3814
rr,rr,c,c,8,A,5,8,2,1,2,3,4939
c,c,rr,c,2,9,2,5,K,1,2,0,4179
c,c,r,c,T,T,9,A,8,2,22,3,4521
c,c,c,c,4,T,7,9,9,3,4,4,2927
r,rr,c,rr,2,5,Q,Q,A,1,1,0,4983
c,r,c,c,9,K,A,J,T,1,1,0,4829
c,c,c,c,6,5,2,8,7,1,2,0,225
c,r,c,c,J,8,6,Q,A,1,2,0,2366
c,c,c,c,6,2,9,6,6,1,2,0,5311
r,c,rr,rr,8,8,T,J,6,2,3,3,7254
c,c,c,c,A,Q,K,2,Q,1,2,0,3694
c,c,c,c,3,J,K,9,T,3,3,3,663
rr,rr,r,c,8,6,2,7,5,1,2,0,3291
r,r,rr,rr,9,3,9,7,A,2,2,0,4620
c,c,c,c,Q,K,7,J,5,2,3,3,782
c,rr,r,r,9,7,4,5,J,2,3,3,2452
c,c,c,c,3,J,3,4,4,1,1,0,4168
c,c,c,c,2,T,6,9,Q,1,2,0,360
c,c,c,c,6,9,8,6,J,2,2,0,2275
c,r,c,c,Q,4,A,5,8,2,3,4,1925
c,c,c,c,J,Q,A,5,A,2,22,3,4077
c,rr,r,r,T,2,A,J,T,2,2,3,4959
r,r,r,c,4,A,4,2,8,2,2,0,1934
c,c,c,c,7,8,Q,9,2,1,1,0,1260
c,r,c,c,K,T,6,J,J,2,2,0,4553
c,rr,rr,r,6,3,2,2,9,2,2,0,5037
c,c,c,c,7,6,3,3,2,2,22,0,1546
c,c,c,c,J,2,6,K,7,2,3,3,657
rr,c,r,c,3,T,7,9,6,1,1,0,454
c,c,c,c,9,K,Q,K,4,1,2,0,3915
c,r,c,c,4,A,2,T,6,2,22,3,1074
c,c,c,c,3,9,3,5,T,2,2,0,1608
c,c,c,c,7,K,9,8,4,2,2,3,776
c,r,c,c,9,J,4,4,Q,1,1,0,1926
c,r,c,r,T,5,Q,6,9,1,1,0,2708
c,c,c,c,3,K,T,2,Q,2,3,3,1440
c,c,c,c,A,7,Q,A,4,1,2,0,4070
c,c,c,c,4,A,2,7,6,1,2,3,1132
c,c,c,c,T,9,4,A,A,2,2,3,4000
c,r,rr,r,Q,K,J,4,8,2,2,0,3419
c,c,c,c,7,3,A,9,2,2,22,3,1223
c,c,c,c,K,2,4,8,Q,1,2,0,1251
c,r,c,c,8,T,9,3,5,2,2,3,906
c,rr,r,c,T,T,2,K,9,2,22,3,4454
rr,r,r,c,4,6,3,5,3,3,3,3,4646
c,c,rr,r,A,7,8,3,J,2,2,0,4367
c,c,rr,c,T,2,J,2,Q,3,3,3,5039
c,c,c,c,2,J,K,8,7,2,2,0,657
c,r,r,c,J,5,6,A,8,2,3,3,3456
c,c,c,c,5,9,8,7,9,1,2,3,3033
rr,c,c,c,4,3,6,6,2,2,2,0,2307
c,c,c,c,9,7,T,8,3,2,3,3,1552
c,r,rr,c,A,9,J,3,7,2,22,3,1276
c,rr,r,c,K,T,9,A,T,1,2,0,4840
c,c,c,c,2,5,2,2,9,2,2,0,5038
c,rr,r,c,T,6,6,3,9,2,22,3,2374
c,c,c,c,5,9,K,7,Q,2,22,0,713
c,c,c,c,3,5,A,K,8,1,2,0,1712
c,c,c,c,2,4,8,K,9,2,2,0,523
rr,r,r,rr,5,J,T,A,A,1,2,0,7292
c,c,c,r,K,8,A,9,3,1,2,0,3033
c,r,r,c,Q,Q,J,J,2,2,22,0,4739
rr,c,r,c,5,A,T,6,T,2,2,0,3246
c,c,r,r,3,3,3,9,Q,1,2,0,7158
c,r,r,r,J,4,4,T,9,2,2,0,1917
c,rr,rr,rr,4,K,J,7,J,2,22,0,7258
r,r,r,r,A,T,5,5,8,2,2,0,4905
c,c,c,r,8,7,8,6,7,1,2,0,4366
c,c,r,rr,T,7,T,7,Q,2,2,3,4730
r,c,c,c,5,4,7,9,3,1,2,3,1041
r,r,r,c,K,4,5,4,9,2,2,0,1934
c,c,c,c,Q,J,6,5,Q,2,22,3,4684
c,r,c,r,K,3,7,3,8,1,2,0,4267
r,c,c,c,3,5,K,8,8,2,22,3,4311
c,r,r,r,8,K,5,3,T,2,2,0,2100
c,c,r,r,J,K,J,K,5,2,22,0,4851
c,c,c,r,Q,4,7,2,K,2,22,0,2538
c,c,c,c,2,6,A,Q,A,1,2,0,4045
r,r,r,r,4,5,J,T,9,2,2,0,3457
rr,r,r,r,8,7,K,6,Q,2,2,0,3419
c,r,rr,rr,A,Q,K,9,3,2,2,0,4862
c,r,r,r,K,8,5,7,J,2,22,0,2815
r,c,c,r,J,J,T,A,5,2,3,3,4971
c,c,c,c,5,6,6,A,7,1,2,0,4246
c,c,c,c,8,J,4,8,6,2,2,0,2794
rr,rr,rr,c,8,3,3,A,K,2,3,4,4884
c,c,c,c,8,6,K,9,8,2,2,3,2813
c,r,c,r,K,J,T,K,9,2,2,0,5861
c,r,c,c,4,Q,K,T,K,1,2,0,4806
c,c,c,r,3,K,9,9,8,2,2,0,4443
c,rr,r,c,4,3,Q,4,J,1,2,0,1926
c,c,c,c,T,J,J,A,9,2,3,3,3457
r,c,r,r,5,T,9,4,J,2,22,0,1232
c,r,rr,rr,A,A,2,8,9,1,2,0,5830
rr,c,c,r,2,6,T,9,5,2,2,0,1469
c,c,c,c,J,4,7,Q,6,1,1,0,448
c,r,c,c,K,A,9,K,K,2,2,0,7275
c,r,c,c,9,6,2,4,7,2,3,3,2296
c,rr,r,r,3,2,5,7,A,2,3,3,2995
c,c,r,r,4,K,5,A,K,2,2,0,5853
rr,r,r,r,9,9,4,5,6,1,1,0,4371
c,c,r,r,Q,A,9,T,2,1,2,0,3245
c,rr,r,r,3,K,3,2,2,2,22,0,4147
c,r,r,r,4,A,2,9,K,1,2,0,1933
c,r,rr,c,K,3,9,Q,3,2,22,3,4652
r,c,r,c,T,A,3,3,6,1,2,0,4653
c,r,r,c,3,5,6,J,J,2,22,0,4587
c,r,r,c,9,T,2,T,Q,2,2,0,3245
r,c,r,r,3,J,A,3,9,2,2,0,4763
c,rr,c,c,7,Q,5,J,A,1,2,0,3684
r,r,rr,r,7,T,3,6,2,2,3,4,3327
c,c,r,rr,Q,8,8,J,8,1,2,0,7220
c,r,c,c,2,2,3,A,J,1,2,3,4213
c,rr,r,rr,5,3,2,T,Q,2,2,0,2145
rr,rr,c,c,5,8,7,K,K,1,2,0,3913
c,r,rr,r,7,3,7,K,8,2,22,3,7210
c,r,c,r,2,6,7,3,6,2,2,3,4297
c,c,c,c,Q,J,8,7,8,2,2,3,2714
r,c,c,c,3,J,7,2,3,3,3,3,4147
rr,r,c,rr,T,2,2,T,T,1,1,0,7246
c,rr,rr,c,A,T,5,T,3,2,2,0,4510
c,c,c,c,7,T,2,T,5,2,2,3,3085
c,c,c,c,8,6,Q,Q,3,2,2,0,3531
c,r,c,c,7,4,K,3,8,2,2,3,1712
c,c,c,c,9,7,Q,6,4,2,2,0,2480
c,r,r,c,6,4,3,T,T,2,22,0,4498
c,r,r,r,K,Q,K,7,Q,2,3,3,7282
c,c,c,c,A,5,6,3,4,2,2,0,1086
r,c,c,c,8,9,2,7,6,2,3,3,427
c,r,r,r,8,3,K,2,J,2,3,3,3800
c,r,rr,r,J,Q,2,K,Q,2,2,0,4641
r,rr,r,c,J,7,3,9,8,2,2,0,3588
r,rr,rr,r,9,J,6,7,6,1,1,0,4794
r,c,r,r,7,9,6,4,J,2,22,3,6512
rr,r,c,c,3,3,7,9,5,2,22,0,1681
c,r,r,c,8,5,7,7,2,1,2,0,2562
c,rr,rr,r,K,A,Q,5,J,2,22,3,4972
c,r,c,r,5,9,2,T,J,2,2,3,2020
r,r,r,c,3,A,Q,5,5,3,3,3,4905
c,r,r,c,8,4,4,2,7,2,2,0,1896
r,c,rr,c,5,2,9,A,T,2,3,3,4072
r,r,r,c,J,A,5,K,Q,1,2,0,4972
c,r,rr,c,2,5,4,Q,Q,2,2,3,4670
c,r,r,rr,8,9,5,6,9,2,2,0,5857
r,r,c,c,9,5,5,6,K,1,2,0,4487
c,rr,c,c,A,A,2,8,T,1,1,0,4947
c,r,c,c,3,T,3,J,8,2,2,0,1652
c,rr,r,rr,6,5,2,3,A,2,2,0,2335
c,c,c,c,7,9,2,Q,J,2,3,4,1104
c,r,c,rr,J,A,2,J,2,2,3,3,4968
c,r,c,c,Q,K,Q,9,4,1,2,0,3694
r,c,r,rr,T,Q,8,A,6,2,22,3,6959
rr,rr,r,rr,J,3,3,9,9,1,2,0,4827
r,r,c,c,A,K,6,A,8,2,2,0,4983
c,r,r,r,6,5,2,J,8,2,22,3,2892
c,r,c,c,T,Q,5,K,A,1,2,0,1267
c,r,c,c,K,T,2,8,8,2,2,0,2816
c,c,r,r,A,4,A,T,K,2,22,3,4961
c,r,r,c,T,8,8,4,2,1,2,0,2744
c,c,c,c,6,9,J,6,Q,2,22,3,2275
c,c,c,c,J,5,A,8,K,2,22,0,1232
c,c,c,c,9,8,T,Q,J,1,2,0,5860
c,r,rr,r,6,A,5,6,6,2,22,0,7191
c,r,rr,c,A,5,A,2,3,2,22,3,4095
c,c,r,c,T,A,6,A,2,2,3,4,4959
rr,r,rr,rr,7,A,3,A,6,1,2,0,5820
c,rr,r,r,9,J,T,3,4,1,2,0,2460
c,c,r,r,9,4,9,8,J,2,3,3,4442
c,r,r,rr,3,J,7,A,Q,1,2,0,4081
c,rr,c,rr,A,3,T,J,J,2,3,3,4970
c,c,c,c,3,2,9,4,5,1,1,0,5854
c,r,r,r,Q,4,7,8,9,2,3,3,2495
c,rr,c,c,6,K,Q,8,2,2,3,3,1275
r,r,c,r,6,Q,T,Q,2,2,2,3,4739
c,rr,rr,r,J,8,K,K,T,2,2,0,4838
c,c,c,rr,2,4,Q,3,K,1,2,0,3847
c,c,c,r,5,K,Q,Q,6,2,22,3,4685
r,r,r,c,2,8,3,7,5,2,3,3,3290
c,c,r,rr,2,A,4,T,Q,2,3,3,1925
c,rr,c,c,4,K,7,A,Q,2,22,0,1936
c,c,c,c,7,2,K,7,8,1,2,0,2523
c,c,r,rr,Q,2,T,A,K,2,22,3,5862
c,r,c,r,7,T,J,Q,2,1,2,0,4255
c,r,c,c,6,K,3,8,A,2,2,3,1932
c,c,r,c,8,A,K,5,2,1,2,0,2152
c,c,c,c,J,5,Q,8,A,2,22,3,1104
c,c,c,c,3,8,6,J,9,1,2,3,1104
c,c,c,c,6,7,J,6,5,1,1,0,2222
c,r,r,c,7,9,A,2,9,3,3,3,3025
c,c,r,r,2,A,Q,3,J,1,1,0,1486
c,c,c,c,9,5,A,J,T,2,22,0,991
c,rr,c,c,4,J,5,7,7,2,2,0,4287
c,r,r,c,3,9,Q,9,4,1,2,0,3026
c,rr,r,rr,T,4,7,7,7,2,22,0,7207
rr,r,c,r,3,T,5,7,J,1,2,3,3455
rr,c,rr,c,5,4,5,T,9,2,22,3,2145
c,c,c,c,8,T,6,9,J,2,2,3,245
r,c,r,r,Q,8,T,3,9,1,2,0,5860
c,rr,r,r,5,9,Q,4,A,1,2,3,3685
r,r,c,c,4,A,Q,T,5,2,2,3,1485
c,r,r,c,7,K,7,J,T,1,2,0,2595
c,c,c,c,9,Q,3,2,K,1,2,0,745
c,rr,c,r,6,7,4,3,8,2,3,3,2227
