@RELATION SimpleBotHROM
@ATTRIBUTE raised_preflop NUMERIC
@ATTRIBUTE raised_flop NUMERIC
@ATTRIBUTE raised_turn NUMERIC
@ATTRIBUTE raised_river NUMERIC
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE hand_strength NUMERIC
@DATA
0,0,0,1,4,8,J,Q,K,2,2,0,1683.8846153846155
0,0,0,1,3,4,5,K,A,1,2,3,789.1062937062937
0,1,1,1,2,5,9,T,J,2,2,0,904.7748251748252
0,0,0,0,2,4,6,7,9,2,2,0,234.9498432601881
1,2,1,1,2,9,T,J,K,1,2,0,1548.6421911421912
0,0,1,0,3,3,7,J,Q,1,2,3,360.95104895104896
0,0,0,0,4,8,8,T,K,2,2,0,723.7020979020979
0,1,1,1,2,6,Q,Q,A,2,2,0,1464.6666666666667
0,1,0,0,9,9,T,K,A,1,1,0,1307.4358974358975
0,0,0,0,4,4,5,T,K,2,22,3,1208.5710955710956
0,1,1,2,4,8,J,K,A,2,22,3,790.6202797202798
0,0,0,0,3,4,4,J,J,2,22,0,1377.1177156177157
1,2,1,2,2,4,T,T,K,2,22,0,1926.0384615384614
0,1,1,1,3,4,9,J,Q,2,2,0,893.8741258741259
0,1,0,0,3,3,6,8,T,1,1,0,385.47762237762237
0,0,0,2,2,6,8,T,J,1,1,0,585.3237762237762
0,0,0,0,2,2,3,4,J,1,2,0,307.96153846153845
0,1,0,0,5,T,Q,Q,K,2,2,0,971.0874125874126
0,2,1,0,2,6,9,Q,A,3,3,3,1101.5930069930068
0,0,2,0,5,6,6,T,K,2,3,3,574.4230769230769
0,1,0,1,6,8,9,K,A,2,22,3,1123.3944055944057
1,1,0,0,2,3,8,8,J,2,3,3,718.5545454545454
0,0,0,0,2,9,T,T,Q,1,1,0,824.8363636363637
0,2,1,1,2,3,T,J,J,2,2,0,916.8867132867133
0,0,0,0,5,6,J,K,K,2,2,0,1026.1965034965035
0,0,2,1,2,3,4,5,7,1,2,0,1745.4
0,1,2,1,3,4,9,J,K,1,2,0,1372.3531468531469
0,1,1,1,5,6,J,Q,K,1,2,0,507.8076923076923
0,2,2,2,5,7,7,7,A,1,2,3,1934.7692307692307
0,0,2,2,4,T,J,Q,Q,2,2,0,1921.2692307692307
0,1,0,0,3,6,9,J,J,2,2,0,1370.5664335664335
0,1,1,0,2,3,4,9,K,2,22,3,699.4783216783217
0,0,0,0,2,5,8,T,J,1,2,0,158.3181818181818
0,0,0,0,2,2,7,Q,K,1,2,0,307.35594405594406
0,0,0,0,6,7,9,Q,A,1,2,0,258.0
0,0,0,0,2,4,K,K,A,2,22,0,1633.8088578088577
0,1,2,2,2,4,5,6,9,2,2,0,1757.0
0,1,0,1,3,4,6,T,A,2,2,3,1648.9825174825176
0,1,1,0,2,3,6,7,9,1,2,0,314.0174825174825
0,0,0,0,2,4,7,J,A,1,2,0,317.95384615384614
0,0,0,0,4,4,Q,K,K,1,2,0,1503.378787878788
0,2,0,0,2,6,8,9,A,2,2,0,714.0125874125874
0,2,1,2,5,Q,Q,K,A,2,2,0,1713.6923076923076
0,2,0,0,2,2,7,T,J,1,1,0,1365.2062937062938
0,1,2,1,2,3,T,Q,A,1,1,0,852.6937062937063
0,1,1,0,3,6,6,7,T,1,2,0,582.2958041958042
0,0,1,1,2,3,9,T,Q,1,1,0,823.927972027972
0,0,0,0,2,5,6,Q,A,3,3,3,214.93260188087774
0,0,0,0,2,3,4,9,T,2,2,0,302.813986013986
0,0,0,0,5,5,6,T,J,2,2,0,494.1818181818182
0,0,0,0,2,3,4,9,A,1,2,0,447.24825174825173
0,0,0,0,2,2,3,6,T,2,3,3,315.53146853146853
0,0,0,0,2,3,6,9,K,1,2,3,369.4293706293706
0,0,0,1,5,6,8,J,K,3,3,4,1826.5199686765857
0,0,0,0,3,4,7,8,T,2,22,3,132.84169278996865
0,0,2,1,2,2,4,4,9,2,2,0,1879.9358974358975
0,0,0,0,3,5,7,T,A,2,2,0,382.44965034965037
0,1,1,0,4,8,9,T,A,2,3,3,1093.7202797202797
0,0,2,0,3,3,5,6,8,1,2,0,378.8160839160839
0,1,1,0,3,4,8,A,A,2,22,0,1117.944055944056
0,1,0,1,2,3,4,5,K,2,2,0,1739.6
0,1,0,1,3,4,6,8,A,2,2,3,578.3594405594406
0,0,2,2,7,8,J,K,A,2,22,0,1786.0
0,0,0,0,6,9,T,Q,Q,2,22,0,948.9832167832168
0,2,1,1,2,3,3,5,9,1,2,0,1644.1048951048951
0,1,1,1,2,3,4,7,K,2,2,0,1044.6671328671328
0,0,0,0,3,4,5,J,A,2,3,4,199.97021943573668
0,2,2,1,4,8,9,J,J,1,2,0,1703.2867132867134
0,0,0,0,3,8,8,J,K,2,3,3,704.9286713286713
0,0,0,1,4,7,8,9,K,1,2,0,1501.5920745920746
0,1,0,0,3,5,8,Q,K,2,22,3,257.79780564263325
0,1,0,1,2,7,8,T,K,2,22,3,248.90125391849529
1,2,1,1,6,6,7,7,9,2,2,0,1593.3100233100233
0,0,2,0,5,6,8,8,K,2,22,3,1260.981351981352
0,2,1,0,2,5,5,J,K,1,2,0,524.1587412587412
0,1,1,0,3,4,4,5,K,1,2,0,1182.3659673659674
0,1,1,0,3,6,8,J,A,2,22,0,257.79780564263325
0,0,1,0,2,6,Q,K,K,2,2,0,1057.3846153846152
0,0,1,1,2,3,J,Q,K,2,2,0,641.0384615384615
1,1,1,0,5,8,9,K,A,2,2,0,990.1636363636363
0,1,1,0,3,6,7,J,K,2,2,0,437.5587412587413
1,1,1,0,3,4,5,7,Q,1,2,0,820.5972027972028
0,2,2,1,4,6,T,Q,Q,2,2,3,1712.3916083916083
0,0,0,2,4,8,T,J,J,2,22,0,1705.2377622377621
0,2,0,1,2,4,5,8,T,2,2,0,807.2741258741258
0,1,1,1,3,6,8,Q,A,2,3,3,587.4433566433567
0,2,1,1,3,3,5,6,K,2,2,3,1274.0839160839162
0,0,0,0,4,T,J,Q,A,3,4,4,1849.6742364917777
0,1,0,0,3,3,8,T,J,2,2,0,1141.8671328671328
0,0,0,1,4,5,9,9,Q,2,22,3,1471.2179487179487
0,0,0,0,3,5,7,T,Q,2,2,3,491.1538461538462
0,1,1,1,3,3,T,Q,A,2,3,3,1568.8916083916083
0,2,0,1,6,7,9,J,Q,2,3,3,957.7643356643357
0,0,0,0,2,3,8,T,K,2,22,3,112.01567398119123
0,1,0,0,2,6,7,9,9,2,3,3,789.7118881118881
0,2,0,1,3,4,6,Q,K,2,3,3,440.5867132867133
0,1,1,0,3,4,5,7,8,2,2,0,330.3685314685315
0,0,0,0,2,6,J,J,Q,2,2,0,1480.7470862470864
0,2,2,2,3,3,6,T,A,2,2,0,1176.4102564102564
0,1,1,0,2,6,7,T,K,1,2,0,831.8006993006993
0,2,0,1,6,7,8,T,Q,2,22,3,1462.8799533799533
0,1,1,1,3,5,T,T,A,2,22,0,1612.3682983682984
0,0,0,0,5,5,6,8,J,2,3,3,493.879020979021
0,0,1,0,2,8,J,Q,A,2,2,3,654.6643356643357
0,2,2,1,3,6,7,T,J,2,3,4,904.1692307692308
0,1,2,1,2,3,7,9,Q,2,22,0,756.1013986013986
0,0,1,0,2,6,8,J,Q,2,2,0,906.8944055944056
0,0,1,0,4,J,J,Q,A,1,1,0,1621.3018648018647
0,2,1,1,6,9,K,A,A,1,2,0,1633.2132867132868
0,0,0,0,2,7,9,Q,K,2,22,3,254.56269592476488
0,0,1,1,4,6,9,9,T,2,2,3,1278.8484848484848
0,2,0,1,T,K,K,K,A,1,2,0,1926.0384615384614
1,1,2,2,6,8,T,T,A,1,2,0,1614.7505827505827
0,0,0,0,2,6,8,J,K,1,1,0,437.86153846153843
1,0,1,1,7,7,9,T,Q,2,2,0,657.6923076923076
0,2,2,0,3,3,J,K,K,1,2,0,1544.4731934731935
0,2,1,1,2,2,2,8,T,2,2,0,1873.179487179487
0,0,2,0,4,5,9,9,K,1,2,3,1280.6351981351982
0,0,1,2,3,5,6,T,A,2,3,3,1117.3384615384616
0,0,0,0,2,3,4,6,8,2,2,3,178.13322884012538
0,1,0,0,2,3,6,J,K,2,3,3,1053.1454545454544
0,1,1,1,2,8,T,J,A,2,22,3,1786.0
0,0,0,0,3,4,5,5,8,1,2,0,467.8384615384615
0,0,0,0,7,8,9,9,K,2,2,0,790.3174825174825
0,1,1,0,5,8,J,Q,K,3,3,3,1509.93006993007
0,0,0,0,3,4,5,A,A,2,3,3,1573.6561771561771
0,0,0,0,7,8,9,T,A,1,1,0,241.8244514106583
0,0,0,1,4,5,7,T,A,1,2,0,845.4265734265734
0,0,0,0,3,4,8,Q,A,2,2,0,206.6426332288401
0,2,1,1,2,2,2,5,J,2,2,3,1871.5897435897436
0,0,0,1,5,8,T,K,A,2,3,4,1120.972027972028
0,1,1,2,2,3,4,Q,A,2,22,3,1853.6867658574783
0,0,0,0,3,3,9,9,K,1,2,0,1274.0839160839162
0,1,0,0,3,4,4,8,A,1,2,0,1143.6538461538462
0,0,1,0,6,9,J,K,A,1,1,0,790.6202797202798
0,1,0,0,5,6,8,T,Q,3,3,3,694.027972027972
1,0,1,0,3,7,T,K,A,3,3,3,1786.0
0,0,0,0,9,T,J,Q,A,1,1,0,654.6643356643357
0,0,0,0,6,7,7,Q,K,2,22,0,640.7356643356643
0,1,0,0,4,9,9,K,A,2,22,0,790.6202797202798
0,1,1,1,2,7,9,T,J,2,2,3,816.0552447552448
2,1,0,2,2,9,T,K,A,2,2,0,990.4664335664336
0,0,1,0,8,T,T,J,K,2,2,3,1829.2826938136257
0,2,0,1,5,6,8,Q,K,2,2,0,1529.5839160839162
0,1,0,0,4,6,7,8,8,1,2,0,693.4223776223776
0,1,2,1,6,9,T,T,A,2,2,0,1699.2762237762238
0,2,1,1,2,3,8,K,A,2,2,0,724.3076923076924
0,1,1,2,4,J,K,A,A,2,3,3,1634.4044289044289
1,1,1,2,3,5,8,8,A,2,2,0,1930.0128205128206
0,0,0,0,5,9,J,K,A,2,3,3,247.4858934169279
0,1,1,1,4,5,6,J,A,2,22,0,717.6461538461538
0,0,1,1,3,7,7,T,A,2,22,0,1202.6153846153845
0,0,1,0,3,3,8,J,A,1,2,0,1143.6538461538462
0,1,1,0,5,5,8,J,Q,2,22,0,1443.8216783216783
0,2,1,1,2,6,8,J,K,2,3,3,571.0923076923077
0,0,1,0,3,Q,K,A,A,2,2,3,1569.4871794871794
0,2,1,2,4,4,6,8,J,2,2,0,1751.2
0,0,0,1,2,3,4,9,9,2,3,3,1283.0174825174824
0,2,0,2,6,7,8,Q,A,1,1,0,987.1356643356644
0,1,0,0,4,8,8,T,J,2,2,0,724.0048951048951
0,1,1,0,4,8,T,J,Q,2,2,3,560.7972027972028
0,2,1,1,4,8,9,T,K,2,3,3,1016.2041958041958
0,1,0,1,3,8,T,A,A,1,1,0,1587.3543123543122
0,2,0,1,5,5,6,Q,A,1,2,0,1582.5897435897436
2,2,2,2,6,T,Q,Q,A,2,2,3,1713.5839160839162
0,0,0,2,2,3,3,9,T,2,3,4,1822.902114330462
0,2,1,2,6,6,T,T,K,2,2,0,1910.1410256410256
0,0,0,0,2,4,5,6,8,2,2,3,189.65830721003135
0,1,0,0,3,7,T,A,A,1,2,3,1107.3461538461538
0,0,0,0,2,3,4,6,K,1,2,0,114.84639498432603
0,2,1,1,2,2,7,9,K,2,2,3,1640.9615384615386
0,0,0,0,3,5,6,7,Q,2,22,3,141.33385579937305
0,1,0,1,4,5,J,Q,K,2,2,3,906.8944055944056
0,0,2,1,3,T,J,Q,K,2,22,0,1555.7890442890443
0,1,2,2,2,5,6,T,A,2,22,0,1078.8832167832168
0,0,0,0,5,6,9,K,A,1,1,0,249.10344827586206
0,1,0,0,3,5,5,K,A,1,1,0,1156.7564102564102
0,0,0,0,6,8,J,Q,Q,2,2,3,987.1356643356644
0,0,0,0,3,6,T,Q,K,2,3,3,148.6128526645768
0,1,0,1,2,5,T,J,J,2,2,0,1371.1620046620046
0,0,1,1,4,6,8,J,Q,2,2,3,694.027972027972
0,1,1,0,3,4,7,9,T,2,3,3,241.62225705329155
0,0,1,1,2,3,4,8,A,2,2,0,1733.8
0,1,0,1,4,5,Q,Q,A,1,2,0,1445.0128205128206
0,1,2,0,2,5,5,7,J,2,3,3,1386.051282051282
0,0,0,1,2,3,5,T,Q,2,2,0,357.6202797202797
0,1,0,0,4,6,8,8,T,2,2,0,1232.9895104895104
0,0,0,0,5,6,7,K,K,1,1,0,1045.2727272727273
0,0,1,0,2,2,8,9,K,2,3,3,323.706993006993
0,1,1,2,2,4,7,9,9,1,1,0,1304.458041958042
1,1,0,0,2,4,8,9,Q,1,2,0,223.22257053291537
0,0,0,0,2,7,9,9,A,1,2,0,780.6279720279721
0,1,1,1,2,5,J,Q,K,2,2,0,1057.3846153846152
0,0,0,0,2,3,5,5,9,2,2,0,1153.7785547785547
0,0,0,0,6,T,J,J,J,2,3,3,1705.3461538461538
1,1,1,0,2,8,9,9,A,2,2,0,790.9230769230769
0,2,2,1,6,8,9,J,Q,2,22,0,707.6538461538462
0,0,2,2,3,4,7,Q,Q,2,2,0,1458.1153846153848
0,1,1,0,3,5,8,Q,K,2,2,3,373.66853146853146
0,0,0,0,2,7,8,9,Q,2,2,3,156.90282131661442
0,0,0,0,2,3,J,Q,K,1,2,0,154.8808777429467
0,0,1,1,6,8,9,9,Q,2,2,3,1306.8403263403263
0,0,1,2,4,7,8,Q,K,2,3,3,1803.1683633516054
0,0,0,0,2,3,6,7,K,2,2,0,121.31661442006269
1,2,0,0,4,9,T,J,Q,1,2,0,1107.3461538461538
0,0,0,1,5,6,7,T,J,2,22,3,616.209090909091
1,1,0,0,4,8,8,9,J,1,1,0,704.9286713286713
0,2,1,1,3,5,8,9,K,3,3,3,567.155944055944
0,0,2,0,2,5,8,K,A,1,2,0,1123.0916083916084
0,2,0,2,2,5,9,J,A,1,2,0,915.6755244755245
0,1,1,2,3,4,6,7,J,2,2,0,612.5755244755245
0,0,0,0,3,5,J,Q,A,2,2,3,223.22257053291537
0,1,0,1,2,8,T,K,A,1,2,0,1051.3286713286714
0,1,1,1,2,8,T,J,K,1,2,3,305.23636363636365
0,0,0,0,2,5,7,9,J,1,1,0,86.33699059561128
0,0,2,0,2,3,J,K,K,3,3,3,1040.7307692307693
0,1,1,1,2,2,5,T,K,2,2,3,1830.2693813625685
0,0,0,0,5,8,8,T,A,2,2,3,716.1321678321679
1,1,2,1,2,2,5,7,T,1,2,0,1561.149184149184
0,0,2,2,5,6,7,Q,K,2,3,3,1745.4
0,2,1,0,2,4,7,J,A,1,2,0,1120.0636363636363
0,0,0,0,2,8,9,K,A,2,22,0,1051.6314685314685
0,2,0,0,3,6,9,J,K,2,2,0,907.1972027972027
0,0,0,0,2,3,5,6,8,1,1,0,189.65830721003135
1,1,1,0,5,6,9,Q,K,2,2,0,907.1972027972027
0,2,2,1,3,4,4,6,8,1,2,0,1933.1538461538462
0,1,1,0,2,5,8,Q,K,1,2,0,706.4426573426574
0,1,0,0,3,8,J,K,K,2,2,0,1054.3566433566434
0,1,1,1,2,7,9,J,Q,1,1,0,1299.6934731934732
0,0,1,1,3,6,7,T,A,2,2,0,1762.8
1,2,2,1,3,5,7,8,J,1,2,0,1701.6608391608393
0,1,2,1,3,5,5,J,K,1,2,0,1509.3344988344988
0,0,1,1,3,7,T,K,A,2,2,0,856.3272727272728
0,0,1,1,2,6,Q,Q,K,2,2,0,1556.3846153846152
0,1,1,0,4,4,6,9,J,1,2,0,1281.2307692307693
0,1,1,1,2,3,5,5,6,1,1,0,512.0468531468532
0,1,2,1,3,3,4,T,J,2,22,0,1318.7517482517483
0,2,1,0,5,T,Q,K,A,1,2,3,1663.6153846153845
0,1,1,0,4,5,5,Q,A,2,3,3,1163.3076923076924
0,1,1,2,2,2,5,5,7,1,1,0,1871.1923076923076
0,2,0,2,2,5,9,Q,Q,2,22,3,1455.7331002331002
0,0,0,0,2,3,J,K,A,2,22,0,923.8510489510489
0,0,0,0,2,6,T,J,K,1,2,0,505.08251748251746
0,2,2,2,3,5,7,K,A,1,2,0,1632.0221445221446
2,0,0,0,5,7,8,J,J,2,2,3,1363.4195804195804
0,1,2,2,3,5,7,9,A,2,22,0,1567.1048951048951
2,1,1,0,3,4,6,8,8,2,22,0,1526.6060606060605
0,2,2,1,3,3,7,7,K,2,2,0,1876.7564102564102
0,1,1,0,3,5,9,Q,K,2,2,0,707.0482517482517
0,2,1,2,4,4,T,K,A,2,2,0,1883.9102564102564
0,1,1,0,5,5,6,7,A,1,2,3,1156.7564102564102
0,2,0,1,3,7,9,T,A,1,2,0,782.7475524475525
2,0,1,1,3,5,5,8,9,2,2,3,520.827972027972
0,1,1,0,2,4,5,8,A,1,2,0,1099.4734265734264
0,0,1,1,5,6,7,7,A,1,2,0,1261.576923076923
0,0,2,1,5,6,T,Q,A,2,3,3,1859.0148786217699
0,0,0,0,4,7,8,T,K,1,1,0,112.62225705329153
1,2,0,0,7,8,9,J,A,1,2,3,1054.0538461538463
0,1,2,2,5,8,J,J,Q,2,3,3,1815.5348472983555
0,1,2,2,2,4,8,9,T,1,2,3,674.3461538461538
0,1,2,1,4,5,T,Q,Q,2,2,0,1445.0128205128206
0,1,2,0,5,8,9,Q,K,2,2,0,1470.6223776223776
0,0,0,0,6,7,9,Q,K,1,2,0,707.0482517482517
0,1,2,0,2,3,6,8,Q,2,2,0,689.1832167832167
0,1,0,0,4,5,9,K,A,1,2,3,456.93776223776223
0,2,1,2,7,8,8,T,K,3,4,4,1683.8846153846155
0,1,1,2,5,8,9,T,J,1,1,0,1780.2
0,1,2,1,2,3,7,J,J,1,2,0,1704.9125874125875
0,0,0,0,2,6,7,J,Q,2,3,4,86.33699059561128
2,2,1,1,4,5,6,7,9,2,2,3,1072.5244755244755
0,1,2,0,2,3,6,T,K,1,2,0,390.62517482517484
0,1,1,1,3,4,5,8,Q,1,2,0,966.2426573426574
0,1,1,1,3,3,4,9,9,1,2,3,1275.8706293706293
0,0,2,0,9,J,Q,Q,A,1,2,0,1484.3205128205127
0,0,0,0,2,6,9,J,Q,2,22,0,222.8181818181818
0,1,0,0,7,8,8,J,Q,2,3,3,721.2797202797203
0,1,0,0,3,T,Q,K,A,2,2,3,724.3076923076924
0,2,1,1,4,6,7,T,A,1,2,0,1078.8832167832168
0,0,0,1,2,3,6,6,J,1,2,3,1168.667832167832
0,2,1,0,2,4,Q,Q,K,2,2,0,1450.9685314685314
0,0,0,0,2,2,6,7,K,1,2,3,324.3125874125874
0,0,0,0,4,5,T,J,K,2,3,3,248.69905956112854
0,0,0,0,6,8,8,Q,A,2,2,0,724.3076923076924
0,1,0,0,4,5,T,Q,A,2,22,0,787.5923076923077
0,1,0,1,7,7,8,9,K,1,2,0,1523.628205128205
0,1,1,0,4,6,9,A,A,1,2,3,1599.8613053613053
0,0,0,0,2,2,8,8,J,1,2,0,1228.8205128205127
0,2,1,0,5,8,9,9,Q,2,2,0,787.2895104895105
0,1,0,1,5,6,7,T,J,1,2,0,518.7083916083916
1,1,2,2,3,5,7,T,T,2,22,0,1695.9160839160838
0,2,1,1,3,3,5,6,Q,2,22,0,1431.3146853146854
0,0,0,0,3,4,6,8,9,1,2,0,194.7131661442006
0,0,0,1,2,7,8,9,J,1,2,3,223.22257053291537
0,0,0,0,3,5,5,8,K,2,3,3,523.2503496503497
0,2,0,0,2,8,9,T,A,2,2,3,782.7475524475525
0,1,1,0,4,4,8,9,A,2,2,3,1241.923076923077
0,0,1,1,3,5,9,9,T,1,2,0,1358.6550116550115
0,2,1,0,5,5,5,6,7,1,1,0,1886.2948717948718
1,0,1,0,5,6,8,J,Q,1,1,0,293.73006993006993
0,0,0,0,3,5,J,K,K,2,2,3,1052.8426573426573
0,1,2,0,3,5,7,9,A,1,2,0,513.8636363636364
0,0,1,0,2,2,3,T,A,2,22,3,324.0097902097902
0,1,0,0,2,9,T,Q,K,2,22,0,150.63479623824452
0,1,2,0,3,4,7,8,T,1,2,0,369.12657342657343
0,1,0,0,2,2,3,8,9,1,2,0,314.3202797202797
0,1,2,2,3,4,9,Q,K,1,2,0,1554.597902097902
0,1,1,1,4,6,7,T,J,2,2,3,1390.8158508158508
0,1,2,0,2,5,6,T,A,2,22,3,255.77586206896552
0,1,1,0,3,4,7,T,A,2,3,4,1612.3682983682984
0,1,1,1,2,5,9,T,A,2,2,0,1613.5594405594406
0,1,1,0,5,5,6,J,J,2,2,0,1385.4557109557109
0,0,0,0,2,4,T,J,K,1,1,0,131.62852664576803
0,0,0,0,3,4,6,9,Q,2,22,3,555.9524475524476
0,0,0,0,T,Q,K,K,K,1,2,0,1719.5454545454545
0,0,0,0,2,5,J,Q,K,1,2,3,574.4230769230769
0,1,1,2,4,6,T,J,Q,2,2,0,840.8846153846154
0,1,0,0,4,4,5,J,A,1,2,0,454.8181818181818
0,0,2,2,5,6,7,T,K,2,3,3,1863.2905246671887
0,0,1,0,4,4,7,8,Q,1,2,3,441.1923076923077
0,0,1,0,6,8,8,9,K,1,2,3,1254.43006993007
0,1,1,0,2,3,3,4,8,1,1,0,384.872027972028
0,0,0,0,3,3,4,5,6,2,2,3,1739.6
0,0,1,2,7,J,Q,K,K,2,2,0,1786.0
0,0,0,0,6,7,T,T,A,1,2,0,845.4265734265734
0,1,0,0,2,8,T,Q,A,3,3,3,454.5153846153846
0,1,1,0,7,8,8,9,T,2,22,0,1350.9125874125875
0,0,2,0,7,7,9,J,J,1,2,0,1897.423076923077
0,1,1,1,5,8,K,A,A,1,1,0,1608.7948717948718
0,1,1,1,2,9,9,Q,A,2,2,0,1294.3333333333333
0,0,0,0,2,3,3,5,8,1,2,3,390.0195804195804
0,1,0,0,2,3,4,7,J,1,2,0,42.258620689655174
0,1,1,0,6,8,T,T,Q,1,2,0,840.8846153846154
0,0,1,0,2,7,7,T,A,2,3,3,1593.9055944055945
0,1,2,0,4,4,5,8,9,2,2,0,1238.9452214452215
0,0,0,0,2,2,4,9,K,1,1,0,307.96153846153845
0,1,1,0,2,4,4,7,Q,2,2,0,1162.1165501165501
0,0,0,0,3,8,9,T,K,2,2,3,769.1216783216782
0,0,2,1,7,Q,Q,K,A,2,2,0,1556.3846153846152
0,0,0,0,3,6,9,K,A,1,2,3,233.93887147335423
0,2,0,0,2,5,5,9,A,2,22,3,1189.5128205128206
0,1,1,0,7,9,9,J,A,2,3,3,790.6202797202798
0,1,0,0,2,4,6,8,K,1,2,0,111.81347962382445
0,0,0,0,5,5,9,J,J,1,2,3,1384.2645687645688
