@RELATION SimpleBotHROM
@ATTRIBUTE raised_preflop NUMERIC
@ATTRIBUTE raised_flop NUMERIC
@ATTRIBUTE raised_turn NUMERIC
@ATTRIBUTE raised_river NUMERIC
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE hand_strength NUMERIC
@DATA
0,0,1,0,6,6,9,J,K,2,22,0,590.774125874126
0,1,2,2,5,T,Q,Q,K,2,2,3,1477.7692307692307
0,0,0,0,6,7,8,T,T,2,3,3,833.6174825174825
0,1,0,0,3,3,4,6,9,2,2,0,1273.488344988345
0,0,0,0,2,2,6,T,Q,1,2,0,321.2846153846154
0,1,1,1,4,5,7,8,9,1,2,0,756.1013986013986
0,2,0,2,3,7,K,K,A,2,2,0,1634.4044289044289
0,1,0,0,4,8,T,J,A,2,3,3,918.0979020979021
0,1,0,0,3,6,T,Q,A,2,2,0,255.77586206896552
0,1,0,2,2,3,5,9,T,2,2,0,736.7223776223776
0,0,0,0,3,5,7,8,K,3,3,3,155.48746081504703
0,0,1,1,2,6,7,8,K,1,1,0,698.56993006993
0,0,0,0,2,5,5,7,T,1,1,0,494.1818181818182
0,2,1,0,3,4,4,K,K,2,22,0,1498.6142191142192
0,0,0,2,3,5,8,9,9,2,3,3,1887.0897435897436
0,2,1,0,2,3,5,T,Q,1,2,0,360.95104895104896
0,0,0,0,6,6,J,Q,A,3,3,4,1857.5019577133908
0,0,0,0,9,Q,K,A,A,2,2,0,1123.3944055944057
0,0,0,0,3,8,9,Q,K,1,1,0,145.57993730407523
2,2,0,0,6,6,7,7,8,2,2,0,1218.6958041958042
0,0,0,0,2,3,5,5,9,1,2,0,518.4055944055945
1,2,2,2,5,6,9,T,A,2,22,0,1104.6209790209791
0,1,0,1,2,3,5,8,J,1,2,3,293.73006993006993
0,0,0,0,3,3,8,J,K,1,2,0,371.85174825174823
0,0,0,1,9,T,J,Q,K,2,2,0,1780.2
1,2,2,1,3,6,7,9,T,2,3,3,1015.9013986013986
0,2,1,0,5,8,9,T,T,2,22,0,1351.5081585081584
0,1,2,1,3,7,T,T,Q,1,2,0,1697.0
0,2,1,0,T,J,Q,K,A,2,2,3,1786.0
0,0,0,0,J,Q,Q,K,A,2,2,0,990.7692307692307
0,1,0,1,6,7,7,T,Q,2,2,0,1345.5524475524476
0,0,0,0,4,8,T,T,A,1,2,0,856.9328671328672
2,2,1,1,8,9,T,K,A,2,2,0,990.4664335664336
0,0,0,1,2,3,5,Q,Q,2,22,3,1421.7855477855478
0,0,0,0,2,3,5,7,T,1,2,0,812.1188811188811
0,0,0,1,3,7,T,J,K,2,3,3,907.5
1,2,0,0,2,4,5,5,6,1,1,0,522.6447552447553
0,1,0,0,2,6,7,7,Q,1,1,0,1201.4242424242425
0,0,0,0,7,8,T,Q,K,1,2,0,440.8895104895105
0,1,2,0,2,2,6,7,J,1,1,0,1168.072261072261
0,0,0,0,4,7,8,Q,K,2,3,3,145.57993730407523
0,1,0,0,2,7,7,9,Q,3,3,3,1299.6934731934732
0,0,0,0,2,6,7,8,A,1,2,0,199.1614420062696
2,2,1,2,2,5,9,J,J,2,2,0,1417.020979020979
0,0,0,0,2,Q,Q,A,A,1,2,3,1625.4708624708624
1,1,0,2,3,4,K,K,A,2,2,0,1634.4044289044289
0,0,2,0,3,4,6,8,K,1,2,3,567.155944055944
0,1,1,0,6,7,8,J,K,1,2,0,704.323076923077
0,0,0,0,7,8,T,J,K,1,2,0,158.3181818181818
0,1,1,0,2,2,3,T,J,1,2,0,1365.2062937062938
1,0,1,0,2,6,8,T,K,2,2,0,248.90125391849529
2,1,2,1,3,5,9,K,K,1,1,0,1051.6314685314685
0,0,0,0,2,2,2,4,9,2,2,3,1638.0349650349651
0,2,1,0,2,6,7,T,K,1,1,0,302.813986013986
0,1,1,2,6,7,7,T,J,2,2,0,1397.3671328671328
0,0,0,0,3,7,9,9,A,1,2,3,784.5643356643357
0,0,0,0,2,7,9,Q,A,2,2,0,211.89968652037618
0,0,0,0,4,5,6,J,A,2,22,3,1085.8475524475525
0,0,0,2,2,7,T,T,J,1,1,0,1417.6165501165501
0,0,0,0,2,3,7,8,9,2,2,3,289.7937062937063
0,2,2,0,2,4,5,7,T,2,2,0,634.9825174825176
0,0,0,0,5,5,8,9,T,1,2,0,523.8559440559441
0,0,1,0,3,7,9,T,J,2,22,3,749.4398601398601
0,2,2,1,7,8,8,8,K,2,2,3,1862.8958496476116
0,0,0,0,3,7,T,Q,Q,2,22,0,960.4895104895105
0,1,0,2,2,2,3,T,K,2,2,0,1640.7447552447552
0,0,0,0,4,6,8,K,A,2,22,3,247.4858934169279
0,1,1,1,2,7,9,T,Q,1,1,0,1774.4
0,0,0,2,2,3,6,6,K,2,22,0,1169.2634032634032
0,2,0,1,2,7,8,8,T,1,2,3,1353.2948717948718
0,1,2,0,2,3,4,6,8,1,2,0,123.13636363636364
0,1,0,0,2,2,4,7,J,1,2,0,307.96153846153845
0,1,1,0,2,6,7,K,A,2,2,0,1048.9062937062936
0,1,0,0,2,2,5,6,9,1,2,0,307.35594405594406
0,0,0,0,7,7,8,J,J,2,3,3,1396.7715617715617
0,1,1,0,3,4,5,8,8,1,2,0,1238.3496503496503
0,0,0,0,J,Q,K,A,A,2,2,0,1124.0
1,1,2,2,7,7,T,K,A,2,2,0,1543.2820512820513
0,1,2,2,3,3,7,8,J,2,2,0,1645.8391608391607
0,0,1,0,4,4,5,8,J,1,1,0,1141.8671328671328
0,2,0,1,2,8,J,Q,K,2,3,3,1040.1251748251748
0,0,0,0,2,7,T,K,A,2,2,0,255.9780564263323
0,0,0,0,7,7,8,J,Q,1,2,0,626.806993006993
0,0,2,2,2,2,5,5,A,2,2,0,1581.9941724941725
0,0,0,0,2,3,8,T,Q,1,2,0,624.6874125874126
2,1,1,1,5,8,9,J,Q,3,3,3,1774.4
0,1,1,0,3,5,7,7,K,2,3,3,1202.0198135198136
1,1,1,0,3,4,J,J,Q,1,2,0,907.5
0,2,1,2,2,2,4,T,T,1,1,0,1908.551282051282
0,0,0,0,9,9,Q,Q,K,2,2,0,1471.2179487179487
0,0,0,0,3,7,Q,Q,A,2,22,0,986.8328671328671
1,1,2,2,4,9,9,K,A,3,3,3,1829.4800313234143
0,1,2,0,4,8,J,K,A,2,2,3,724.0048951048951
0,0,1,0,4,6,9,Q,K,1,2,3,573.8174825174825
0,1,2,1,6,7,9,Q,K,2,2,0,773.3608391608392
0,0,0,2,2,2,5,8,Q,2,3,3,1639.6608391608393
0,2,1,0,4,4,7,8,A,2,2,0,1241.923076923077
0,0,1,1,5,T,J,Q,A,2,3,3,1107.3461538461538
0,1,0,1,4,8,9,T,A,1,2,3,1241.923076923077
2,0,0,1,2,4,4,J,J,2,2,0,1379.5
0,1,0,0,3,6,J,K,A,1,2,3,590.774125874126
0,0,0,0,2,3,6,7,9,1,2,0,102.91692789968653
0,0,0,0,2,3,8,J,K,2,2,3,771.2412587412588
0,0,0,0,6,7,J,A,A,1,2,0,1106.4377622377624
0,0,1,1,5,5,5,8,J,2,2,3,1663.3986013986014
0,0,0,0,3,3,9,T,J,2,3,3,371.85174825174823
0,0,1,1,6,6,9,J,J,2,22,0,1892.6538461538462
0,0,1,2,6,7,9,T,Q,2,2,0,1762.8
0,0,0,0,2,4,6,J,A,2,22,3,200.17241379310346
0,0,0,0,4,6,7,8,A,2,2,3,1751.2
0,0,0,0,4,5,7,T,J,2,3,4,91.7962382445141
0,0,0,0,2,4,9,9,A,2,2,0,790.0146853146853
0,1,0,0,3,3,6,J,J,1,1,0,1372.3531468531469
1,2,2,2,2,4,5,9,T,2,2,3,1081.9111888111888
0,0,0,0,2,7,8,8,Q,1,2,3,689.486013986014
0,0,1,0,3,6,9,9,J,1,2,0,1285.995337995338
0,0,2,1,2,6,6,8,A,1,2,0,1255.025641025641
0,0,0,0,3,5,6,K,A,1,2,0,254.36050156739813
0,1,0,1,3,5,K,K,K,2,3,3,1719.5454545454545
0,1,0,0,8,T,K,A,A,2,3,3,1120.972027972028
0,1,0,1,7,9,T,T,A,1,2,3,1340.1923076923076
0,0,1,0,3,3,5,J,K,1,2,0,390.92797202797203
0,1,1,1,4,8,9,K,A,3,4,4,1866.579483163665
0,0,0,0,2,6,Q,Q,K,1,1,0,990.7692307692307
0,1,0,0,2,2,3,4,A,1,1,0,1137.1025641025642
0,0,0,0,8,8,Q,A,A,2,2,0,1601.6480186480187
0,1,2,2,5,7,8,T,A,2,22,0,1080.7
0,0,1,0,3,5,Q,Q,K,1,1,0,974.1153846153846
0,0,0,0,4,5,9,Q,K,1,2,0,707.0482517482517
0,0,0,0,3,6,7,8,Q,1,2,0,82.0909090909091
0,0,0,1,6,8,J,J,A,1,2,0,1399.1538461538462
0,0,0,0,2,7,8,Q,A,2,2,0,653.755944055944
0,0,0,0,J,J,J,K,A,2,2,0,1706.5384615384614
0,1,1,2,3,6,7,Q,Q,2,22,0,1713.1503496503497
0,1,0,0,2,2,3,5,7,1,2,0,320.37622377622375
0,1,2,1,2,4,5,6,A,2,2,0,577.451048951049
2,2,2,2,3,6,J,Q,A,1,1,0,1706.43006993007
0,1,0,1,2,3,5,6,T,1,2,0,819.386013986014
0,0,0,0,3,5,6,J,K,2,22,3,127.38244514106583
0,0,1,0,3,5,8,Q,A,1,2,0,980.1713286713286
0,0,0,1,2,5,7,8,K,2,22,0,502.35734265734266
0,1,0,0,3,8,8,9,A,2,2,0,1235.371794871795
0,0,1,1,2,4,4,9,K,3,3,3,457.8461538461538
0,0,0,0,2,2,7,Q,A,2,2,0,320.37622377622375
0,0,0,0,4,6,6,J,K,2,3,3,571.0923076923077
1,1,1,2,2,5,6,J,A,1,2,0,850.876923076923
0,2,2,2,2,3,5,J,J,2,2,0,1913.3205128205127
0,1,2,0,4,6,7,9,Q,3,4,4,1436.079254079254
0,0,0,0,5,5,6,T,A,1,2,0,1333.6410256410256
0,0,0,0,2,3,5,6,7,3,3,3,21.432601880877744
0,1,1,0,5,6,8,J,K,3,3,3,704.0202797202797
0,0,0,0,5,8,9,T,Q,2,22,0,691.6055944055944
0,0,1,1,5,5,6,J,Q,2,2,0,1663.506993006993
0,1,1,1,3,5,5,7,K,2,2,3,1506.9522144522143
0,0,0,0,4,5,7,8,8,2,22,0,714.0125874125874
0,0,0,0,6,9,T,J,K,2,2,3,438.4671328671329
2,0,1,0,5,6,6,J,A,3,3,3,591.0769230769231
0,1,0,1,2,5,8,9,Q,1,1,0,787.2895104895105
0,2,0,2,4,7,J,K,A,1,1,0,1124.0
0,0,0,1,3,7,7,T,K,2,2,0,1346.1480186480187
0,1,0,2,2,4,4,8,8,1,2,0,1241.923076923077
0,0,0,0,2,5,5,6,K,1,2,0,502.66013986013985
0,1,1,0,7,7,8,J,A,1,2,0,651.6363636363636
0,0,0,0,2,3,8,9,A,2,3,3,182.9858934169279
0,2,1,2,2,3,8,Q,A,2,2,0,1568.8916083916083
0,1,2,1,J,Q,Q,K,A,2,3,3,1835.7948316366485
0,1,0,0,2,9,J,Q,K,2,2,0,790.9230769230769
0,0,0,0,3,4,6,9,Q,1,1,0,83.91065830721003
0,1,1,0,3,4,7,J,K,1,2,0,248.69905956112854
0,0,0,0,5,7,8,T,K,2,2,3,240.4090909090909
0,0,0,0,3,6,9,Q,K,1,1,0,143.35579937304075
1,2,1,1,2,3,4,7,8,1,2,3,1067.376923076923
0,0,0,0,4,9,9,Q,Q,2,2,0,1467.048951048951
0,0,2,0,2,4,J,Q,Q,2,22,0,1424.167832167832
0,2,2,1,2,5,8,9,K,1,2,0,1757.0
0,2,1,0,4,6,7,9,Q,2,22,0,1675.43006993007
0,0,0,0,2,4,5,7,K,1,1,0,363.67622377622376
0,0,1,0,4,7,J,K,A,2,2,0,457.5433566433567
0,1,1,1,4,6,8,Q,A,2,3,4,1575.4428904428905
0,0,0,0,2,2,4,4,8,3,3,3,1137.1025641025642
0,2,2,1,6,8,9,A,A,2,22,3,1726.590909090909
0,1,1,2,3,7,7,8,T,1,2,0,1677.597902097902
0,0,0,0,5,7,8,Q,Q,1,2,3,1442.6305361305363
0,0,0,0,4,7,9,T,J,2,2,3,91.7962382445141
0,0,2,1,2,2,5,6,7,1,2,0,1218.100233100233
0,0,1,0,7,9,9,T,Q,2,22,0,773.9664335664336
0,1,0,0,3,9,T,J,K,2,2,0,249.10344827586206
0,0,0,0,5,6,7,9,Q,2,2,3,85.12382445141066
0,1,0,1,4,7,J,Q,K,2,22,0,906.8944055944056
0,0,0,0,3,3,5,6,Q,1,1,0,386.6888111888112
0,1,0,0,2,5,6,T,J,1,2,3,482.67552447552447
0,0,1,0,2,Q,K,K,A,2,22,3,1490.871794871795
0,1,0,1,4,6,6,A,A,2,2,0,1893.8461538461538
0,0,0,0,2,4,T,J,Q,2,2,3,87.55015673981191
0,0,0,0,7,8,Q,Q,A,2,22,0,1445.0128205128206
0,0,0,0,5,6,J,K,A,2,22,0,257.3934169278997
0,0,0,0,5,8,T,A,A,2,2,0,1093.4174825174825
1,2,1,2,3,8,K,K,A,2,2,0,1932.0
0,0,0,0,3,4,6,J,K,1,2,3,128.3934169278997
0,0,0,0,2,3,5,K,A,2,2,3,248.29467084639498
0,0,0,0,4,4,9,J,J,2,22,3,1378.3088578088577
0,0,0,0,3,8,9,Q,Q,2,2,0,941.1104895104895
0,0,0,0,2,6,7,Q,A,2,2,0,210.68652037617554
0,0,0,0,2,7,9,Q,K,1,1,0,507.2020979020979
0,0,0,0,3,6,7,Q,A,1,2,0,220.59404388714734
0,0,1,0,3,4,7,7,T,1,1,0,654.3615384615384
0,0,0,0,2,3,5,7,K,1,1,0,1031.344055944056
0,1,1,2,6,7,9,Q,A,2,22,0,982.290909090909
0,0,0,0,2,4,6,7,T,1,2,0,812.4216783216783
0,1,0,0,3,6,6,8,A,2,2,0,578.965034965035
0,1,1,0,7,7,9,T,Q,1,2,3,1299.6934731934732
0,1,1,1,5,6,8,T,A,3,3,4,1844.0172278778386
0,2,2,0,2,9,T,J,Q,2,2,0,1424.167832167832
0,0,0,0,2,3,3,7,T,2,2,0,382.75244755244756
0,1,1,0,3,5,8,T,A,3,3,3,1104.318181818182
0,0,0,0,3,3,6,7,K,2,22,3,365.493006993007
0,0,0,0,5,6,6,7,A,2,2,0,580.479020979021
0,0,0,0,4,5,6,Q,Q,1,1,0,986.5300699300699
0,0,0,0,5,6,Q,K,A,1,2,0,258.0
0,1,2,0,4,6,J,Q,A,1,2,0,521.4335664335665
0,0,0,1,2,2,7,7,A,1,2,0,1196.0641025641025
0,2,0,1,4,7,8,8,J,1,2,0,1240.1363636363637
0,0,0,0,8,9,9,T,Q,1,2,0,758.220979020979
0,0,0,0,6,6,7,9,Q,2,2,0,556.2552447552448
0,0,0,0,6,7,J,Q,K,1,2,0,154.2742946708464
0,1,0,0,2,2,6,K,A,2,3,3,1490.871794871795
0,0,0,0,2,4,5,J,J,1,2,3,1384.2645687645688
0,0,0,0,3,7,7,J,Q,1,2,0,627.4125874125874
0,1,1,1,2,4,9,9,J,2,22,0,790.6202797202798
0,0,0,0,3,4,4,7,A,1,2,0,457.8461538461538
0,0,0,0,5,5,6,J,A,2,2,0,517.8
0,0,0,0,2,6,7,9,A,1,2,0,234.9498432601881
0,0,0,0,2,2,6,9,A,1,2,3,314.3202797202797
0,0,0,0,8,8,8,K,A,2,2,0,1685.076923076923
0,2,0,0,2,5,7,9,J,2,2,0,281.01258741258744
0,1,1,2,2,5,5,Q,K,2,2,3,1509.93006993007
0,0,0,0,6,6,7,T,K,2,2,3,1221.6736596736596
0,1,0,0,5,6,7,T,K,1,2,0,240.4090909090909
0,0,0,0,3,5,T,K,A,2,2,0,1510.525641025641
0,0,0,0,5,6,8,T,T,2,3,3,849.362937062937
0,0,1,0,2,3,5,8,9,2,2,0,1147.2272727272727
0,2,1,0,2,6,9,J,K,1,2,0,771.2412587412588
0,1,0,1,4,6,8,J,Q,2,3,3,958.0671328671328
0,1,2,2,3,T,K,K,A,2,3,4,1879.1410256410256
0,1,2,2,2,2,5,T,J,1,1,0,1640.8531468531469
0,0,0,0,2,3,4,7,A,1,2,0,320.37622377622375
0,0,0,0,6,7,9,J,Q,2,2,0,258.0
0,0,0,0,2,3,4,7,9,2,3,4,1792.5779169929522
0,0,0,0,3,6,8,T,Q,2,2,0,691.0
1,1,0,0,4,9,9,T,T,2,2,0,1358.6550116550115
0,0,0,0,4,7,8,J,A,2,3,3,221.80721003134795
0,0,0,0,4,5,9,J,A,2,2,0,193.5
0,0,0,0,2,3,4,7,8,2,2,0,396.9839160839161
0,0,0,0,4,5,7,9,J,2,2,0,193.5
0,0,0,0,3,8,9,T,J,2,2,0,49.33542319749216
0,0,0,0,5,8,8,J,K,1,2,0,704.323076923077
0,0,1,0,3,5,6,T,K,2,2,0,109.99373040752351
0,0,1,0,3,7,T,T,K,2,2,3,1346.1480186480187
1,0,1,1,3,4,6,K,K,2,3,3,1050.7230769230769
0,1,2,1,3,6,7,8,J,3,3,3,1839.6758026624902
0,0,1,0,4,6,7,8,8,2,22,0,715.8293706293707
0,1,0,0,2,3,5,6,8,2,3,3,178.33542319749216
0,0,0,2,2,3,6,Q,Q,2,22,0,1449.1818181818182
0,1,1,0,7,7,9,T,K,1,2,0,657.0867132867133
0,1,1,0,2,5,8,9,K,1,2,0,567.155944055944
2,1,0,1,4,4,5,7,9,1,2,0,1134.1247086247085
0,0,0,0,2,6,6,9,A,2,2,0,590.774125874126
0,1,0,1,4,7,9,9,T,2,2,0,1358.0594405594406
0,0,0,0,2,4,8,Q,K,1,2,0,257.79780564263325
0,2,1,0,2,4,5,K,A,2,2,3,1582.5897435897436
0,0,0,0,3,5,6,9,K,2,2,0,117.0705329153605
1,0,0,1,3,6,7,8,J,2,2,0,880.8538461538461
0,1,0,0,3,5,9,T,A,2,2,0,787.5923076923077
0,0,0,0,2,3,6,8,9,2,2,3,62.47805642633229
0,1,2,1,3,5,9,K,A,2,2,3,1054.0538461538463
0,1,1,1,2,5,5,6,K,2,22,3,1508.7389277389277
0,0,0,0,2,5,6,8,A,1,2,0,189.65830721003135
0,1,0,0,5,9,J,Q,K,2,2,3,774.2692307692307
0,0,0,0,5,7,8,8,T,2,2,0,672.5293706293706
0,1,0,2,6,8,8,9,J,2,2,0,1255.025641025641
0,1,1,0,4,6,8,J,K,2,2,0,704.6258741258741
0,1,1,0,3,4,6,6,A,1,2,0,588.048951048951
0,0,0,0,6,7,8,T,J,1,2,0,199.1614420062696
0,1,1,0,4,8,9,9,J,1,2,3,1280.039627039627
1,2,1,0,6,7,8,J,K,2,3,3,1120.3664335664334
0,0,0,0,2,3,4,7,9,1,2,0,102.71473354231975
1,1,1,0,6,7,J,J,Q,1,2,0,907.5
1,0,0,0,2,4,5,7,A,1,1,0,1044.9699300699301
0,0,0,0,5,7,8,Q,A,2,2,3,987.1356643356644
0,2,0,1,4,4,7,9,T,2,2,0,1209.1666666666667
0,0,0,0,3,4,4,5,K,1,2,3,456.63496503496503
0,0,0,0,2,4,8,J,A,1,2,0,189.65830721003135
0,0,2,0,5,6,6,8,8,2,22,3,1886.6923076923076
0,0,0,0,4,7,8,J,Q,1,1,0,86.33699059561128
0,0,0,0,2,6,7,T,K,2,2,0,116.05956112852665
0,0,0,0,2,7,7,8,Q,2,3,3,620.4482517482518
0,2,2,1,3,Q,Q,K,A,2,3,3,1628.448717948718
0,1,0,1,3,5,6,A,A,2,2,0,1579.016317016317
0,0,0,0,3,5,9,Q,K,2,2,0,254.76489028213166
1,2,1,2,2,4,7,Q,Q,2,22,0,1710.2237762237762
0,0,0,0,2,2,7,8,A,1,1,0,323.4041958041958
0,1,0,0,2,3,8,9,A,3,3,4,1805.8653093187158
0,1,0,0,7,7,8,T,J,1,2,0,651.9391608391609
0,0,0,0,2,3,6,6,A,2,2,0,1176.4102564102564
0,2,0,1,3,4,9,T,K,1,2,3,771.5440559440559
0,0,0,0,5,5,8,T,A,1,2,0,518.7083916083916
0,2,1,2,2,4,6,6,7,1,1,0,1290.7599067599067
0,0,0,0,4,6,8,9,K,1,2,0,156.90282131661442
0,2,0,0,2,4,8,8,Q,2,22,0,1228.8205128205127
0,2,1,1,3,4,9,A,A,2,2,0,1575.4428904428905
0,1,2,1,3,7,9,J,A,2,22,3,923.5482517482518
0,0,0,0,2,7,7,7,9,1,2,0,1677.923076923077
0,0,0,0,2,3,4,4,6,2,22,0,445.43146853146857
0,2,2,2,2,5,7,7,9,2,2,0,1886.2948717948718
2,2,2,0,2,3,5,5,9,1,2,0,1331.2587412587413
0,0,0,0,2,4,9,J,K,2,22,0,126.37147335423198
0,2,0,0,6,7,8,T,A,2,2,3,851.4825174825174
0,0,0,0,3,9,9,T,Q,2,2,3,1273.488344988345
0,0,0,0,4,6,7,9,Q,2,22,3,211.89968652037618
0,1,2,2,2,4,5,6,9,2,3,3,1805.141738449491
0,1,1,1,2,4,5,7,K,2,2,3,496.90699300699305
0,1,1,0,4,7,8,T,Q,3,3,3,949.5888111888112
0,0,1,0,3,5,8,T,Q,3,3,3,691.3027972027971
0,0,0,0,2,4,T,Q,K,1,2,0,148.6128526645768
0,0,0,1,2,4,T,A,A,2,2,0,1120.972027972028
0,0,0,1,3,4,5,6,J,1,2,3,1745.4
0,0,0,0,7,7,T,J,K,1,2,0,638.3132867132867
0,0,0,0,6,7,9,J,Q,2,3,3,86.33699059561128
0,0,0,0,3,4,5,7,8,2,22,3,231.71473354231975
0,0,0,0,3,4,4,6,7,2,2,0,451.1846153846154
0,0,0,0,3,4,T,K,K,2,2,0,1016.2041958041958
0,0,0,0,2,3,4,7,K,2,3,3,131.22413793103448
0,0,1,2,2,3,4,Q,K,2,2,0,988.6496503496503
0,1,2,0,7,9,T,J,K,2,3,3,838.1594405594406
0,1,1,2,3,6,8,T,A,1,2,0,1255.025641025641
0,0,0,0,2,3,6,9,T,3,3,3,739.4475524475524
0,2,2,2,4,7,7,9,A,1,2,3,1677.8146853146852
0,1,1,2,3,5,K,A,A,1,2,3,1582.5897435897436
0,0,1,0,7,8,9,T,J,2,2,0,1768.6
0,0,0,0,2,3,8,8,A,2,3,3,713.1041958041958
0,0,0,0,2,5,6,8,T,1,1,0,45.49373040752351
0,0,0,0,8,9,T,K,K,1,2,3,1534.944055944056
0,0,0,0,4,8,8,T,J,2,22,3,1253.2389277389277
0,0,0,0,4,5,J,K,A,1,1,0,248.90125391849529
0,1,0,0,2,2,3,9,Q,1,2,0,1129.36013986014
0,2,1,0,2,2,4,6,9,2,3,3,1166.881118881119
0,0,0,0,3,7,9,J,Q,3,4,5,1813.5614722004698
2,0,0,0,3,4,5,9,Q,1,1,0,91.39184952978056
1,1,0,0,4,6,6,9,Q,2,3,3,1168.667832167832
0,2,0,1,3,9,T,T,J,1,2,3,851.7853146853147
0,0,0,0,2,2,5,5,Q,1,2,3,1149.013986013986
0,1,1,2,8,8,T,J,Q,2,2,0,1463.4755244755245
1,2,2,2,9,T,J,K,A,1,2,0,1786.0
0,1,0,1,6,T,J,J,Q,3,3,3,1417.6165501165501
0,0,0,0,6,7,8,K,K,2,2,3,1047.0895104895105
0,0,0,0,3,3,6,8,9,1,1,0,341.57202797202797
0,0,1,2,6,7,J,J,A,2,2,0,1618.9195804195804
0,1,2,0,5,6,8,8,K,3,3,3,1247.878787878788
0,0,0,0,2,5,7,9,J,2,2,0,127.38244514106583
0,0,0,0,4,7,J,Q,A,1,2,0,224.84012539184954
0,1,1,2,2,4,8,J,Q,1,2,3,1774.4
0,1,1,0,4,4,6,K,A,2,3,3,1576.0384615384614
0,1,0,0,4,5,6,8,K,2,3,4,1817.4424432263118
0,1,0,1,4,5,9,T,K,2,2,0,502.66013986013985
0,0,0,0,2,4,4,8,T,2,2,0,406.0678321678322
0,0,1,1,2,2,3,8,9,3,3,4,1788.894283476899
0,0,0,0,5,7,T,K,K,1,1,0,1040.7307692307693
0,1,1,2,2,2,4,J,A,2,2,0,1641.937062937063
0,2,1,1,3,3,6,7,8,2,2,0,1231.7983682983684
0,2,1,2,2,7,J,Q,K,1,2,0,1676.7307692307693
0,0,1,2,5,6,6,T,T,1,2,3,1845.069694596711
0,0,0,0,2,4,8,9,K,2,22,3,236.1630094043887
0,0,0,1,3,3,5,6,9,2,22,3,1174.027972027972
0,1,1,0,2,2,8,Q,Q,1,2,0,1425.3589743589744
0,0,0,0,3,6,8,J,K,1,1,0,124.34952978056427
0,0,0,0,4,7,8,9,K,2,2,0,105.74764890282131
0,1,1,2,3,3,5,9,J,1,2,0,1647.0314685314686
0,1,1,0,2,8,T,J,K,2,3,3,371.85174825174823
0,2,2,2,3,3,3,5,7,1,1,0,1932.6538461538462
0,2,1,1,3,4,8,9,T,2,22,3,673.7405594405594
0,0,0,1,2,5,5,6,8,2,3,3,1247.2832167832169
0,0,0,0,4,6,7,J,A,2,3,3,1089.1783216783217
0,2,2,2,2,5,6,7,7,2,2,0,1745.4
0,1,1,0,5,5,Q,K,A,2,2,0,1445.0128205128206
0,0,0,0,3,3,5,Q,A,2,2,3,391.2307692307692
1,0,0,0,4,4,5,6,9,2,22,3,456.93776223776223
0,0,2,0,2,8,Q,K,A,2,2,3,989.8608391608392
2,0,1,1,2,3,5,6,A,2,2,0,977.1433566433567
0,2,2,1,4,4,T,J,A,3,3,3,1851.0555990602975
0,0,0,0,4,8,J,J,K,1,2,0,1378.9044289044289
0,0,1,0,2,3,9,K,K,2,2,3,1056.779020979021
0,2,0,0,3,3,5,8,9,2,2,0,1271.7016317016316
0,1,0,0,3,7,8,T,A,2,22,3,718.5545454545454
0,1,2,1,5,6,J,Q,K,1,2,0,1188.9172494172494
0,0,1,0,5,6,9,9,A,1,2,0,790.9230769230769
0,0,0,0,2,4,6,7,K,2,22,0,102.71473354231975
0,0,1,0,8,T,J,K,K,3,3,3,1542.090909090909
0,0,1,0,3,5,T,J,K,1,1,0,1026.4993006993006
2,2,0,0,2,5,8,8,A,1,2,3,1602.2435897435898
0,0,2,0,2,2,5,9,K,1,2,0,1149.609557109557
0,0,1,0,8,9,T,T,A,2,22,3,1353.2948717948718
0,0,0,0,4,7,9,9,T,3,4,4,757.9181818181819
1,2,0,2,2,5,Q,Q,A,1,1,0,1628.448717948718
0,1,0,0,9,T,J,K,A,1,1,0,1536.7307692307693
0,0,0,0,2,5,6,7,8,1,2,0,45.49373040752351
0,1,0,0,6,8,J,Q,A,1,2,0,588.048951048951
0,0,0,0,2,6,6,6,9,1,2,0,1669.36013986014
1,0,2,2,6,8,8,T,J,2,3,3,1915.7051282051282
0,0,0,0,2,Q,Q,K,A,1,2,0,990.1636363636363
0,0,0,0,3,9,T,J,K,3,3,3,134.0548589341693
2,2,1,0,2,5,6,7,8,1,2,0,868.1363636363636
1,1,2,2,3,7,9,9,A,2,2,0,1412.2564102564102
0,0,0,0,5,7,J,Q,K,2,3,3,158.11598746081503
0,2,1,1,4,5,7,9,J,2,3,3,614.0895104895105
0,0,0,0,3,3,4,4,J,1,1,0,1143.058275058275
0,0,0,0,2,6,9,T,Q,1,2,0,72.78996865203762
0,0,0,0,6,6,8,9,J,2,2,0,560.4944055944056
0,1,0,0,4,5,8,Q,A,2,3,4,454.5153846153846
