@RELATION SimpleBotHROM
@ATTRIBUTE raised_preflop NUMERIC
@ATTRIBUTE called_preflop NUMERIC
@ATTRIBUTE raised_flop NUMERIC
@ATTRIBUTE called_flop NUMERIC
@ATTRIBUTE raised_turn NUMERIC
@ATTRIBUTE called_turn NUMERIC
@ATTRIBUTE raised_river NUMERIC
@ATTRIBUTE called_river NUMERIC
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE other_players_hand_rank NUMERIC
@ATTRIBUTE simplebots_hand_rank {higher,lower}
@DATA
0,1,0,1,0,1,0,1,2,4,8,Q,K,1,2,0,1878,lower
0,1,2,0,1,1,0,2,2,4,5,K,A,2,2,3,2155,higher
0,1,0,1,0,1,0,1,3,5,6,9,K,2,2,0,2311,lower
1,1,0,2,0,1,1,2,3,6,7,8,J,2,2,0,943,higher
0,1,1,0,0,1,0,2,3,5,9,T,A,2,2,0,3245,lower
0,1,0,1,0,1,0,1,2,3,6,8,9,2,2,3,1417,lower
0,1,1,1,2,0,1,1,3,5,9,K,A,2,2,3,5853,lower
0,1,1,0,1,0,1,0,2,5,5,6,K,2,22,3,4785,lower
0,1,0,1,0,1,0,1,2,5,6,8,A,1,2,0,2335,lower
0,1,1,2,0,1,0,1,5,9,J,Q,K,2,2,3,776,higher
0,1,0,1,0,1,0,1,5,7,8,8,T,2,2,0,2716,lower
0,1,1,1,0,1,2,1,6,8,8,9,J,2,2,0,5859,lower
0,1,1,0,1,1,0,2,4,6,8,J,K,2,2,0,3397,lower
0,1,1,0,1,0,0,1,3,4,6,6,A,1,2,0,4235,lower
0,1,0,1,0,1,0,1,6,7,8,T,J,1,2,0,2239,lower
0,1,1,1,1,2,0,1,4,8,9,9,J,1,2,3,7226,lower
1,0,2,1,1,0,0,2,6,7,8,J,K,2,3,3,5857,lower
0,1,0,1,0,1,0,1,2,3,4,7,9,1,2,0,1531,lower
1,0,1,1,1,1,0,2,6,7,J,J,Q,1,2,0,3355,higher
1,1,0,1,0,1,0,2,2,4,5,7,A,1,1,0,2127,higher
0,1,0,1,0,1,0,1,5,7,8,Q,A,2,2,3,1260,higher
0,1,2,1,0,2,1,1,4,4,7,9,T,2,2,0,1800,higher
0,1,0,1,0,1,0,1,3,4,4,5,K,1,2,3,1869,higher
0,1,0,1,0,1,0,1,2,4,8,J,A,1,2,0,984,lower
0,1,0,1,2,1,0,2,5,6,6,8,8,2,22,3,4349,higher
0,1,0,1,0,1,0,1,4,7,8,J,Q,1,1,0,404,higher
0,1,0,1,0,1,0,1,2,6,7,T,K,2,2,0,657,lower
0,1,0,1,0,1,0,1,2,7,7,8,Q,2,3,3,2583,lower
0,1,2,1,2,1,1,0,3,Q,Q,K,A,2,3,3,4983,higher
0,1,1,0,0,1,1,1,3,5,6,A,A,2,2,0,7285,lower
0,1,0,1,0,1,0,1,3,5,9,Q,K,2,2,0,3200,lower
1,0,2,1,1,0,2,1,2,4,7,Q,Q,2,22,0,3492,higher
0,1,0,1,0,1,0,1,2,2,7,8,A,1,1,0,1484,higher
0,1,1,0,0,1,0,1,2,3,8,9,A,3,3,4,1166,higher
0,1,1,0,0,1,0,1,7,7,8,T,J,1,2,0,2496,higher
0,1,0,1,0,1,0,1,2,3,6,6,A,2,2,0,5324,lower
0,1,2,1,0,1,1,0,3,4,9,T,K,1,2,3,3184,lower
0,1,0,1,0,1,0,1,5,5,8,T,A,1,2,0,2129,higher
0,1,2,1,1,0,2,1,2,4,6,6,7,1,1,0,4300,higher
0,1,0,1,0,1,0,1,4,6,8,9,K,1,2,0,2736,lower
0,1,2,1,0,1,0,2,2,4,8,8,Q,2,22,0,4700,lower
0,1,2,1,1,0,1,2,3,4,9,A,A,2,2,0,4107,higher
0,1,1,0,2,1,1,0,3,7,9,J,A,2,22,3,3035,higher
0,2,0,1,0,1,0,1,2,7,7,7,9,1,2,0,5352,higher
0,1,0,1,0,1,0,1,2,3,4,4,6,2,22,0,1736,higher
0,1,2,1,2,1,2,1,2,5,7,7,9,2,2,0,2576,higher
2,0,2,1,2,1,0,1,2,3,5,5,9,1,2,0,2055,higher
0,1,0,1,0,1,0,1,2,4,9,J,K,2,22,0,633,lower
0,1,2,1,0,1,0,2,6,7,8,T,A,2,2,3,2348,higher
0,1,0,1,0,1,0,1,3,9,9,T,Q,2,2,3,4387,higher
0,1,0,1,0,1,0,1,4,6,7,9,Q,2,22,3,720,higher
0,1,1,1,2,1,2,1,2,4,5,6,9,2,3,3,2075,higher
0,1,1,0,1,1,1,0,2,4,5,7,K,2,2,3,5856,lower
0,1,1,0,1,0,0,1,4,7,8,T,Q,3,3,3,2707,higher
0,1,0,1,1,0,0,2,3,5,8,T,Q,3,3,3,3551,lower
0,1,0,1,0,1,0,1,2,4,T,Q,K,1,2,0,4860,lower
0,1,0,1,0,1,1,0,2,4,T,A,A,2,2,0,7151,lower
0,1,0,1,0,1,1,1,3,4,5,6,J,1,2,3,5854,higher
0,1,0,1,0,1,0,1,7,7,T,J,K,1,2,0,4597,lower
0,1,0,1,0,1,0,1,6,7,9,J,Q,2,3,3,775,lower
0,1,0,1,0,1,0,1,3,4,5,7,8,2,22,3,523,higher
0,1,0,1,0,1,0,1,3,4,4,6,7,2,2,0,1891,higher
0,1,0,1,0,1,0,1,3,4,T,K,K,2,2,0,4771,lower
0,1,0,1,0,1,0,1,2,3,4,7,K,2,3,3,540,higher
0,1,0,2,1,1,2,1,2,3,4,Q,K,2,2,0,683,higher
0,1,1,1,2,1,0,1,7,9,T,J,K,2,3,3,663,higher
0,1,1,0,1,1,2,1,3,6,8,T,A,1,2,0,2787,higher
0,1,0,1,0,1,0,1,2,3,6,9,T,3,3,3,569,higher
0,1,2,1,2,1,2,1,4,7,7,9,A,1,2,3,2576,higher
0,1,1,0,1,1,2,1,3,5,K,A,A,1,2,3,4906,higher
0,1,0,2,1,0,0,2,7,8,9,T,J,2,2,0,5859,higher
0,1,0,1,0,1,0,1,2,3,8,8,A,2,3,3,4323,lower
0,1,0,1,0,1,0,1,2,5,6,8,T,1,1,0,345,lower
0,1,0,1,0,1,0,1,8,9,T,K,K,1,2,3,3780,higher
0,2,0,1,0,1,0,1,4,8,8,T,J,2,22,3,2716,higher
0,1,0,1,0,1,0,1,4,5,J,K,A,1,1,0,1224,higher
0,1,1,0,0,1,0,1,2,2,3,9,Q,1,2,0,1439,higher
0,1,2,0,1,2,0,2,2,2,4,6,9,2,3,3,1395,higher
0,1,0,1,0,1,0,1,3,7,9,J,Q,3,4,5,6281,higher
2,0,0,2,0,1,0,1,3,4,5,9,Q,1,1,0,2041,lower
1,1,1,1,0,1,0,1,4,6,6,9,Q,2,3,3,4233,lower
0,1,2,1,0,1,1,0,3,9,T,T,J,1,2,3,7244,lower
0,1,0,1,0,1,0,1,2,2,5,5,Q,1,2,3,4179,lower
0,1,1,1,1,1,2,1,8,8,T,J,Q,2,2,0,5435,lower
1,1,2,1,2,1,2,1,9,T,J,K,A,1,2,0,4126,higher
0,1,1,1,0,2,1,2,6,T,J,J,Q,3,3,3,3374,higher
0,1,0,1,0,1,0,1,6,7,8,K,K,2,2,3,4791,lower
0,1,0,1,0,1,0,1,3,3,6,8,9,1,1,0,1637,lower
0,1,0,1,1,1,2,1,6,7,J,J,A,2,2,0,3448,higher
0,1,1,2,2,1,0,2,5,6,8,8,K,3,3,3,4812,lower
0,1,0,1,0,1,0,1,2,5,7,9,J,2,2,0,420,higher
0,1,0,1,0,1,0,1,4,7,J,Q,A,1,2,0,3683,lower
0,1,1,0,1,0,2,1,2,4,8,J,Q,1,2,3,3368,higher
0,1,1,0,1,0,0,1,4,4,6,K,A,2,3,3,1930,higher
0,1,1,0,0,1,0,1,4,5,6,8,K,2,3,4,1863,higher
0,1,1,1,0,1,1,1,4,5,9,T,K,2,2,0,746,higher
0,1,0,1,0,1,0,1,2,4,4,8,T,2,2,0,1772,lower
0,1,0,1,1,1,1,0,2,2,3,8,9,3,3,4,5970,lower
0,1,0,1,0,1,0,1,5,7,T,K,K,1,1,0,3897,lower
0,1,1,0,1,2,2,1,2,2,4,J,A,2,2,0,1486,higher
0,1,2,1,1,0,1,1,3,3,6,7,8,2,2,0,1531,higher
0,1,2,1,1,0,2,1,2,7,J,Q,K,1,2,0,3696,higher
0,1,0,1,1,0,2,1,5,6,6,T,T,1,2,3,7240,lower
0,1,0,1,0,1,0,1,2,4,8,9,K,2,22,3,3780,lower
0,1,0,1,0,1,1,1,3,3,5,6,9,2,22,3,4188,higher
0,1,1,1,1,1,0,2,2,2,8,Q,Q,1,2,0,7260,lower
0,1,0,1,0,1,0,1,3,6,8,J,K,1,1,0,2310,lower
0,1,0,1,0,1,0,1,4,7,8,9,K,2,2,0,1260,lower
0,1,1,1,1,1,2,1,3,3,5,9,J,1,2,0,4613,higher
0,1,1,2,1,0,0,2,2,8,T,J,K,2,3,3,1432,higher
0,1,2,1,2,1,2,1,3,3,3,5,7,1,1,0,7154,higher
0,1,2,1,1,2,1,1,3,4,8,9,T,2,22,3,1580,higher
0,1,0,1,0,1,1,0,2,5,5,6,8,2,3,3,5854,lower
0,2,0,1,0,1,0,1,4,6,7,J,A,2,3,3,1211,higher
0,1,2,0,2,0,2,1,2,5,6,7,7,2,2,0,2511,higher
0,1,1,1,1,1,0,2,5,5,Q,K,A,2,2,0,4906,lower
0,1,0,1,0,1,0,1,3,3,5,Q,A,2,2,3,1704,higher
1,1,0,1,0,1,0,1,4,4,5,6,9,2,22,3,1770,higher
0,1,0,1,2,1,0,1,2,8,Q,K,A,2,2,3,1276,higher
2,0,0,1,1,0,1,1,2,3,5,6,A,2,2,0,4180,lower
0,1,2,0,2,1,1,0,4,4,T,J,A,3,3,3,4631,higher
0,1,0,1,0,1,0,1,4,8,J,J,K,1,2,0,3473,higher
0,1,0,1,1,1,0,1,2,3,9,K,K,2,2,3,5744,lower
0,1,2,1,0,1,0,1,3,3,5,8,9,2,2,0,1530,higher
0,1,1,0,0,1,0,1,3,7,8,T,A,2,22,3,2585,higher
0,1,1,1,2,1,1,1,5,6,J,Q,K,1,2,0,3637,higher
0,1,0,1,1,1,0,1,5,6,9,9,A,1,2,0,3014,higher
0,1,0,1,0,1,0,1,2,4,6,7,K,2,22,0,3767,lower
0,1,0,1,1,0,0,1,8,T,J,K,K,3,3,3,3815,higher
0,1,0,1,1,0,0,2,3,5,T,J,K,1,1,0,2092,higher
2,0,2,1,0,1,0,1,2,5,8,8,A,1,2,3,2775,higher
0,1,0,1,2,1,0,1,2,2,5,9,K,1,2,0,4748,lower
0,1,0,1,1,0,0,2,8,9,T,T,A,2,22,3,3254,higher
0,1,0,1,0,1,0,1,4,7,9,9,T,3,4,4,5961,lower
1,1,2,1,0,1,2,1,2,5,Q,Q,A,1,1,0,4675,higher
0,1,1,0,0,1,0,2,9,T,J,K,A,1,1,0,3906,higher
0,1,0,1,0,1,0,1,2,5,6,7,8,1,2,0,2176,lower
0,1,1,0,0,1,0,1,6,8,J,Q,A,1,2,0,1275,higher
0,1,0,1,0,1,0,1,2,6,6,6,9,1,2,0,7188,lower
1,1,0,1,2,0,2,1,6,8,8,T,J,2,3,3,2752,higher
0,1,0,1,0,1,0,1,2,Q,Q,K,A,1,2,0,3692,higher
0,1,0,1,0,1,0,1,3,9,T,J,K,3,3,3,663,higher
2,0,2,1,1,1,0,2,2,5,6,7,8,1,2,0,2511,higher
1,1,1,1,2,1,2,1,3,7,9,9,A,2,2,0,3016,higher
0,1,0,1,0,1,0,1,5,7,J,Q,K,2,3,3,3476,lower
0,1,2,1,1,0,1,1,4,5,7,9,J,2,3,3,5857,lower
0,1,0,2,0,1,0,1,3,3,4,4,J,1,1,0,4166,higher
0,1,0,1,0,1,0,1,2,6,9,T,Q,1,2,0,3146,lower
0,1,0,1,0,1,0,1,6,6,8,9,J,2,2,0,4356,lower
0,1,1,1,0,1,0,1,4,5,8,Q,A,2,3,4,4708,lower
0,1,0,1,0,1,0,1,5,J,Q,A,A,2,22,3,4982,lower
0,1,2,0,1,0,1,1,2,T,T,J,A,2,2,3,3246,higher
1,1,1,0,1,2,0,1,2,4,4,8,A,2,2,0,1917,higher
0,1,0,1,0,1,0,1,2,7,8,9,Q,1,1,0,4255,lower
0,1,1,0,0,1,0,1,6,T,J,J,K,2,2,0,3410,higher
0,1,2,1,2,0,1,0,2,2,3,6,9,2,2,0,4219,higher
0,1,0,1,0,1,0,1,2,3,3,6,7,2,22,0,7155,lower
0,1,0,1,0,1,0,1,2,6,7,J,K,2,3,3,1432,lower
2,0,0,2,1,1,0,1,3,6,7,9,T,1,1,0,2211,lower
0,2,0,1,0,1,0,1,4,9,Q,K,K,1,2,0,5786,lower
0,1,1,0,0,1,0,1,2,4,6,T,A,2,22,3,3982,lower
0,1,0,1,0,1,0,1,3,3,5,9,T,2,2,0,4466,lower
0,1,0,1,0,1,0,1,4,7,8,9,K,2,2,3,1864,lower
0,1,1,0,0,1,0,1,4,4,9,J,Q,1,1,0,1835,higher
0,1,1,0,0,1,1,1,5,6,9,T,Q,1,1,0,2928,lower
0,1,0,1,0,1,0,1,2,3,T,Q,K,2,3,3,2100,lower
0,1,0,1,0,1,0,1,4,7,Q,A,A,1,2,0,4051,higher
0,1,0,1,0,1,0,1,2,4,6,7,A,1,2,3,2341,lower
0,1,0,1,0,1,0,1,4,9,T,A,A,2,2,3,4947,lower
0,1,1,0,2,1,1,0,4,8,J,Q,K,2,2,0,3639,lower
0,1,0,1,0,1,0,1,2,3,7,9,A,2,22,3,1042,higher
0,1,0,1,0,1,0,1,2,4,8,Q,K,1,2,0,1439,lower
0,1,1,0,0,1,0,1,3,5,8,9,T,2,2,3,4440,lower
0,1,2,0,1,1,0,1,2,9,T,T,K,2,22,3,4837,lower
2,0,1,0,1,1,0,2,3,3,4,5,6,3,3,3,4190,higher
0,1,0,1,2,1,1,1,3,7,8,J,A,2,2,0,1217,higher
0,1,0,1,2,0,0,1,2,2,T,J,Q,3,3,3,5862,lower
0,1,0,1,0,1,0,1,2,7,8,J,K,2,2,0,3904,lower
0,1,1,0,1,1,0,2,5,6,8,J,A,2,3,3,984,higher
0,1,0,2,0,1,0,1,5,7,8,9,9,1,2,3,2893,higher
2,0,0,2,0,2,0,1,2,3,4,6,6,2,2,0,5854,lower
0,1,0,1,0,1,0,1,3,7,8,9,T,2,3,3,748,higher
0,1,1,1,2,1,0,1,3,7,9,J,A,2,22,3,991,higher
0,1,2,1,1,0,0,2,9,T,T,K,A,1,2,0,4840,higher
0,2,0,1,0,1,0,1,2,2,2,5,9,2,2,0,5046,lower
0,1,2,0,1,0,0,1,3,6,6,9,T,2,22,3,4526,lower
0,1,0,1,0,1,0,1,5,7,9,Q,K,2,22,0,3860,lower
0,1,0,1,0,1,0,1,3,5,8,K,A,1,2,0,1168,higher
0,1,0,1,0,1,0,1,2,4,8,9,K,2,2,0,748,lower
2,0,1,0,1,0,2,1,5,T,J,A,A,1,2,0,4904,higher
0,1,0,1,0,1,1,1,3,8,9,K,A,1,2,0,3034,lower
0,1,1,0,1,1,0,2,2,J,J,Q,Q,2,22,0,4741,lower
2,0,0,1,1,0,0,2,5,6,T,T,A,2,2,0,3216,higher
0,1,0,1,1,0,1,1,3,3,3,9,Q,1,2,0,5115,higher
0,1,1,1,1,0,1,2,4,4,9,T,J,2,2,0,4564,lower
0,1,2,0,2,0,2,1,4,7,J,J,K,2,22,0,3411,higher
1,1,1,0,1,0,1,0,5,5,8,T,A,2,2,0,4345,higher
0,2,0,1,0,1,1,0,6,7,7,8,8,1,2,0,7205,lower
0,1,0,2,1,1,2,1,7,7,T,T,Q,2,2,3,4726,higher
1,0,0,1,0,1,0,1,3,4,5,7,9,1,2,3,2402,lower
1,0,1,1,1,2,0,2,4,4,5,9,K,2,2,0,1855,higher
0,1,0,1,0,1,0,1,5,6,J,Q,Q,2,22,3,5695,lower
0,1,1,1,0,1,1,0,3,3,7,8,K,1,2,0,4267,higher
1,0,0,1,0,1,0,1,3,5,8,8,K,2,22,3,5443,lower
0,1,1,1,1,0,1,2,3,5,8,T,K,2,2,0,2154,lower
0,1,0,1,1,0,1,1,5,J,J,K,K,2,22,0,4851,higher
0,1,0,2,0,1,1,2,2,4,7,Q,K,2,22,0,1877,higher
0,1,0,1,0,1,0,1,2,6,Q,A,A,1,2,0,4070,lower
1,0,1,0,1,0,1,0,4,5,9,T,J,2,2,0,2897,higher
2,0,1,1,1,0,1,0,6,7,8,Q,K,2,2,0,2540,higher
0,1,1,0,2,1,2,1,3,9,Q,K,A,2,2,0,4763,higher
0,1,1,0,1,0,1,1,5,7,8,J,K,2,22,0,657,higher
1,1,0,1,0,2,1,0,5,T,J,J,A,2,3,3,4631,higher
0,1,0,1,0,1,0,1,5,6,6,7,A,1,2,0,2357,higher
0,1,0,1,0,1,0,1,4,6,8,8,J,2,2,0,2752,higher
2,0,2,1,2,1,0,1,3,3,8,K,A,2,3,4,7112,lower
0,1,0,1,0,1,0,1,6,8,8,9,K,2,2,3,2744,higher
0,1,1,1,0,1,1,1,9,T,J,K,K,2,2,0,3906,higher
0,1,1,0,0,1,0,1,4,T,Q,K,K,1,2,0,3851,higher
0,1,0,1,0,1,1,1,3,8,9,9,K,2,2,0,2979,higher
0,1,2,0,1,0,0,1,3,4,4,J,Q,1,2,0,5171,lower
0,1,0,1,0,1,0,1,9,T,J,J,A,2,3,3,3466,lower
1,1,0,1,1,0,1,2,4,5,9,T,J,2,22,0,3156,lower
0,1,1,0,2,0,2,1,2,8,9,A,A,1,2,0,3972,higher
2,0,0,1,0,1,1,1,2,5,6,9,T,2,2,0,106,higher
0,1,0,1,0,1,0,1,4,6,7,J,Q,1,1,0,427,higher
0,2,1,0,0,1,0,1,9,K,K,K,A,2,2,0,5783,higher
0,1,1,0,0,2,0,1,2,4,6,7,9,2,3,3,4372,lower
0,1,2,1,1,1,1,0,2,3,5,7,A,2,3,3,5853,lower
0,1,0,1,1,0,1,0,4,5,K,K,A,2,2,0,4988,higher
2,0,1,1,1,0,1,2,4,5,6,9,9,1,1,0,2882,higher
0,1,0,1,1,0,1,1,2,9,T,Q,A,1,2,0,3036,higher
0,2,2,1,1,0,1,0,2,2,3,3,K,2,22,0,7140,lower
0,1,1,0,1,0,1,1,2,4,9,K,A,1,2,0,1257,higher
0,1,1,0,2,1,0,2,3,3,9,Q,K,2,22,3,1659,higher
1,0,0,1,1,0,0,1,3,3,6,T,A,1,2,0,4881,lower
0,1,1,0,1,0,0,1,3,5,6,J,J,2,22,0,3462,higher
0,1,1,2,1,1,0,2,2,9,T,T,Q,2,2,0,4453,lower
1,0,0,1,1,0,1,1,3,3,9,J,A,2,2,0,5124,lower
0,1,2,1,0,2,0,2,5,7,J,Q,A,1,2,0,1091,higher
1,0,1,0,2,0,1,1,2,3,6,7,T,2,3,4,3086,higher
0,1,0,1,1,0,2,1,8,8,8,J,Q,1,2,0,7219,higher
0,1,1,0,0,1,0,1,2,2,3,J,A,1,2,3,4873,lower
0,1,2,1,1,0,2,1,2,3,5,T,Q,2,2,0,5562,lower
2,0,2,1,0,1,0,2,5,7,8,K,K,1,2,0,3731,higher
0,1,1,0,2,0,1,0,3,7,7,8,K,2,22,3,4366,higher
0,1,1,0,0,1,1,2,2,3,6,6,7,2,2,3,2317,higher
0,1,0,1,0,1,0,1,7,8,8,J,Q,2,2,3,2761,lower
1,1,0,2,0,1,0,1,2,3,3,7,J,3,3,3,1567,higher
2,0,1,0,0,1,2,1,2,2,T,T,T,1,1,0,7236,higher
0,1,2,1,2,0,0,2,3,5,T,T,A,2,2,0,4488,higher
0,1,0,1,0,1,0,1,2,5,7,T,T,2,2,3,3252,lower
0,1,0,1,0,1,0,1,3,6,8,Q,Q,2,2,0,7266,lower
0,1,1,1,0,2,0,2,3,4,7,8,K,2,2,3,1712,higher
0,1,0,1,0,1,0,1,4,6,7,9,Q,2,2,0,4299,lower
0,1,1,0,1,0,0,2,3,4,6,T,T,2,22,0,3086,higher
0,1,1,0,1,0,1,0,7,Q,Q,K,K,2,3,3,4861,higher
0,1,0,1,0,1,0,1,3,4,5,6,A,2,2,0,1693,lower
1,0,0,1,0,1,0,1,2,6,7,8,9,2,3,3,5981,lower
0,1,1,0,1,1,1,0,2,3,8,J,K,2,3,3,3799,higher
0,1,1,1,2,0,1,1,2,J,Q,Q,K,2,2,0,4641,higher
1,0,2,1,1,0,0,1,3,7,8,9,J,2,2,0,3312,higher
1,0,2,1,2,1,1,1,6,6,7,9,J,1,1,0,2356,higher
1,0,0,1,1,1,1,0,4,6,7,9,J,2,22,3,5857,higher
2,0,1,0,0,1,0,1,3,3,5,7,9,2,22,0,4387,lower
0,1,1,1,1,1,0,1,2,5,7,7,8,1,2,0,2555,higher
0,1,2,1,2,1,1,1,5,J,Q,K,A,2,22,3,4862,higher
0,1,1,0,0,1,1,1,2,5,9,T,J,2,2,3,3337,lower
1,0,1,0,1,0,0,1,3,5,5,Q,A,3,3,3,4191,higher
0,1,1,0,1,1,0,1,2,4,4,7,8,2,2,0,4152,lower
1,1,0,2,2,1,0,1,2,5,9,T,A,2,3,3,3008,higher
1,0,1,0,1,0,0,1,5,J,Q,K,A,1,2,0,1275,higher
0,1,1,1,2,1,0,2,2,4,5,Q,Q,2,2,3,6564,lower
0,1,1,0,1,0,2,1,5,6,8,9,9,2,2,0,3001,higher
1,0,1,0,0,1,0,1,5,5,6,9,K,1,2,0,2091,higher
0,1,2,0,0,1,0,1,2,8,T,A,A,1,1,0,4116,higher
0,1,1,1,0,1,0,1,3,3,8,T,J,2,2,0,1715,lower
0,1,2,1,1,1,2,1,2,3,5,6,A,2,2,0,1671,higher
0,1,0,1,0,1,0,1,2,7,9,J,Q,2,3,4,1112,lower
0,1,1,0,0,1,2,1,2,2,J,J,A,2,3,3,4543,higher
0,1,1,0,0,1,0,1,4,9,Q,Q,K,1,2,0,3624,higher
1,0,0,2,1,0,2,1,6,8,T,Q,A,2,22,3,1076,higher
2,0,2,1,1,0,2,1,3,3,9,9,J,1,2,0,4387,higher
1,0,1,0,0,1,0,1,6,8,K,A,A,2,2,0,4939,higher
0,1,1,0,1,0,1,0,2,5,6,8,J,2,22,3,4603,lower
0,1,1,0,0,1,0,1,5,T,Q,K,A,1,2,0,1267,higher
0,1,1,1,0,1,0,2,2,8,8,T,K,2,2,0,4311,lower
0,1,0,1,1,1,1,1,4,T,K,A,A,2,22,3,4992,lower
0,1,1,1,1,1,0,1,2,4,8,8,T,1,2,0,4308,lower
0,1,0,1,0,1,0,1,6,6,9,J,Q,2,22,3,2366,lower
0,1,0,1,0,1,0,1,5,8,J,K,A,2,22,0,2155,lower
0,1,0,1,0,1,0,1,8,9,T,J,Q,1,2,0,5860,higher
0,1,1,0,2,0,1,1,5,6,6,6,A,2,22,0,7191,higher
0,1,1,1,2,1,0,1,2,3,5,A,A,2,22,3,5805,lower
0,1,0,1,1,0,0,1,2,6,T,A,A,2,3,4,7038,lower
2,0,1,0,2,1,2,1,3,6,7,A,A,1,2,0,4927,higher
0,1,2,0,1,1,1,0,3,4,9,T,J,1,2,0,5096,lower
0,1,0,1,1,0,1,1,4,8,9,9,J,2,3,3,4441,higher
0,1,1,0,1,1,2,1,3,7,J,Q,A,1,2,0,1274,higher
0,1,2,0,0,1,2,1,3,T,J,J,A,2,3,3,5652,lower
0,1,0,1,0,1,0,1,2,3,4,5,9,1,1,0,705,higher
0,1,1,0,1,1,1,1,4,7,8,9,Q,2,3,3,4693,lower
0,1,2,1,0,2,0,2,2,6,8,Q,K,2,3,3,4685,lower
1,0,1,1,0,1,1,1,2,6,T,Q,Q,2,2,3,4730,higher
0,1,2,1,2,1,1,0,8,T,J,K,K,2,2,0,3906,higher
0,1,0,1,0,1,2,0,2,3,4,Q,K,1,2,0,4641,lower
0,1,0,1,0,1,1,0,5,6,Q,Q,K,2,22,3,4685,higher
1,0,1,0,1,0,0,1,2,3,5,7,8,2,3,3,1956,higher
0,1,0,1,1,2,2,1,2,4,T,Q,A,2,3,3,1110,higher
0,1,2,0,0,1,0,1,4,7,Q,K,A,2,22,0,1247,higher
0,1,0,1,0,1,0,1,2,7,7,8,K,1,2,0,4256,lower
0,1,0,1,1,0,2,0,2,T,Q,K,A,2,22,3,3256,higher
0,1,1,1,0,1,1,1,2,7,T,J,Q,1,2,0,1110,higher
0,1,1,1,0,2,0,1,3,6,8,K,A,2,2,3,1142,higher
0,1,0,1,1,0,0,1,2,5,8,K,A,1,2,0,1187,higher
0,1,0,1,0,1,0,1,5,8,J,Q,A,2,22,3,2146,lower
0,1,0,1,0,1,0,1,3,6,8,9,J,1,2,3,635,higher
0,1,0,1,0,1,0,1,5,6,6,7,J,1,1,0,2354,lower
0,1,1,0,1,1,0,2,2,7,9,9,A,3,3,3,3026,lower
0,1,0,2,1,1,1,2,2,3,J,Q,A,1,1,0,1272,higher
0,1,0,1,0,1,0,1,5,9,T,J,A,2,22,0,989,higher
0,1,2,1,0,1,0,2,4,5,7,7,J,2,2,0,2532,higher
0,1,1,0,1,1,0,2,3,4,9,9,Q,1,2,0,2921,higher
0,1,2,0,1,0,2,1,4,7,7,7,T,2,22,0,5351,higher
2,0,1,2,0,1,1,1,3,5,7,T,J,1,2,3,4507,lower
2,0,0,2,2,0,0,2,4,5,5,9,T,2,22,3,1992,higher
0,1,0,1,0,1,0,1,6,8,9,T,J,2,2,3,664,lower
1,0,0,2,1,1,1,1,3,8,9,T,Q,1,2,0,2708,higher
0,1,2,1,1,1,1,0,4,5,9,Q,A,1,2,3,3914,lower
1,0,1,0,0,1,0,1,4,5,T,Q,A,2,2,3,4068,lower
0,2,1,0,1,0,0,1,7,7,T,J,K,1,2,0,2532,higher
0,1,0,1,0,1,0,1,2,3,9,Q,K,1,2,0,746,lower
0,1,2,1,0,1,1,1,3,4,6,7,8,2,3,3,2175,higher
0,1,0,1,1,0,2,1,3,7,7,8,J,2,22,0,5358,lower
1,1,0,1,2,1,2,1,4,8,9,Q,A,2,2,0,4064,higher
0,1,0,1,0,1,0,1,4,8,J,Q,A,2,3,4,3684,lower
0,1,1,0,1,0,2,1,3,6,Q,K,A,2,3,3,1252,higher
0,1,1,2,1,1,0,1,2,6,8,A,A,1,2,3,4938,lower
0,1,0,1,1,0,1,0,2,3,8,Q,A,2,22,0,3693,lower
0,1,1,0,1,0,0,1,4,5,7,8,A,2,2,0,5856,lower
0,1,1,0,2,0,2,0,4,5,6,T,J,2,2,0,5228,lower
0,2,0,1,1,1,0,1,2,6,9,9,Q,2,2,0,4530,lower
1,0,1,0,2,0,1,0,2,6,T,J,Q,2,22,0,1112,higher
0,1,0,1,0,1,0,1,8,T,T,A,A,2,2,0,4957,higher
0,1,0,1,0,1,0,1,5,5,8,9,J,1,2,0,2055,higher
0,1,0,1,1,1,0,1,3,3,6,T,A,1,2,0,4169,higher
0,1,2,0,1,1,0,1,5,6,T,K,K,1,1,0,4840,lower
0,1,1,1,0,1,0,1,3,7,9,J,K,1,2,0,1871,lower
0,1,1,0,2,0,0,1,5,6,6,9,Q,1,2,0,4233,higher
0,1,0,1,0,1,0,1,3,6,Q,K,K,2,2,0,3831,higher
0,1,0,1,0,1,0,1,3,6,9,Q,Q,2,2,0,3669,lower
