@RELATION SimpleBotHROM
@ATTRIBUTE raised_preflop NUMERIC
@ATTRIBUTE called_preflop NUMERIC
@ATTRIBUTE raised_flop NUMERIC
@ATTRIBUTE called_flop NUMERIC
@ATTRIBUTE raised_turn NUMERIC
@ATTRIBUTE called_turn NUMERIC
@ATTRIBUTE raised_river NUMERIC
@ATTRIBUTE called_river NUMERIC
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE other_players_hand_rank NUMERIC
@ATTRIBUTE simplebots_hand_rank {higher,lower}
@DATA
0,1,0,1,2,0,1,1,5,6,8,T,Q,2,2,0,741,higher
0,1,0,1,0,1,0,1,8,J,Q,K,K,2,2,0,3859,higher
0,1,1,0,1,1,0,2,3,6,8,9,J,2,2,0,2356,lower
0,1,0,1,0,1,0,1,4,7,8,J,Q,1,2,3,3588,lower
0,2,0,1,0,1,1,0,2,6,9,9,J,1,2,3,4617,lower
0,1,1,0,1,1,0,1,5,8,9,J,K,1,2,3,776,higher
0,1,0,1,0,1,0,1,5,5,6,8,A,2,22,0,2153,lower
0,1,2,1,2,1,2,1,7,8,9,T,A,2,2,0,2569,higher
2,0,1,0,0,1,2,1,3,6,T,J,Q,1,1,0,3593,higher
0,1,0,1,0,1,0,1,2,5,7,T,A,2,2,0,1062,lower
1,1,1,1,1,1,1,1,5,5,9,A,A,2,2,0,7187,lower
0,1,2,1,1,2,1,0,7,T,T,T,Q,3,3,3,7241,higher
0,1,0,1,0,1,0,1,2,4,5,Q,K,2,2,0,680,higher
0,1,1,0,1,1,0,2,4,8,8,9,Q,2,2,3,4334,higher
0,1,0,1,0,1,0,1,7,T,K,K,A,2,2,0,7283,lower
0,1,0,1,0,1,0,1,4,5,8,T,K,2,22,3,5755,lower
0,1,1,1,0,1,1,0,3,4,T,J,J,1,2,0,4562,higher
0,1,0,1,0,1,0,1,2,5,8,9,Q,1,1,0,2041,lower
0,1,1,1,0,1,1,1,2,8,K,A,A,2,2,0,4990,lower
0,1,2,1,2,1,0,1,2,4,8,T,J,2,22,3,3191,lower
0,1,1,1,0,1,0,1,3,5,9,T,K,1,2,3,662,higher
0,1,0,1,0,1,0,1,3,7,9,K,A,2,3,4,1168,higher
0,1,1,1,0,1,0,2,5,5,9,T,A,1,2,0,2137,higher
1,1,2,1,2,1,0,1,6,7,J,Q,A,3,4,4,4686,higher
0,1,1,0,1,1,0,1,2,2,5,7,9,1,1,0,4372,lower
0,1,1,1,1,1,0,2,2,5,6,T,J,2,2,0,3153,lower
0,1,1,0,2,1,1,1,2,2,7,J,K,2,2,0,1441,higher
0,1,0,1,0,1,0,1,5,7,9,K,A,3,3,4,1276,higher
0,1,1,1,2,0,1,0,8,9,T,T,J,2,2,0,5859,higher
0,1,1,0,2,1,2,1,3,5,T,J,Q,1,1,0,3374,higher
0,1,0,1,0,1,0,1,3,4,5,6,A,1,2,0,1142,higher
0,1,0,1,0,1,0,1,4,6,Q,K,A,1,2,0,1275,higher
0,1,0,1,0,1,0,1,3,5,9,9,J,1,2,0,2969,lower
0,1,1,0,0,1,0,2,2,2,5,6,A,1,1,0,4180,higher
0,1,2,0,2,1,2,1,2,6,Q,Q,K,1,2,0,3624,higher
1,1,2,1,1,0,0,2,2,J,J,Q,A,2,3,4,6943,lower
0,1,1,1,0,1,0,1,2,7,8,J,Q,2,2,3,3419,lower
0,1,0,2,0,1,1,2,4,5,7,9,Q,2,22,0,5169,lower
0,1,1,0,0,1,0,1,2,5,5,9,T,2,3,3,4407,lower
1,1,1,0,2,0,2,1,5,9,9,J,K,2,2,0,4619,higher
0,1,1,0,0,1,0,2,2,5,7,K,A,3,4,4,4095,higher
0,1,0,1,0,1,1,0,2,6,K,A,A,1,2,3,7288,lower
0,1,0,1,0,1,0,1,4,6,7,J,A,2,3,3,1916,lower
0,1,1,0,0,1,0,1,2,2,4,J,Q,2,2,0,4310,lower
0,1,1,0,0,1,1,1,3,5,6,8,T,2,2,3,1992,higher
0,1,2,1,2,0,2,1,2,4,4,7,J,1,1,0,5171,higher
0,1,0,1,0,1,0,1,6,6,Q,Q,A,2,3,3,4686,higher
0,1,0,1,0,1,1,1,3,5,6,7,K,2,2,0,5855,lower
0,1,1,1,1,0,0,2,4,5,7,J,A,2,2,0,2146,lower
0,1,0,2,0,1,1,2,6,7,T,J,Q,2,2,3,3466,higher
2,0,1,0,1,0,2,1,2,5,9,K,A,2,3,4,1276,higher
1,0,0,2,1,0,1,0,5,5,5,T,T,2,2,0,7183,higher
0,1,1,1,0,1,1,1,4,5,J,Q,Q,1,2,0,4741,lower
0,1,0,1,1,0,1,0,3,T,J,Q,A,2,2,3,5862,lower
0,1,1,0,0,2,2,1,3,5,5,K,K,2,2,3,7275,lower
0,2,1,1,0,1,0,1,2,2,9,K,A,2,3,3,6682,lower
0,1,0,1,0,1,1,1,4,5,5,8,K,2,3,3,6346,lower
0,1,1,1,1,0,1,1,2,4,4,7,T,1,2,0,4279,higher
0,1,1,0,1,1,0,1,2,6,7,8,K,2,2,0,5441,lower
0,1,0,1,0,1,0,1,4,7,9,Q,A,2,3,4,6903,lower
0,1,0,1,0,1,0,1,2,9,9,J,A,1,2,0,3035,lower
0,1,2,1,1,0,1,1,4,5,8,T,A,2,2,3,4892,lower
0,1,0,1,0,1,0,1,3,6,T,J,K,1,2,0,781,higher
0,1,0,1,0,1,0,1,8,T,T,T,Q,1,1,0,5567,higher
0,1,1,1,0,2,0,2,T,J,Q,Q,K,2,22,3,5861,lower
0,1,0,1,0,1,0,1,2,6,7,J,K,2,3,3,4846,lower
0,1,1,0,0,1,1,1,4,T,Q,K,A,2,3,4,7126,lower
0,1,2,1,0,1,0,1,4,5,J,Q,K,1,2,3,6963,lower
0,1,0,1,0,1,0,1,3,6,6,8,9,1,2,0,2190,higher
0,1,2,0,1,0,1,1,4,7,9,Q,A,1,2,0,4080,lower
0,1,2,1,0,1,0,1,8,9,K,K,A,2,2,0,4829,lower
0,1,0,1,0,1,0,1,6,8,9,T,K,2,22,0,1196,lower
0,1,0,1,1,1,2,1,4,6,8,9,T,1,2,0,3184,higher
0,1,1,1,2,1,0,2,3,4,7,Q,K,1,2,0,1880,lower
2,0,1,1,2,1,2,1,5,7,Q,Q,K,2,2,0,3630,higher
0,1,0,1,0,1,0,1,4,5,Q,K,K,1,2,3,6560,lower
0,1,0,1,1,1,0,1,4,7,8,J,J,2,3,3,3411,lower
0,1,0,1,0,1,0,1,2,5,8,J,K,2,2,0,3411,lower
0,1,0,2,2,1,0,1,3,3,5,7,K,1,2,0,1649,higher
2,0,1,2,0,2,0,2,2,2,6,9,K,2,3,3,1439,higher
0,1,2,1,1,1,1,1,4,6,7,A,A,1,2,0,4057,higher
0,1,1,0,1,1,0,1,4,7,T,J,Q,1,2,0,1836,higher
0,1,0,1,1,1,0,1,6,6,9,J,K,2,22,0,2376,lower
0,1,1,0,2,1,2,1,5,T,Q,Q,K,2,2,3,4674,higher
0,1,0,1,0,1,0,1,6,7,8,T,T,2,3,3,5935,lower
0,1,1,0,0,1,0,1,3,3,4,6,9,2,2,0,4164,higher
0,1,0,1,0,1,0,1,2,2,6,T,Q,1,2,0,7149,lower
0,1,1,0,1,0,1,2,4,5,7,8,9,1,2,0,2517,higher
0,1,2,1,0,1,2,1,3,7,K,K,A,2,2,0,3897,higher
0,1,1,1,0,1,0,2,4,8,T,J,A,2,3,3,3236,higher
0,1,1,0,0,1,0,1,3,6,T,Q,A,2,2,0,1265,higher
0,1,1,1,0,1,2,1,2,3,5,9,T,2,2,0,3090,lower
0,1,0,1,0,1,0,1,3,5,7,8,K,3,3,3,1146,lower
0,1,0,1,1,0,1,1,2,6,7,8,K,1,1,0,3773,lower
0,1,0,1,0,1,0,1,2,5,5,7,T,1,1,0,4341,lower
0,1,2,1,1,2,0,1,3,4,4,K,K,2,22,0,4771,lower
0,1,0,1,0,1,2,1,3,5,8,9,9,2,3,3,3024,higher
0,1,2,1,1,1,0,1,2,3,5,T,Q,1,2,0,1062,higher
0,1,0,1,0,1,0,1,6,6,J,Q,A,3,3,4,4686,higher
0,1,0,1,0,1,0,1,9,Q,K,A,A,2,2,0,4950,lower
0,1,0,1,0,1,0,1,3,8,9,Q,K,1,1,0,3640,lower
2,0,2,0,0,2,0,1,6,6,7,7,8,2,2,0,4296,lower
0,1,0,1,0,1,0,1,2,3,5,5,9,1,2,0,7177,lower
1,0,2,0,2,0,2,1,5,6,9,T,A,2,22,0,2349,higher
0,1,1,1,0,1,1,2,2,3,5,8,J,1,2,3,2135,lower
0,1,0,1,0,1,0,1,3,3,8,J,K,1,2,0,1661,lower
0,1,0,1,0,1,1,1,9,T,J,Q,K,2,2,0,5862,lower
1,0,2,1,2,1,1,1,3,6,7,9,T,2,3,3,2899,higher
0,1,2,0,1,0,0,1,5,8,9,T,T,2,22,0,5859,lower
0,1,1,0,2,0,1,0,3,7,T,T,Q,1,2,0,4509,higher
0,1,2,1,1,1,0,2,T,J,Q,K,A,2,2,3,5862,higher
0,1,0,1,0,1,0,1,J,Q,Q,K,A,2,2,0,3696,higher
0,1,1,1,0,1,1,2,6,7,7,T,Q,2,2,0,4299,higher
0,1,0,2,0,2,0,1,4,8,T,T,A,1,2,0,4521,lower
2,0,2,1,1,1,1,1,8,9,T,K,A,2,2,0,4444,lower
0,1,0,1,0,1,1,1,2,3,5,Q,Q,2,22,3,4645,lower
0,1,0,1,0,1,0,1,2,3,5,7,T,1,2,0,1182,higher
0,1,0,2,0,2,1,1,3,7,T,J,K,2,3,3,3815,lower
1,1,2,1,0,2,0,2,2,4,5,5,6,1,1,0,2081,higher
0,1,1,1,0,2,0,1,2,6,7,7,Q,1,1,0,2475,higher
0,1,0,1,0,1,0,1,7,8,T,Q,K,1,2,0,1267,higher
0,1,1,0,2,1,0,1,2,2,6,7,J,1,1,0,1359,higher
0,1,0,1,0,1,0,1,4,7,8,Q,K,2,3,3,2758,lower
0,1,1,0,0,1,0,1,2,7,7,9,Q,3,3,3,5379,lower
0,1,0,1,0,1,0,1,2,6,7,8,A,1,2,0,1253,lower
2,0,2,1,1,1,2,1,2,5,9,J,J,2,2,0,4572,higher
0,1,0,1,0,1,0,1,2,Q,Q,A,A,1,2,3,4979,lower
1,0,1,0,0,2,2,1,3,4,K,K,A,2,2,0,3913,higher
0,1,0,1,2,1,0,2,3,4,6,8,K,1,2,3,4322,lower
0,1,1,0,1,0,0,1,6,7,8,J,K,1,2,0,5856,lower
0,1,0,1,0,1,0,1,7,8,T,J,K,1,2,0,3815,lower
0,1,1,1,1,1,0,1,2,2,3,T,J,1,2,0,1432,higher
1,0,0,1,1,2,0,1,2,6,8,T,K,2,2,0,3772,lower
2,0,1,1,2,1,1,1,3,5,9,K,K,1,1,0,4785,lower
0,1,0,1,0,1,0,1,2,2,2,4,9,2,2,3,5046,lower
0,1,2,1,1,1,0,2,2,6,7,T,K,1,1,0,2082,lower
0,1,1,0,1,0,2,1,6,7,7,T,J,2,2,0,2577,higher
0,1,0,1,0,1,0,1,3,7,9,9,A,1,2,3,3015,higher
0,1,0,1,0,1,0,1,2,7,9,Q,A,2,2,0,1041,higher
0,1,0,1,0,1,0,1,4,5,6,J,A,2,22,3,1211,higher
0,1,0,1,0,1,2,1,2,7,T,T,J,1,1,0,4507,higher
0,1,0,1,0,1,0,1,2,3,7,8,9,2,2,3,522,higher
0,1,2,1,2,1,0,1,2,4,5,7,T,2,2,0,2082,higher
0,1,0,1,0,1,0,1,5,5,8,9,T,1,2,0,2020,higher
0,1,0,1,1,1,0,1,3,7,9,T,J,2,22,3,454,higher
0,1,2,1,2,1,1,1,7,8,8,8,K,2,2,3,5442,higher
0,1,0,1,0,1,0,1,3,7,T,Q,Q,2,22,0,3695,lower
0,1,1,1,0,1,2,1,2,2,3,T,K,2,2,0,1440,higher
0,1,0,1,0,1,0,1,4,6,8,K,A,2,22,3,1267,lower
0,1,1,1,1,0,1,0,2,7,9,T,Q,1,1,0,3559,higher
0,1,0,1,0,1,2,1,2,3,6,6,K,2,22,0,4792,lower
0,1,2,1,0,1,1,0,2,7,8,8,T,1,2,3,6443,lower
0,1,1,0,2,0,0,1,2,3,4,6,8,1,2,0,693,lower
0,1,1,2,0,1,0,1,2,2,4,7,J,1,2,0,1341,higher
0,1,1,0,1,1,0,1,2,6,7,K,A,2,2,0,4796,lower
0,1,1,1,0,1,0,1,2,2,5,6,9,1,2,0,4175,lower
0,1,0,1,0,1,0,1,7,7,8,J,J,2,3,3,7208,lower
0,1,1,0,1,1,0,1,3,4,5,8,8,1,2,0,2630,higher
0,1,0,1,0,1,0,1,J,Q,K,A,A,2,2,0,4136,higher
1,1,1,1,2,1,2,1,7,7,T,K,A,2,2,0,4928,lower
0,1,1,0,2,0,2,1,3,3,7,8,J,2,2,0,4188,higher
0,1,0,1,1,2,0,1,4,4,5,8,J,1,1,0,1786,higher
0,1,2,1,0,1,1,2,2,8,J,Q,K,2,3,3,769,higher
0,1,0,1,0,1,0,1,2,7,T,K,A,2,2,0,1182,higher
0,1,0,1,0,1,0,1,7,7,8,J,Q,1,2,0,2494,higher
0,1,0,1,2,0,2,1,2,2,5,5,A,2,2,0,4180,higher
0,2,0,1,0,1,0,1,2,3,8,T,Q,1,2,0,3140,lower
2,0,1,0,1,0,1,2,5,8,9,J,Q,3,3,3,2146,higher
0,1,1,1,1,1,0,2,3,5,7,7,K,2,3,3,6138,lower
1,1,1,2,1,1,0,1,3,4,J,J,Q,1,2,0,3360,higher
0,1,2,1,1,0,2,1,2,2,4,T,T,1,1,0,4480,higher
0,1,0,1,0,1,0,1,9,9,Q,Q,K,2,2,0,4719,higher
0,1,0,1,0,1,0,1,3,7,Q,Q,A,2,22,0,3677,higher
1,0,1,0,2,1,2,1,4,9,9,K,A,3,3,3,4950,higher
0,1,1,1,2,1,0,2,4,8,J,K,A,2,2,3,3473,lower
0,1,0,1,1,0,0,1,4,6,9,Q,K,1,2,3,2539,lower
0,1,1,0,2,1,1,0,6,7,9,Q,K,2,2,0,5857,lower
0,1,0,2,0,1,2,1,2,2,5,8,Q,2,3,3,4255,higher
0,1,2,1,1,0,0,1,4,4,7,8,A,2,2,0,4334,higher
0,1,0,1,1,0,1,0,5,T,J,Q,A,2,3,3,5862,lower
0,1,1,1,0,1,1,1,4,8,9,T,A,1,2,3,5860,lower
2,0,0,2,0,1,1,1,2,4,4,J,J,2,2,0,4564,higher
0,2,1,1,0,1,0,1,3,6,J,K,A,1,2,3,2376,lower
0,1,0,1,0,1,0,1,2,3,6,7,9,1,2,0,2260,lower
0,1,0,1,0,1,0,1,2,3,8,J,K,2,2,3,1441,higher
0,1,0,1,0,1,0,1,6,7,J,A,A,1,2,0,4034,higher
0,1,0,1,1,1,1,1,5,5,5,8,J,2,2,3,7184,lower
0,1,0,1,0,1,0,1,3,3,9,T,J,2,3,3,1580,higher
0,1,0,1,1,0,1,1,6,6,9,J,J,2,22,0,4584,higher
0,1,0,1,1,0,2,1,6,7,9,T,Q,2,2,0,4508,higher
0,1,0,1,0,1,0,1,2,4,6,J,A,2,22,3,990,higher
0,1,0,1,0,1,0,1,4,6,7,8,A,2,2,3,2776,higher
0,1,0,1,0,1,0,1,4,5,7,T,J,2,3,4,2018,lower
0,1,0,1,0,1,0,1,2,4,9,9,A,2,2,0,2991,higher
0,1,1,1,0,2,0,2,3,3,6,J,J,1,1,0,7160,lower
1,1,2,1,2,0,2,1,2,4,5,9,T,2,2,3,3085,higher
0,1,0,1,0,1,0,1,2,7,8,8,Q,1,2,3,4365,lower
0,1,0,2,1,1,0,2,3,6,9,9,J,1,2,0,4386,higher
0,1,0,1,2,1,1,1,2,6,6,8,A,1,2,0,2372,higher
0,1,0,1,0,1,0,1,3,5,6,K,A,1,2,0,3251,lower
0,1,1,0,0,1,1,1,3,5,K,K,K,2,3,3,6979,lower
0,1,1,0,0,1,0,1,8,T,K,A,A,2,3,3,5850,lower
0,1,1,2,0,2,1,1,7,9,T,T,A,1,2,3,3245,higher
0,1,0,2,1,1,0,2,3,3,5,J,K,1,2,0,4761,lower
0,1,1,1,1,0,1,0,4,8,9,K,A,3,4,4,7059,higher
0,1,0,1,0,1,0,1,2,6,Q,Q,K,1,1,0,3611,higher
0,1,1,0,0,2,0,1,2,2,3,4,A,1,1,0,1490,higher
0,1,0,1,0,1,0,1,8,8,Q,A,A,2,2,0,4980,lower
0,1,1,0,2,1,2,1,5,7,8,T,A,2,22,0,1189,higher
0,1,0,1,1,1,0,1,3,5,Q,Q,K,1,1,0,3610,higher
0,1,0,1,0,1,0,1,4,5,9,Q,K,1,2,0,4663,lower
0,1,0,1,0,1,0,1,3,6,7,8,Q,1,2,0,350,higher
0,1,0,2,0,1,1,2,6,8,J,J,A,1,2,0,4609,lower
0,1,0,1,0,1,0,1,2,7,8,Q,A,2,2,0,2583,higher
0,1,0,1,0,1,0,1,J,J,J,K,A,2,2,0,5862,lower
0,1,1,0,1,0,2,1,3,6,7,Q,Q,2,22,0,4647,higher
0,1,1,1,0,2,0,1,2,2,3,5,7,1,2,0,7144,lower
0,1,1,0,2,1,1,1,2,4,5,6,A,2,2,0,1460,higher
2,0,2,1,2,1,2,1,3,6,J,Q,A,1,1,0,4982,higher
0,1,1,0,0,1,1,1,2,3,5,6,T,1,2,0,2081,higher
0,1,0,1,0,1,0,1,3,5,6,J,K,2,22,3,6318,lower
0,1,0,1,1,1,0,2,3,5,8,Q,A,1,2,0,2146,higher
0,1,0,2,0,2,1,1,2,5,7,8,K,2,22,0,3773,lower
0,1,1,0,0,1,0,1,3,8,8,9,A,2,2,0,2782,higher
0,2,0,1,1,1,1,1,2,4,4,9,K,3,3,3,4770,lower
0,1,0,1,0,1,0,1,2,2,7,Q,A,2,2,0,1485,lower
0,1,0,1,0,1,0,1,4,6,6,J,K,2,3,3,2375,lower
1,1,1,1,1,1,2,1,2,5,6,J,A,1,2,0,2134,higher
0,1,2,1,2,1,2,1,2,3,5,J,J,2,2,0,4572,higher
0,1,1,1,2,0,0,1,4,6,7,9,Q,3,4,4,6162,lower
0,2,0,1,0,1,0,1,5,5,6,T,A,1,2,0,4246,higher
0,1,0,1,0,1,0,1,2,3,5,6,7,3,3,3,1132,lower
0,1,1,0,1,1,0,1,5,6,8,J,K,3,3,3,610,higher
0,1,0,1,0,1,0,1,5,8,9,T,Q,2,22,0,2708,higher
0,1,0,1,1,0,1,0,5,5,6,J,Q,2,2,0,4673,higher
0,1,1,0,1,1,1,1,3,5,5,7,K,2,2,3,2097,higher
0,1,0,2,0,1,0,1,4,5,7,8,8,2,22,0,2645,higher
0,1,0,1,0,1,0,1,6,9,T,J,K,2,2,3,1232,higher
2,0,0,2,1,1,0,2,5,6,6,J,A,3,3,3,2357,higher
0,1,1,1,0,1,1,1,2,5,8,9,Q,1,1,0,3624,lower
0,1,2,0,0,1,2,1,4,7,J,K,A,1,1,0,3472,higher
0,1,0,1,0,1,1,1,3,7,7,T,K,2,2,0,7241,lower
0,1,1,2,0,2,2,1,2,4,4,8,8,1,2,0,4332,higher
0,1,0,1,0,1,0,1,2,5,5,6,K,1,2,0,4245,lower
0,1,1,0,1,1,0,1,7,7,8,J,A,1,2,0,5388,lower
0,1,0,1,0,1,0,1,2,3,8,9,A,2,3,3,1076,lower
0,1,2,0,1,0,2,1,2,3,8,Q,A,2,2,0,1111,higher
0,1,1,0,2,1,1,1,J,Q,Q,K,A,2,3,3,3696,higher
0,1,1,1,0,1,0,1,2,9,J,Q,K,2,2,0,774,higher
0,1,0,1,0,1,0,1,3,4,6,9,Q,1,1,0,365,higher
0,1,1,1,1,1,0,1,3,4,7,J,K,1,2,0,3794,lower
0,1,0,1,0,1,0,1,5,7,8,T,K,2,2,3,1196,lower
0,1,0,1,0,1,0,1,3,6,9,Q,K,1,1,0,4421,lower
1,1,2,1,1,1,1,1,2,3,4,7,8,1,2,3,4152,lower
0,1,0,1,0,1,0,1,4,9,9,Q,Q,2,2,0,4714,lower
0,1,0,1,2,0,0,1,2,4,J,Q,Q,2,22,0,3573,higher
0,1,2,0,2,1,1,0,2,5,8,9,K,1,2,0,4814,higher
0,1,2,1,1,0,0,2,4,6,7,9,Q,2,22,0,1075,higher
0,2,0,1,0,1,0,1,2,4,5,7,K,1,1,0,1416,higher
0,1,0,1,1,1,0,2,4,7,J,K,A,2,2,0,4807,lower
0,1,1,0,1,1,1,1,4,6,8,Q,A,2,3,4,1267,higher
0,1,0,1,0,1,0,1,2,2,4,4,8,3,3,3,4158,higher
0,1,2,1,2,1,1,0,6,8,9,A,A,2,22,3,4935,higher
0,1,1,0,1,0,2,1,3,7,7,8,T,1,2,0,5387,higher
0,1,0,1,0,1,0,1,5,7,8,Q,Q,1,2,3,4670,higher
0,1,0,1,0,1,0,1,4,7,9,T,J,2,2,3,454,higher
0,1,0,1,2,0,1,1,2,2,5,6,7,1,2,0,1429,higher
0,1,0,1,1,0,0,1,7,9,9,T,Q,2,22,0,2927,higher
0,1,1,1,0,1,0,1,3,9,T,J,K,2,2,0,3192,lower
0,1,0,1,0,1,0,1,5,6,7,9,Q,2,2,3,5857,lower
0,1,1,0,0,2,1,1,4,7,J,Q,K,2,22,0,775,higher
0,1,0,1,0,1,0,1,3,3,5,6,Q,1,1,0,1702,lower
0,1,1,0,0,1,0,1,2,5,6,T,J,1,2,3,4452,lower
0,1,0,1,1,1,0,2,2,Q,K,K,A,2,22,3,7061,lower
0,1,1,1,0,2,1,0,4,6,6,A,A,2,2,0,4917,higher
0,1,0,1,0,1,0,1,2,4,T,J,Q,2,2,3,3372,lower
0,1,0,1,0,1,0,1,7,8,Q,Q,A,2,22,0,3676,higher
0,1,0,1,0,1,0,1,5,6,J,K,A,2,22,0,3472,lower
0,1,0,1,0,1,0,1,5,8,T,A,A,2,2,0,4000,higher
1,0,2,0,1,0,2,1,3,8,K,K,A,2,2,0,4763,higher
0,1,0,1,0,1,0,1,3,4,6,J,K,1,2,3,1715,lower
0,1,0,1,0,1,0,1,2,3,5,K,A,2,2,3,1210,higher
0,2,0,1,0,1,0,1,4,4,9,J,J,2,22,3,4561,higher
0,1,0,1,0,1,0,1,3,8,9,Q,Q,2,2,0,4650,lower
0,1,0,1,0,1,0,1,2,6,7,Q,A,2,2,0,1266,lower
0,1,0,1,0,1,0,1,2,7,9,Q,K,1,1,0,1496,higher
0,1,0,1,0,1,0,1,3,6,7,Q,A,1,2,0,1716,lower
0,1,0,2,1,0,0,2,3,4,7,7,T,1,1,0,4503,lower
0,1,0,1,0,1,0,2,2,3,5,7,K,1,1,0,3875,lower
0,1,1,0,1,0,2,1,6,7,9,Q,A,2,22,0,2584,higher
0,1,0,1,0,1,0,1,2,4,6,7,T,1,2,0,1422,higher
0,1,1,1,0,2,0,1,3,6,6,8,A,2,2,0,2342,lower
0,1,1,0,1,1,0,1,7,7,9,T,Q,1,2,3,2586,higher
0,1,1,1,1,0,1,1,5,6,8,T,A,3,3,4,2787,higher
0,1,2,0,2,1,0,1,2,9,T,J,Q,2,2,0,3156,higher
0,1,0,1,0,1,0,1,2,3,3,7,T,2,2,0,4264,lower
0,1,1,1,1,1,0,1,3,5,8,T,A,3,3,3,2787,higher
0,1,0,1,0,1,0,1,3,3,6,7,K,2,22,3,1637,lower
0,1,0,1,0,1,0,1,5,6,6,7,A,2,2,0,2363,lower
0,1,0,2,0,2,0,1,4,5,6,Q,Q,1,1,0,3586,higher
0,1,0,1,0,1,0,1,5,6,Q,K,A,1,2,0,3695,lower
0,1,1,0,2,1,0,2,4,6,J,Q,A,1,2,0,1096,higher
0,1,0,1,0,1,1,0,2,2,7,7,A,1,2,0,7200,lower
0,1,2,1,0,1,1,1,4,7,8,8,J,1,2,0,4604,lower
0,1,0,1,0,1,0,1,8,9,9,T,Q,1,2,0,4443,lower
0,1,0,1,0,1,0,1,6,6,7,9,Q,2,2,0,2364,lower
0,1,0,1,0,1,0,1,6,7,J,Q,K,1,2,0,775,lower
0,1,1,1,0,1,0,1,2,2,6,K,A,2,3,3,1493,higher
0,1,0,1,0,1,0,1,2,4,5,J,J,1,2,3,4561,higher
0,1,0,1,0,1,0,1,3,7,7,J,Q,1,2,0,2494,higher
0,1,1,2,1,1,1,2,2,4,9,9,J,2,22,0,4619,lower
0,2,0,1,0,1,0,1,3,4,4,7,A,1,2,0,4169,lower
0,1,0,1,0,1,0,1,5,5,6,J,A,2,2,0,2136,lower
0,1,0,1,0,1,0,1,2,6,7,9,A,1,2,0,4063,lower
0,1,0,1,0,1,0,1,2,2,6,9,A,1,2,3,4543,lower
0,1,0,1,0,1,0,1,8,8,8,K,A,2,2,0,5456,higher
0,1,2,1,0,2,0,1,2,5,7,9,J,2,2,0,3448,lower
0,1,1,0,1,0,2,1,2,5,5,Q,K,2,2,3,4785,lower
0,1,0,1,0,1,0,1,6,6,7,T,K,2,2,3,2302,higher
0,1,1,1,0,1,0,1,5,6,7,T,K,1,2,0,544,higher
0,1,0,2,0,1,0,1,3,5,T,K,A,2,2,0,1264,higher
0,1,0,1,0,1,0,1,5,6,8,T,T,2,3,3,5550,lower
0,1,0,1,1,2,0,1,2,3,5,8,9,2,2,0,515,higher
0,1,2,1,1,0,0,1,2,6,9,J,K,1,2,0,3192,lower
0,1,1,1,0,1,1,1,4,6,8,J,Q,2,3,3,1834,higher
0,1,1,1,2,0,2,1,3,T,K,K,A,2,3,4,3895,higher
0,1,1,1,2,1,2,1,2,2,5,T,J,1,1,0,4453,higher
0,1,0,1,0,1,0,1,2,3,4,7,A,1,2,0,1160,higher
0,1,0,1,0,1,0,1,6,7,9,J,Q,2,2,0,5303,lower
0,1,0,1,0,1,0,1,2,3,4,7,9,2,3,4,4425,higher
0,1,0,1,0,1,0,1,3,6,8,T,Q,2,2,0,1607,higher
1,1,1,0,0,2,0,1,4,9,9,T,T,2,2,0,4524,higher
0,1,0,1,0,1,0,1,4,7,8,J,A,2,3,3,4968,lower
0,1,0,1,0,1,0,1,4,5,9,J,A,2,2,0,1221,lower
0,1,0,1,0,1,0,1,2,3,4,7,8,2,2,0,1595,higher
0,1,0,1,0,1,0,1,4,5,7,9,J,2,2,0,636,higher
0,1,0,1,0,1,0,1,3,8,9,T,J,2,2,0,2900,lower
0,1,0,1,0,1,0,1,5,8,8,J,K,1,2,0,2748,higher
0,1,0,1,1,0,0,1,3,5,6,T,K,2,2,0,662,lower
0,1,0,1,1,1,0,2,3,7,T,T,K,2,2,3,3199,higher
1,1,0,2,1,1,1,0,3,4,6,K,K,2,3,3,4788,lower
0,1,1,0,2,1,1,0,3,6,7,8,J,3,3,3,4298,higher
0,1,0,1,1,1,0,1,4,6,7,8,8,2,22,0,2776,higher
0,2,1,1,0,1,0,1,2,3,5,6,8,2,3,3,5857,lower
0,1,0,1,0,1,2,1,2,3,6,Q,Q,2,22,0,4683,lower
0,1,1,2,1,0,0,1,7,7,9,T,K,1,2,0,4432,lower
0,1,1,0,1,0,0,1,2,5,8,9,K,1,2,0,1166,higher
2,0,1,1,0,1,1,1,4,4,5,7,9,1,2,0,4274,lower
0,1,0,1,0,1,0,1,2,6,6,9,A,2,2,0,7188,lower
0,1,1,0,0,1,1,0,4,7,9,9,T,2,2,0,5519,lower
