@RELATION SimpleBotHROM
@ATTRIBUTE preflop_actions {c,r,rr}
@ATTRIBUTE flop_actions {c,r,rr}
@ATTRIBUTE turn_actions {c,r,rr}
@ATTRIBUTE river_actions {c,r,rr}
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE hand_rank NUMERIC
@DATA
c,r,r,r,7,Q,Q,K,K,2,3,3,7282
c,c,c,c,3,4,5,6,A,2,2,0,1086
r,c,c,c,2,6,7,8,9,2,3,3,427
c,r,r,r,2,3,8,J,K,2,3,3,3800
c,r,rr,r,2,J,Q,Q,K,2,2,0,4641
r,rr,r,c,3,7,8,9,J,2,2,0,3588
r,rr,rr,r,6,6,7,9,J,1,1,0,4794
r,c,r,r,4,6,7,9,J,2,22,3,6512
rr,r,c,c,3,3,5,7,9,2,22,0,1681
c,r,r,c,2,5,7,7,8,1,2,0,2562
c,rr,rr,r,5,J,Q,K,A,2,22,3,4972
c,r,c,r,2,5,9,T,J,2,2,3,2020
r,r,r,c,3,5,5,Q,A,3,3,3,4905
c,r,r,c,2,4,4,7,8,2,2,0,1896
r,c,rr,c,2,5,9,T,A,2,3,3,4072
r,r,r,c,5,J,Q,K,A,1,2,0,4972
c,r,rr,c,2,4,5,Q,Q,2,2,3,4670
c,r,r,rr,5,6,8,9,9,2,2,0,5857
r,r,c,c,5,5,6,9,K,1,2,0,4487
c,rr,c,c,2,8,T,A,A,1,1,0,4947
c,r,c,c,3,3,8,T,J,2,2,0,1652
c,rr,r,rr,2,3,5,6,A,2,2,0,2335
c,c,c,c,2,7,9,J,Q,2,3,4,1104
c,r,c,rr,2,2,J,J,A,2,3,3,4968
c,r,c,c,4,9,Q,Q,K,1,2,0,3694
r,c,r,rr,6,8,T,Q,A,2,22,3,6959
rr,rr,r,rr,3,3,9,9,J,1,2,0,4827
r,r,c,c,6,8,K,A,A,2,2,0,4983
c,r,r,r,2,5,6,8,J,2,22,3,2892
c,r,c,c,5,T,Q,K,A,1,2,0,1267
c,r,c,c,2,8,8,T,K,2,2,0,2816
c,c,r,r,4,T,K,A,A,2,22,3,4961
c,r,r,c,2,4,8,8,T,1,2,0,2744
c,c,c,c,6,6,9,J,Q,2,22,3,2275
c,c,c,c,5,8,J,K,A,2,22,0,1232
c,c,c,c,8,9,T,J,Q,1,2,0,5860
c,r,rr,r,5,6,6,6,A,2,22,0,7191
c,r,rr,c,2,3,5,A,A,2,22,3,4095
c,c,r,c,2,6,T,A,A,2,3,4,4959
rr,r,rr,rr,3,6,7,A,A,1,2,0,5820
c,rr,r,r,3,4,9,T,J,1,2,0,2460
c,c,r,r,4,8,9,9,J,2,3,3,4442
c,r,r,rr,3,7,J,Q,A,1,2,0,4081
c,rr,c,rr,3,T,J,J,A,2,3,3,4970
c,c,c,c,2,3,4,5,9,1,1,0,5854
c,r,r,r,4,7,8,9,Q,2,3,3,2495
c,rr,c,c,2,6,8,Q,K,2,3,3,1275
r,r,c,r,2,6,T,Q,Q,2,2,3,4739
c,rr,rr,r,8,T,J,K,K,2,2,0,4838
c,c,c,rr,2,3,4,Q,K,1,2,0,3847
c,c,c,r,5,6,Q,Q,K,2,22,3,4685
r,r,r,c,2,3,5,7,8,2,3,3,3290
c,c,r,rr,2,4,T,Q,A,2,3,3,1925
c,rr,c,c,4,7,Q,K,A,2,22,0,1936
c,c,c,c,2,7,7,8,K,1,2,0,2523
c,c,r,rr,2,T,Q,K,A,2,22,3,5862
c,r,c,r,2,7,T,J,Q,1,2,0,4255
c,r,c,c,3,6,8,K,A,2,2,3,1932
c,c,r,c,2,5,8,K,A,1,2,0,2152
c,c,c,c,5,8,J,Q,A,2,22,3,1104
c,c,c,c,3,6,8,9,J,1,2,3,1104
c,c,c,c,5,6,6,7,J,1,1,0,2222
c,r,r,c,2,7,9,9,A,3,3,3,3025
c,c,r,r,2,3,J,Q,A,1,1,0,1486
c,c,c,c,5,9,T,J,A,2,22,0,991
c,rr,c,c,4,5,7,7,J,2,2,0,4287
c,r,r,c,3,4,9,9,Q,1,2,0,3026
c,rr,r,rr,4,7,7,7,T,2,22,0,7207
rr,r,c,r,3,5,7,T,J,1,2,3,3455
rr,c,rr,c,4,5,5,9,T,2,22,3,2145
c,c,c,c,6,8,9,T,J,2,2,3,245
r,c,r,r,3,8,9,T,Q,1,2,0,5860
c,rr,r,r,4,5,9,Q,A,1,2,3,3685
r,r,c,c,4,5,T,Q,A,2,2,3,1485
c,r,r,c,7,7,T,J,K,1,2,0,2595
c,c,c,c,2,3,9,Q,K,1,2,0,745
c,rr,c,r,3,4,6,7,8,2,3,3,2227
c,c,r,rr,3,7,7,8,J,2,22,0,4597
r,c,rr,rr,4,8,9,Q,A,2,2,0,4980
c,c,c,c,4,8,J,Q,A,2,3,4,1096
c,r,r,rr,3,6,Q,K,A,2,3,3,3913
c,r,r,c,2,6,8,A,A,1,2,3,4101
c,c,r,r,2,3,8,Q,A,2,22,0,2804
c,r,r,c,4,5,7,8,A,2,2,0,4102
c,r,rr,rr,4,5,6,T,J,2,2,0,4474
c,c,r,c,2,6,9,9,Q,2,2,0,4431
r,r,rr,r,2,6,T,J,Q,2,22,0,3861
c,c,c,c,8,T,T,A,A,2,2,0,4957
c,c,c,c,5,5,8,9,J,1,2,0,2092
c,c,r,c,3,3,6,T,A,1,2,0,4191
c,rr,r,c,5,6,T,K,K,1,1,0,4838
c,r,c,c,3,7,9,J,K,1,2,0,1232
c,r,rr,c,5,6,6,9,Q,1,2,0,4420
c,c,c,c,3,6,Q,K,K,2,2,0,3836
c,c,c,c,3,6,9,Q,Q,2,2,0,3558
c,c,c,c,2,4,9,J,K,2,2,0,630
c,r,rr,c,2,4,5,7,T,1,2,0,1182
c,r,r,rr,3,4,8,9,J,2,3,3,4320
c,r,c,c,4,5,9,A,A,1,2,0,4106
c,c,c,rr,3,5,6,7,Q,2,3,3,5855
c,c,c,c,4,7,7,7,9,2,22,0,5387
c,c,c,c,4,6,7,9,T,2,2,0,3119
c,c,c,r,4,6,9,J,A,2,2,3,6896
rr,c,c,c,2,4,5,6,8,1,2,0,610
r,r,r,r,5,5,T,J,A,1,1,0,7287
c,r,c,r,4,8,9,J,A,1,2,3,4334
c,r,c,r,3,5,8,J,Q,2,3,3,2713
r,c,r,c,2,3,7,7,A,1,2,0,4807
c,rr,c,c,2,3,3,Q,Q,3,3,3,6134
c,rr,r,rr,3,4,8,Q,A,1,1,0,4894
c,rr,rr,r,2,6,6,8,T,1,2,0,4498
c,c,c,rr,2,4,T,Q,K,2,22,0,1880
c,c,rr,rr,2,5,7,T,J,2,2,0,3339
c,c,c,c,2,3,4,7,A,2,3,4,1181
c,rr,c,c,3,5,J,J,A,2,2,0,4576
c,r,c,rr,2,9,9,T,K,2,2,0,4531
r,r,c,c,4,5,J,K,A,2,22,3,1495
c,r,r,r,3,4,9,J,Q,1,2,0,4738
c,rr,rr,rr,5,8,T,T,Q,1,2,0,4726
c,rr,rr,c,4,5,8,Q,A,1,2,0,3676
c,r,c,c,5,5,6,7,7,2,2,0,4290
c,rr,r,r,6,8,9,Q,K,1,1,0,3852
c,rr,r,r,2,8,8,9,A,1,2,0,7212
c,rr,r,c,2,3,3,T,A,1,2,3,4191
c,c,c,c,3,3,6,9,T,1,2,0,1608
c,r,r,rr,J,Q,Q,Q,A,1,1,0,7271
c,r,c,c,4,6,T,J,K,2,2,0,1935
r,c,c,c,3,6,7,8,T,2,2,0,1326
c,r,c,r,4,5,6,9,A,2,2,0,1194
c,r,r,c,9,T,T,J,K,2,2,0,4838
c,r,r,rr,2,4,6,Q,K,1,1,0,3857
c,r,r,c,4,7,7,7,K,1,2,0,7210
c,r,r,c,2,6,8,K,A,2,22,3,1493
c,r,r,r,5,6,J,Q,A,2,2,0,4080
c,r,c,c,4,7,9,T,K,2,2,0,1196
c,c,c,c,3,4,6,A,A,2,2,0,4114
c,c,c,c,3,5,9,T,A,2,2,3,1073
c,c,rr,c,3,4,6,8,J,2,2,0,2310
c,r,r,r,7,8,9,T,J,1,1,0,5860
c,rr,rr,r,2,5,6,T,Q,2,2,0,5236
c,r,r,c,3,8,Q,K,K,2,2,3,3914
c,r,c,r,2,4,4,T,Q,1,2,0,4661
c,c,r,c,2,7,7,8,A,1,1,0,2596
c,c,c,c,2,6,8,J,A,1,2,3,1224
c,c,c,c,4,6,7,8,K,2,2,0,3801
c,rr,r,r,2,2,7,T,J,1,1,0,4626
c,r,rr,c,6,7,8,9,K,1,2,3,3844
c,r,rr,c,3,6,7,Q,A,1,2,0,3675
r,rr,r,rr,3,6,T,Q,A,2,2,0,3466
c,c,c,c,3,7,7,7,9,1,2,0,5390
r,c,rr,r,5,8,9,J,Q,1,2,0,5860
c,c,r,c,5,8,8,T,J,2,3,3,4342
r,r,r,c,7,7,T,J,J,2,2,0,4598
c,r,r,c,4,5,J,A,A,2,2,0,4126
r,r,rr,r,7,8,9,Q,K,2,22,3,3632
c,c,c,c,3,6,T,T,J,2,22,3,4496
r,r,r,rr,2,5,7,8,K,1,1,0,3177
c,c,r,rr,4,5,6,8,J,2,2,0,4342
c,c,c,c,2,7,J,Q,K,1,2,0,1661
c,r,r,r,2,3,6,8,9,2,3,3,5279
c,c,rr,rr,3,7,8,9,J,2,3,3,5860
c,r,rr,r,2,3,5,A,A,1,2,0,4903
c,rr,r,c,6,8,J,K,A,2,3,3,4124
c,rr,r,r,4,4,6,8,9,1,2,0,5188
c,c,rr,rr,2,5,6,7,9,1,2,0,5857
c,r,rr,c,2,4,4,K,A,2,2,3,4202
c,c,r,r,2,6,7,9,Q,1,2,0,2584
r,rr,rr,r,7,8,J,Q,A,2,22,3,5719
c,rr,r,r,2,2,3,4,6,2,3,3,4211
c,c,c,r,2,4,6,8,8,2,22,0,4316
r,rr,r,r,3,4,6,Q,Q,1,2,3,4856
c,c,c,r,2,7,J,J,Q,2,2,0,3374
c,c,c,c,4,4,6,8,Q,2,3,3,4235
c,c,c,c,4,4,5,7,A,2,2,0,1925
c,rr,rr,r,5,7,8,J,A,3,3,3,6805
c,r,r,r,2,3,4,8,T,2,2,3,6664
c,c,c,c,2,2,4,T,Q,2,2,0,4454
c,c,c,r,3,4,5,T,A,2,3,4,6724
rr,c,r,rr,3,4,T,Q,A,1,2,0,3915
r,c,r,c,2,5,9,K,A,2,22,3,3254
c,r,r,r,5,6,9,J,K,1,2,0,1232
r,rr,r,r,3,3,T,J,J,2,2,3,4970
c,r,r,r,2,2,4,5,Q,2,3,3,1486
c,rr,r,r,3,5,9,T,A,2,3,3,3226
c,r,r,r,2,4,9,K,A,3,4,4,4950
c,r,r,c,2,5,6,K,K,1,2,0,4778
c,c,r,c,2,3,J,K,K,1,2,0,3916
c,r,r,c,2,3,4,8,9,2,2,0,1552
c,r,r,rr,3,5,9,J,Q,3,3,3,3026
r,r,c,r,2,5,J,K,A,2,3,3,3696
c,r,c,r,2,5,9,J,A,1,2,0,3457
c,c,c,c,3,5,5,9,K,1,1,0,2153
r,c,r,r,2,5,6,J,A,2,3,3,5058
c,c,c,c,3,5,7,9,K,2,3,3,2153
c,c,c,c,2,3,4,5,K,3,3,3,1405
c,c,c,c,4,5,7,J,K,2,22,0,1649
c,r,rr,r,2,6,J,Q,A,1,2,3,4081
c,c,r,c,3,3,6,K,A,2,2,0,1715
c,rr,r,rr,4,4,T,T,A,2,3,3,7175
c,r,rr,r,4,5,T,A,A,1,2,3,4936
c,c,c,c,3,5,7,8,K,2,22,3,1851
c,c,c,r,6,9,J,J,A,2,2,0,4969
c,c,rr,c,5,7,7,T,A,2,22,0,4290
c,c,c,c,2,4,6,6,8,1,1,0,2212
c,r,r,r,2,4,4,5,Q,1,2,0,1922
r,rr,rr,r,2,2,5,Q,K,2,22,3,4873
c,r,c,r,5,9,T,J,Q,2,3,3,5861
c,r,r,c,4,7,8,J,Q,2,2,0,1834
c,r,r,r,3,3,7,J,A,2,22,0,4268
c,r,c,c,3,3,4,T,Q,1,1,0,1716
c,r,c,rr,4,6,8,J,K,2,2,0,2749
c,c,c,c,4,7,8,K,A,1,2,0,1267
c,c,r,c,3,4,5,7,J,1,2,0,2446
c,c,c,c,3,4,5,J,J,2,2,0,3290
c,rr,r,r,3,6,9,Q,Q,1,2,3,5698
c,r,rr,rr,5,6,7,K,A,1,1,0,4785
c,r,r,rr,2,3,5,8,K,2,2,0,5111
r,r,r,c,2,5,7,9,K,2,2,0,3183
c,c,c,c,2,3,6,7,9,2,3,4,1681
c,r,c,c,2,4,5,7,K,1,1,0,1422
c,r,r,c,4,6,T,J,A,2,2,0,3455
c,rr,r,rr,2,2,T,J,Q,2,22,3,5039
c,rr,r,r,8,T,J,Q,K,1,2,0,5445
r,rr,r,r,2,3,6,J,Q,2,2,0,5039
c,c,c,c,6,9,J,J,Q,2,22,3,3465
c,c,c,c,8,8,9,K,K,1,2,0,4817
c,r,r,c,4,6,7,J,K,2,22,0,3858
c,c,r,c,6,6,8,8,T,2,22,3,4355
c,c,rr,c,3,5,9,Q,K,1,1,0,1259
c,c,c,r,4,8,9,J,J,2,2,3,6017
c,c,c,r,2,3,4,5,8,2,3,4,6127
c,rr,r,r,3,4,5,9,A,2,3,3,5853
c,rr,rr,r,4,5,6,T,T,1,1,0,7195
r,r,r,r,4,4,8,J,J,2,22,3,7250
r,r,c,c,4,7,7,Q,Q,1,2,0,4697
c,r,r,c,3,4,7,T,Q,2,22,3,1266
c,c,c,c,4,6,7,8,A,2,2,3,1253
c,c,c,rr,6,6,7,T,A,2,2,0,4499
c,c,c,c,3,4,5,5,A,1,2,0,2141
c,c,c,c,8,J,Q,Q,Q,2,2,0,5719
c,r,r,c,5,9,T,K,A,2,22,0,1714
c,c,c,c,8,T,Q,Q,Q,2,2,0,5689
c,r,c,c,3,6,9,K,A,2,3,3,3033
c,rr,r,r,2,4,7,K,A,2,2,0,4132
c,c,c,c,2,7,T,K,A,2,3,4,3255
c,c,c,c,5,7,J,Q,K,2,3,3,763
r,r,r,c,7,9,Q,K,A,2,2,0,4994
c,c,r,c,3,6,9,K,K,1,2,3,4803
c,r,r,r,4,9,K,A,A,2,22,0,4895
c,r,r,c,2,3,4,Q,A,2,22,3,3020
c,r,c,c,2,4,6,8,K,1,1,0,2372
c,rr,c,r,3,4,5,T,K,1,1,0,3250
c,r,r,c,4,5,7,T,A,1,1,0,1908
c,rr,r,c,2,2,9,T,J,1,2,0,4453
r,r,c,r,2,2,8,Q,K,1,2,0,4542
c,r,c,c,4,6,7,7,Q,1,1,0,2493
r,rr,rr,rr,3,3,5,7,Q,2,2,0,7261
c,c,c,c,3,8,T,T,A,1,1,0,4466
c,r,r,rr,3,6,7,7,A,2,22,0,7204
c,rr,c,c,5,6,8,T,T,1,2,0,7195
c,c,c,c,2,4,5,Q,A,1,2,0,1022
c,r,rr,rr,3,4,Q,K,K,2,2,0,4763
c,c,c,c,4,4,6,J,A,1,1,0,4169
c,rr,rr,r,3,8,K,A,A,2,2,0,4939
c,r,c,r,3,4,8,J,Q,2,3,3,3639
r,c,c,c,4,6,7,T,Q,2,3,3,1110
c,c,c,c,5,6,8,9,J,2,22,0,1573
c,c,c,c,2,2,4,8,Q,2,22,0,1394
c,c,c,c,3,4,4,8,9,1,2,0,1793
c,c,c,c,3,6,7,J,Q,1,2,3,454
c,r,r,c,8,9,T,Q,Q,1,2,0,4683
c,c,r,c,5,6,7,9,A,1,2,0,1681
c,c,c,c,3,5,5,6,Q,2,22,0,2144
c,rr,r,rr,2,6,9,T,Q,2,2,0,4727
c,c,c,r,7,9,J,Q,K,2,22,3,7023
c,c,c,c,2,4,6,J,K,2,22,3,630
c,c,c,c,3,8,Q,A,A,1,1,0,4133
c,c,c,c,4,8,9,A,A,1,1,0,4036
c,r,r,c,6,9,J,A,A,1,2,0,4080
c,c,r,c,7,9,T,T,K,1,2,0,4476
c,rr,r,c,2,2,3,6,9,2,22,3,4307
r,c,r,r,2,8,9,T,K,1,2,0,3200
c,rr,c,r,6,7,7,9,Q,2,2,3,4433
c,rr,c,rr,3,3,4,7,A,2,2,0,4884
r,r,c,r,3,6,J,A,A,1,2,0,4126
c,r,r,c,2,2,3,8,K,2,22,3,4146
c,c,c,c,2,6,9,Q,K,2,2,0,1439
c,rr,rr,rr,7,8,8,J,K,1,2,3,4818
c,c,c,c,4,6,8,K,A,1,1,0,1253
c,r,r,r,3,5,9,T,J,2,2,0,2460
c,c,c,c,9,Q,Q,K,A,1,1,0,3694
c,c,c,c,3,7,7,K,A,1,1,0,4279
c,r,c,c,4,T,Q,Q,A,1,2,3,4697
c,c,r,c,2,3,6,T,A,2,22,0,2357
c,c,r,c,2,2,5,8,Q,2,2,0,5036
c,r,c,c,6,7,9,T,A,1,2,0,1112
c,r,r,rr,4,T,J,Q,Q,1,1,0,4728
c,r,rr,r,4,4,Q,Q,A,1,2,0,4975
r,rr,rr,c,2,3,5,6,K,1,2,0,3871
c,r,r,c,4,4,6,T,T,2,22,3,4526
r,r,r,r,2,2,6,9,J,1,2,0,1441
c,c,c,c,3,3,5,6,8,2,2,0,1682
c,c,rr,r,4,4,6,9,9,2,2,0,4400
c,r,c,r,3,6,8,J,K,2,22,0,1275
c,r,c,c,3,6,9,J,Q,2,2,0,3640
c,c,c,r,2,2,5,T,A,2,22,0,4455
c,r,rr,rr,4,5,J,J,K,2,22,3,7184
r,r,c,c,2,5,5,Q,K,1,2,0,4180
r,rr,r,r,2,4,5,T,Q,2,2,0,4068
c,c,c,r,4,8,J,Q,K,2,2,0,5445
c,c,c,r,3,4,5,K,A,1,2,3,3030
c,r,r,r,2,5,9,T,J,2,2,0,3412
c,c,c,c,2,4,6,7,9,2,2,0,1162
r,rr,r,r,2,9,T,J,K,1,2,0,4849
c,c,r,c,3,3,7,J,Q,1,2,3,1616
c,c,c,c,4,8,8,T,K,2,2,0,2814
c,r,r,r,2,6,Q,Q,A,2,2,0,4708
c,r,c,c,9,9,T,K,A,1,1,0,4444
c,c,c,c,4,4,5,T,K,2,22,3,4278
c,r,r,rr,4,8,J,K,A,2,22,3,3035
c,c,c,c,3,4,4,J,J,2,22,0,4561
r,rr,r,rr,2,4,T,T,K,2,22,0,7280
c,r,r,r,3,4,9,J,Q,2,2,0,3376
c,r,c,c,3,3,6,8,T,1,1,0,1697
c,c,c,rr,2,6,8,T,J,1,1,0,2357
c,c,c,c,2,2,3,4,J,1,2,0,1441
c,r,c,c,5,T,Q,Q,K,2,2,0,3631
c,rr,r,c,2,6,9,Q,A,3,3,3,4062
c,c,rr,c,5,6,6,T,K,2,3,3,2321
c,r,c,r,6,8,9,K,A,2,22,3,4134
r,r,c,c,2,3,8,8,J,2,3,3,2797
c,c,c,c,2,9,T,T,Q,1,1,0,3148
c,rr,r,r,2,3,T,J,J,2,2,0,3452
c,c,c,c,5,6,J,K,K,2,2,0,3813
c,c,rr,r,2,3,4,5,7,1,2,0,5855
c,r,rr,r,3,4,9,J,K,1,2,0,4553
c,r,r,r,5,6,J,Q,K,1,2,0,2101
c,rr,rr,rr,5,7,7,7,A,1,2,3,7367
c,c,rr,rr,4,T,J,Q,Q,2,2,0,7268
c,r,c,c,3,6,9,J,J,2,2,0,4550
c,r,r,c,2,3,4,9,K,2,22,3,2734
c,c,c,c,2,5,8,T,J,1,2,0,783
c,c,c,c,2,2,7,Q,K,1,2,0,1439
c,c,c,c,6,7,9,Q,A,1,2,0,1276
c,c,c,c,2,4,K,K,A,2,22,0,4992
c,r,rr,rr,2,4,5,6,9,2,2,0,5857
c,r,c,r,3,4,6,T,A,2,2,3,5123
c,r,r,c,2,3,6,7,9,1,2,0,1461
c,c,c,c,2,4,7,J,A,1,2,0,1474
c,c,c,c,4,4,Q,K,K,1,2,0,4773
c,rr,c,c,2,6,8,9,A,2,2,0,2782
c,rr,r,rr,5,Q,Q,K,A,2,2,0,5720
c,rr,c,c,2,2,7,T,J,1,1,0,4541
c,r,rr,r,2,3,T,Q,A,1,1,0,3240
c,r,r,c,3,6,6,7,T,1,2,0,2347
c,c,r,r,2,3,9,T,Q,1,1,0,3145
c,c,c,c,2,5,6,Q,A,3,3,3,1063
c,c,c,c,2,3,4,9,T,2,2,0,1424
c,c,c,c,5,5,6,T,J,2,2,0,2056
c,c,c,c,2,3,4,9,A,1,2,0,1901
c,c,c,c,2,2,3,6,T,2,3,3,1466
c,c,c,c,2,3,6,9,K,1,2,3,1644
c,c,c,r,5,6,8,J,K,3,3,4,6478
c,c,c,c,3,4,7,8,T,2,22,3,657
c,c,rr,r,2,2,4,4,9,2,2,0,7164
c,c,c,c,3,5,7,T,A,2,2,0,1687
c,r,r,c,4,8,9,T,A,2,3,3,4036
c,c,rr,c,3,3,5,6,8,1,2,0,1675
c,r,r,c,3,4,8,A,A,2,22,0,4116
c,r,c,r,2,3,4,5,K,2,2,0,5854
c,r,c,r,3,4,6,8,A,2,2,3,2334
c,c,rr,rr,7,8,J,K,A,2,22,0,5862
c,c,c,c,6,9,T,Q,Q,2,22,0,3558
c,rr,r,r,2,3,3,5,9,1,2,0,5078
c,r,r,r,2,3,4,7,K,2,2,0,3874
c,c,c,c,3,4,5,J,A,2,3,4,989
c,rr,rr,r,4,8,9,J,J,1,2,0,5624
c,c,c,c,3,8,8,J,K,2,3,3,2752
c,c,c,r,4,7,8,9,K,1,2,0,4770
c,r,c,c,3,5,8,Q,K,2,22,3,1275
c,r,c,r,2,7,8,T,K,2,22,3,1231
r,rr,r,r,6,6,7,7,9,2,2,0,4924
c,c,rr,c,5,6,8,8,K,2,22,3,4366
c,rr,r,c,2,5,5,J,K,1,2,0,2155
c,r,r,c,3,4,4,5,K,1,2,0,4234
c,r,r,c,3,6,8,J,A,2,22,0,1275
c,c,r,c,2,6,Q,K,K,2,2,0,3916
c,c,r,r,2,3,J,Q,K,2,2,0,2541
r,r,r,c,5,8,9,K,A,2,2,0,3694
c,r,r,c,3,6,7,J,K,2,2,0,1869
r,r,r,c,3,4,5,7,Q,1,2,0,3134
c,rr,rr,r,4,6,T,Q,Q,2,2,3,5708
c,c,c,rr,4,8,T,J,J,2,22,0,5642
c,rr,c,r,2,4,5,8,T,2,2,0,3090
c,r,r,r,3,6,8,Q,A,2,3,3,2364
c,rr,r,r,3,3,5,6,K,2,2,3,4388
c,c,c,c,4,T,J,Q,A,3,4,4,6830
c,r,c,c,3,3,8,T,J,2,2,0,4166
c,c,c,r,4,5,9,9,Q,2,22,3,4719
c,c,c,c,3,5,7,T,Q,2,2,3,2046
c,r,r,r,3,3,T,Q,A,2,3,3,4883
c,rr,c,r,6,7,9,J,Q,2,3,3,3587
c,c,c,c,2,3,8,T,K,2,22,3,554
c,r,c,c,2,6,7,9,9,2,3,3,3032
c,rr,c,r,3,4,6,Q,K,2,3,3,1879
c,r,r,c,3,4,5,7,8,2,2,0,1515
c,c,c,c,2,6,J,J,Q,2,2,0,4735
c,rr,rr,rr,3,3,6,T,A,2,2,0,4224
c,r,r,c,2,6,7,T,K,1,2,0,3171
c,rr,c,r,6,7,8,T,Q,2,22,3,4705
c,r,r,r,3,5,T,T,A,2,22,0,4956
c,c,c,c,5,5,6,8,J,2,3,3,2055
c,c,r,c,2,8,J,Q,A,2,2,3,2586
c,rr,rr,r,3,6,7,T,J,2,3,4,3410
c,r,rr,r,2,3,7,9,Q,2,22,0,2921
c,c,r,c,2,6,8,J,Q,2,2,0,3419
c,c,r,c,4,J,J,Q,A,1,1,0,4971
c,rr,r,r,6,9,K,A,A,1,2,0,4991
c,c,c,c,2,7,9,Q,K,2,22,3,1259
c,c,r,r,4,6,9,9,T,2,2,3,4396
c,rr,c,r,T,K,K,K,A,1,2,0,7280
r,r,rr,rr,6,8,T,T,A,1,2,0,4960
c,c,c,c,2,6,8,J,K,1,1,0,1870
r,c,r,r,7,7,9,T,Q,2,2,0,2596
c,rr,rr,c,3,3,J,K,K,1,2,0,4842
c,rr,r,r,2,2,2,8,T,2,2,0,7147
c,c,rr,c,4,5,9,9,K,1,2,3,4399
c,c,r,rr,3,5,6,T,A,2,3,3,4114
c,c,c,c,2,3,4,6,8,2,2,3,881
c,r,c,c,2,3,6,J,K,2,3,3,3902
c,r,r,r,2,8,T,J,A,2,22,3,5862
c,c,c,c,3,4,5,5,8,1,2,0,1969
c,c,c,c,7,8,9,9,K,2,2,0,3034
c,r,r,c,5,8,J,Q,K,3,3,3,4784
c,c,c,c,3,4,5,A,A,2,3,3,4891
c,c,c,c,7,8,9,T,A,1,1,0,1196
c,c,c,r,4,5,7,T,A,1,2,0,3216
c,c,c,c,3,4,8,Q,A,2,2,0,1022
c,rr,r,r,2,2,2,5,J,2,2,3,7143
c,c,c,r,5,8,T,K,A,2,3,4,4126
c,r,r,rr,2,3,4,Q,A,2,22,3,6891
c,c,c,c,3,3,9,9,K,1,2,0,4388
c,r,c,c,3,4,4,8,A,1,2,0,4169
c,c,r,c,6,9,J,K,A,1,1,0,3035
c,r,c,c,5,6,8,T,Q,3,3,3,2716
r,c,r,c,3,7,T,K,A,3,3,3,5862
c,c,c,c,9,T,J,Q,A,1,1,0,2586
c,c,c,c,6,7,7,Q,K,2,22,0,2540
c,r,c,c,4,9,9,K,A,2,22,0,3035
c,r,r,r,2,7,9,T,J,2,2,3,3119
rr,r,c,rr,2,9,T,K,A,2,2,0,3695
c,c,r,c,8,T,T,J,K,2,2,3,6520
c,rr,c,r,5,6,8,Q,K,2,2,0,4817
c,r,c,c,4,6,7,8,8,1,2,0,2714
c,r,rr,r,6,9,T,T,A,2,2,0,5587
c,rr,r,r,2,3,8,K,A,2,2,0,2816
c,r,r,rr,4,J,K,A,A,2,3,3,4993
r,r,r,rr,3,5,8,8,A,2,2,0,7290
c,c,c,c,5,9,J,K,A,2,3,3,1224
c,r,r,r,4,5,6,J,A,2,22,0,2794
c,c,r,r,3,7,7,T,A,2,22,0,4268
c,c,r,c,3,3,8,J,A,1,2,0,4169
c,r,r,c,5,5,8,J,Q,2,22,0,4673
c,rr,r,r,2,6,8,J,K,2,3,3,2310
c,c,r,c,3,Q,K,A,A,2,2,3,4884
c,rr,r,rr,4,4,6,8,J,2,2,0,5856
c,c,c,r,2,3,4,9,9,2,3,3,4403
c,rr,c,rr,6,7,8,Q,A,1,1,0,3684
c,r,c,c,4,8,8,T,J,2,2,0,2815
c,r,r,c,4,8,T,J,Q,2,2,3,2276
c,rr,r,r,4,8,9,T,K,2,3,3,3780
c,r,c,r,3,8,T,A,A,1,1,0,4914
c,rr,c,r,5,5,6,Q,A,1,2,0,4906
rr,rr,rr,rr,6,T,Q,Q,A,2,2,3,5719
c,c,c,rr,2,3,3,9,T,2,3,4,6423
c,rr,r,rr,6,6,T,T,K,2,2,0,7240
c,c,c,c,2,4,5,6,8,2,2,3,938
c,r,c,c,3,7,T,A,A,1,2,3,4081
c,c,c,c,2,3,4,6,K,1,2,0,568
c,rr,r,r,2,2,7,9,K,2,2,3,5049
c,c,c,c,3,5,6,7,Q,2,22,3,699
c,r,c,r,4,5,J,Q,K,2,2,3,3419
c,c,rr,r,3,T,J,Q,K,2,22,0,4861
c,r,rr,rr,2,5,6,T,A,2,22,0,3987
c,c,c,c,5,6,9,K,A,1,1,0,1232
c,r,c,c,3,5,5,K,A,1,1,0,4191
