@RELATION SimpleBotHROM
@ATTRIBUTE preflop_actions {c,r,rr}
@ATTRIBUTE flop_actions {c,r,rr}
@ATTRIBUTE turn_actions {c,r,rr}
@ATTRIBUTE river_actions {c,r,rr}
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE hand_rank NUMERIC
@DATA
c,c,c,c,2,3,5,7,T,1,2,0,3106
c,c,c,r,3,7,T,J,K,2,3,3,3421
r,rr,c,c,2,4,5,5,6,1,1,0,2150
c,r,c,c,2,6,7,7,Q,1,1,0,4266
c,c,c,c,7,8,T,Q,K,1,2,0,1880
c,r,rr,c,2,2,6,7,J,1,1,0,4210
c,c,c,c,4,7,8,Q,K,2,3,3,720
c,r,c,c,2,7,7,9,Q,3,3,3,4431
c,c,c,c,2,6,7,8,A,1,2,0,985
rr,rr,r,rr,2,5,9,J,J,2,2,0,4628
c,c,c,c,2,Q,Q,A,A,1,2,3,4978
r,r,c,rr,3,4,K,K,A,2,2,0,4993
c,c,rr,c,3,4,6,8,K,1,2,3,2297
c,r,r,c,6,7,8,J,K,1,2,0,2750
c,c,c,c,7,8,T,J,K,1,2,0,783
c,r,r,c,2,2,3,T,J,1,2,0,4541
r,c,r,c,2,6,8,T,K,2,2,0,1231
rr,r,rr,r,3,5,9,K,K,1,1,0,3897
c,c,c,c,2,2,2,4,9,2,2,3,5022
c,rr,r,c,2,6,7,T,K,1,1,0,1424
c,r,r,rr,6,7,7,T,J,2,2,0,4595
c,c,c,c,3,7,9,9,A,1,2,3,3015
c,c,c,c,2,7,9,Q,A,2,2,0,1048
c,c,c,c,4,5,6,J,A,2,22,3,4010
c,c,c,rr,2,7,T,T,J,1,1,0,4629
c,c,c,c,2,3,7,8,9,2,2,3,1381
c,rr,rr,c,2,4,5,7,T,2,2,0,2521
c,c,c,c,5,5,8,9,T,1,2,0,2154
c,c,r,c,3,7,9,T,J,2,22,3,2899
c,rr,rr,r,7,8,8,8,K,2,2,3,7031
c,c,c,c,3,7,T,Q,Q,2,22,0,3596
c,r,c,rr,2,2,3,T,K,2,2,0,5047
c,c,c,c,4,6,8,K,A,2,22,3,1224
c,r,r,r,2,7,9,T,Q,1,1,0,5860
c,c,c,rr,2,3,6,6,K,2,22,0,4212
c,rr,c,r,2,7,8,8,T,1,2,3,4521
c,r,rr,c,2,3,4,6,8,1,2,0,609
c,r,c,c,2,2,4,7,J,1,2,0,1441
c,r,r,c,2,6,7,K,A,2,2,0,3888
c,r,c,c,2,2,5,6,9,1,2,0,1439
c,c,c,c,7,7,8,J,J,2,3,3,4594
c,r,r,c,3,4,5,8,8,1,2,0,4328
c,c,c,c,J,Q,K,A,A,2,2,0,4136
r,r,rr,rr,7,7,T,K,A,2,2,0,4840
c,r,rr,rr,3,3,7,8,J,2,2,0,5094
c,c,r,c,4,4,5,8,J,1,1,0,4166
c,rr,c,r,2,8,J,Q,K,2,3,3,3859
c,c,c,c,2,7,T,K,A,2,2,0,1266
c,c,c,c,7,7,8,J,Q,1,2,0,2494
c,c,rr,rr,2,2,5,5,A,2,2,0,4905
c,c,c,c,2,3,8,T,Q,1,2,0,2487
rr,r,r,r,5,8,9,J,Q,3,3,3,5860
c,r,r,c,3,5,7,7,K,2,3,3,4267
r,r,r,c,3,4,J,J,Q,1,2,0,3421
c,rr,r,rr,2,2,4,T,T,1,1,0,7236
c,c,c,c,9,9,Q,Q,K,2,2,0,4719
c,c,c,c,3,7,Q,Q,A,2,22,0,3683
r,r,rr,rr,4,9,9,K,A,3,3,3,6523
c,r,rr,c,4,8,J,K,A,2,2,3,2815
c,c,r,c,4,6,9,Q,K,1,2,3,2319
c,r,rr,r,6,7,9,Q,K,2,2,0,2978
c,c,c,rr,2,2,5,8,Q,2,3,3,5037
c,rr,r,c,4,4,7,8,A,2,2,0,4334
c,c,r,r,5,T,J,Q,A,2,3,3,4081
c,r,c,r,4,8,9,T,A,1,2,3,4334
rr,c,c,r,2,4,4,J,J,2,2,0,4565
c,r,c,c,3,6,J,K,A,1,2,3,2375
c,c,c,c,2,3,6,7,9,1,2,0,509
c,c,c,c,2,3,8,J,K,2,2,3,2971
c,c,c,c,6,7,J,A,A,1,2,0,4078
c,c,r,r,5,5,5,8,J,2,2,3,5256
c,c,c,c,3,3,9,T,J,2,3,3,1652
c,c,r,r,6,6,9,J,J,2,22,0,7196
c,c,r,rr,6,7,9,T,Q,2,2,0,5858
c,c,c,c,2,4,6,J,A,2,22,3,990
c,c,c,c,4,6,7,8,A,2,2,3,5856
c,c,c,c,4,5,7,T,J,2,3,4,454
c,c,c,c,2,4,9,9,A,2,2,0,3033
c,r,c,c,3,3,6,J,J,1,1,0,4553
r,rr,rr,rr,2,4,5,9,T,2,2,3,3997
c,c,c,c,2,7,8,8,Q,1,2,3,2701
c,c,r,c,3,6,9,9,J,1,2,0,4408
c,c,rr,r,2,6,6,8,A,1,2,0,4356
c,c,c,c,3,5,6,K,A,1,2,0,1258
c,r,c,r,3,5,K,K,K,2,3,3,5774
c,r,c,c,8,T,K,A,A,2,3,3,4126
c,r,c,r,7,9,T,T,A,1,2,3,4499
c,c,r,c,3,3,5,J,K,1,2,0,1715
c,r,r,r,4,8,9,K,A,3,4,4,7087
c,c,c,c,2,6,Q,Q,K,1,1,0,3696
c,r,c,c,2,2,3,4,A,1,1,0,4158
c,c,c,c,8,8,Q,A,A,2,2,0,4938
c,r,rr,rr,5,7,8,T,A,2,22,0,3993
c,c,r,c,3,5,Q,Q,K,1,1,0,3641
c,c,c,c,4,5,9,Q,K,1,2,0,2759
c,c,c,c,3,6,7,8,Q,1,2,0,406
c,c,c,r,6,8,J,J,A,1,2,0,4598
c,c,c,c,2,7,8,Q,A,2,2,0,2583
c,c,c,c,J,J,J,K,A,2,2,0,5654
c,r,r,rr,3,6,7,Q,Q,2,22,0,5715
c,r,c,c,2,2,3,5,7,1,2,0,1482
c,r,rr,r,2,4,5,6,A,2,2,0,2331
rr,rr,rr,rr,3,6,J,Q,A,1,1,0,5653
c,r,c,r,2,3,5,6,T,1,2,0,3130
c,c,c,c,3,5,6,J,K,2,22,3,630
c,c,r,c,3,5,8,Q,A,1,2,0,3661
c,c,c,r,2,5,7,8,K,2,22,0,2083
c,r,c,c,3,8,8,9,A,2,2,0,4323
c,c,r,r,2,4,4,9,K,3,3,3,1936
c,c,c,c,2,2,7,Q,A,2,2,0,1482
c,c,c,c,4,6,6,J,K,2,3,3,2310
r,r,r,rr,2,5,6,J,A,1,2,0,3234
c,rr,rr,rr,2,3,5,J,J,2,2,0,7248
c,r,rr,c,4,6,7,9,Q,3,4,4,4660
c,c,c,c,5,5,6,T,A,1,2,0,4488
c,c,c,c,2,3,5,6,7,3,3,3,106
c,r,r,c,5,6,8,J,K,3,3,3,2749
c,c,c,c,5,8,9,T,Q,2,22,0,2708
c,c,r,r,5,5,6,J,Q,2,2,0,5257
c,r,r,r,3,5,5,7,K,2,2,3,4779
c,c,c,c,4,5,7,8,8,2,22,0,2782
c,c,c,c,6,9,T,J,K,2,2,3,1872
rr,c,r,c,5,6,6,J,A,3,3,3,2376
c,r,c,r,2,5,8,9,Q,1,1,0,3024
c,rr,c,rr,4,7,J,K,A,1,1,0,4136
c,c,c,r,3,7,7,T,K,2,2,0,4509
c,r,c,rr,2,4,4,8,8,1,2,0,4334
c,c,c,c,2,5,5,6,K,1,2,0,2084
c,r,r,c,7,7,8,J,A,1,2,0,2576
c,c,c,c,2,3,8,9,A,2,3,3,905
c,rr,r,rr,2,3,8,Q,A,2,2,0,4883
c,r,rr,r,J,Q,Q,K,A,2,3,3,6619
c,r,c,c,2,9,J,Q,K,2,2,0,3036
c,c,c,c,3,4,6,9,Q,1,1,0,415
c,r,r,c,3,4,7,J,K,1,2,0,1230
c,c,c,c,5,7,8,T,K,2,2,3,1189
c,c,c,c,3,6,9,Q,K,1,1,0,709
r,rr,r,r,2,3,4,7,8,1,2,3,3949
c,c,c,c,4,9,9,Q,Q,2,2,0,4712
c,c,rr,c,2,4,J,Q,Q,2,22,0,4640
c,rr,rr,r,2,5,8,9,K,1,2,0,5857
c,rr,r,c,4,6,7,9,Q,2,22,0,5367
c,c,c,c,2,4,5,7,K,1,1,0,1625
c,c,r,c,4,7,J,K,A,2,2,0,1935
c,r,r,r,4,6,8,Q,A,2,3,4,4894
c,c,c,c,2,2,4,4,8,3,3,3,4158
c,rr,rr,r,6,8,9,A,A,2,22,3,5839
c,r,r,rr,3,7,7,8,T,1,2,0,5387
c,c,c,c,5,7,8,Q,Q,1,2,3,4671
c,c,c,c,4,7,9,T,J,2,2,3,454
c,c,rr,r,2,2,5,6,7,1,2,0,4294
c,c,r,c,7,9,9,T,Q,2,22,0,2980
c,r,c,c,3,9,T,J,K,2,2,0,1232
c,c,c,c,5,6,7,9,Q,2,2,3,421
c,r,c,r,4,7,J,Q,K,2,22,0,3419
c,c,c,c,3,3,5,6,Q,1,1,0,1701
c,r,c,c,2,5,6,T,J,1,2,3,2018
c,c,r,c,2,Q,K,K,A,2,22,3,4752
c,r,c,r,4,6,6,A,A,2,2,0,7199
c,c,c,c,2,4,T,J,Q,2,2,3,433
c,c,c,c,7,8,Q,Q,A,2,22,0,4675
c,c,c,c,5,6,J,K,A,2,22,0,1273
c,c,c,c,5,8,T,A,A,2,2,0,4035
r,rr,r,rr,3,8,K,K,A,2,2,0,7295
c,c,c,c,3,4,6,J,K,1,2,3,635
c,c,c,c,2,3,5,K,A,2,2,3,1228
c,c,c,c,4,4,9,J,J,2,22,3,4563
c,c,c,c,3,8,9,Q,Q,2,2,0,3532
c,c,c,c,2,6,7,Q,A,2,2,0,1042
c,c,c,c,2,7,9,Q,K,1,1,0,2099
c,c,c,c,3,6,7,Q,A,1,2,0,1091
c,c,r,c,3,4,7,7,T,1,1,0,2585
c,c,c,c,2,3,5,7,K,1,1,0,3830
c,r,r,rr,6,7,9,Q,A,2,22,0,3668
c,c,c,c,2,4,6,7,T,1,2,0,3107
c,r,c,c,3,6,6,8,A,2,2,0,2336
c,r,r,c,7,7,9,T,Q,1,2,3,4431
c,r,r,r,5,6,8,T,A,3,3,4,6744
c,rr,rr,c,2,9,T,J,Q,2,2,0,4640
c,c,c,c,2,3,3,7,T,2,2,0,1688
c,r,r,c,3,5,8,T,A,3,3,3,4071
c,c,c,c,3,3,6,7,K,2,22,3,1631
c,c,c,c,5,6,6,7,A,2,2,0,2341
c,c,c,c,4,5,6,Q,Q,1,1,0,3682
c,c,c,c,5,6,Q,K,A,1,2,0,1276
c,r,rr,c,4,6,J,Q,A,1,2,0,2146
c,c,c,r,2,2,7,7,A,1,2,0,4257
c,rr,c,r,4,7,8,8,J,1,2,0,4331
c,c,c,c,8,9,9,T,Q,1,2,0,2928
c,c,c,c,6,6,7,9,Q,2,2,0,2261
c,c,c,c,6,7,J,Q,K,1,2,0,763
c,r,c,c,2,2,6,K,A,2,3,3,4752
c,c,c,c,2,4,5,J,J,1,2,3,4573
c,c,c,c,3,7,7,J,Q,1,2,0,2496
c,r,r,r,2,4,9,9,J,2,22,0,3035
c,c,c,c,3,4,4,7,A,1,2,0,1936
c,c,c,c,5,5,6,J,A,2,2,0,2134
c,c,c,c,2,6,7,9,A,1,2,0,1162
c,c,c,c,2,2,6,9,A,1,2,3,1462
c,c,c,c,8,8,8,K,A,2,2,0,5456
c,rr,c,c,2,5,7,9,J,2,2,0,1352
c,r,r,rr,2,5,5,Q,K,2,2,3,4784
c,c,c,c,6,6,7,T,K,2,2,3,4300
c,r,c,c,5,6,7,T,K,1,2,0,1189
c,c,c,c,3,5,T,K,A,2,2,0,4785
c,c,c,c,5,6,8,T,T,2,3,3,3229
c,c,r,c,2,3,5,8,9,2,2,0,4175
c,rr,r,c,2,6,9,J,K,1,2,0,2971
c,r,c,r,4,6,8,J,Q,2,3,3,3588
c,r,rr,rr,3,T,K,K,A,2,3,4,7162
c,r,rr,rr,2,2,5,T,J,1,1,0,5048
c,c,c,c,2,3,4,7,A,1,2,0,1482
c,c,c,c,6,7,9,J,Q,2,2,0,1276
c,c,c,c,2,3,4,7,9,2,3,4,5962
c,c,c,c,3,6,8,T,Q,2,2,0,2706
r,r,c,c,4,9,9,T,T,2,2,0,4530
c,c,c,c,4,7,8,J,A,2,3,3,1097
c,c,c,c,4,5,9,J,A,2,2,0,957
c,c,c,c,2,3,4,7,8,2,2,0,1735
c,c,c,c,4,5,7,9,J,2,2,0,957
c,c,c,c,3,8,9,T,J,2,2,0,244
c,c,c,c,5,8,8,J,K,1,2,0,2750
c,c,r,c,3,5,6,T,K,2,2,0,544
c,c,r,c,3,7,T,T,K,2,2,3,4509
r,c,r,r,3,4,6,K,K,2,3,3,3894
c,r,rr,r,3,6,7,8,J,3,3,3,6678
c,c,r,c,4,6,7,8,8,2,22,0,2788
c,r,c,c,2,3,5,6,8,2,3,3,882
c,c,c,rr,2,3,6,Q,Q,2,22,0,4682
c,r,r,c,7,7,9,T,K,1,2,0,2594
c,r,r,c,2,5,8,9,K,1,2,0,2297
rr,r,c,r,4,4,5,7,9,1,2,0,4153
c,c,c,c,2,6,6,9,A,2,2,0,2375
c,r,c,r,4,7,9,9,T,2,2,0,4529
c,c,c,c,2,4,8,Q,K,1,2,0,1275
c,rr,r,c,2,4,5,K,A,2,2,3,4906
c,c,c,c,3,5,6,9,K,2,2,0,579
r,c,c,r,3,6,7,8,J,2,2,0,3333
c,r,c,c,3,5,9,T,A,2,2,0,3025
c,c,c,c,2,3,6,8,9,2,2,3,309
c,r,rr,r,3,5,9,K,A,2,2,3,3905
c,r,r,r,2,5,5,6,K,2,22,3,4782
c,c,c,c,2,5,6,8,A,1,2,0,938
c,r,c,c,5,9,J,Q,K,2,2,3,2981
c,c,c,c,5,7,8,8,T,2,2,0,2645
c,r,c,rr,6,8,8,9,J,2,2,0,4356
c,r,r,c,4,6,8,J,K,2,2,0,2751
c,r,r,c,3,4,6,6,A,1,2,0,2366
c,c,c,c,6,7,8,T,J,1,2,0,985
c,r,r,c,4,8,9,9,J,1,2,3,4398
r,rr,r,c,6,7,8,J,K,2,3,3,4124
c,c,c,c,2,3,4,7,9,1,2,0,508
r,r,r,c,6,7,J,J,Q,1,2,0,3421
r,c,c,c,2,4,5,7,A,1,1,0,3875
c,c,c,c,5,7,8,Q,A,2,2,3,3684
c,rr,c,r,4,4,7,9,T,2,2,0,4279
c,c,c,c,3,4,4,5,K,1,2,3,1932
c,c,c,c,2,4,8,J,A,1,2,0,938
c,c,rr,c,5,6,6,8,8,2,22,3,7181
c,c,c,c,4,7,8,J,Q,1,1,0,427
c,c,c,c,2,6,7,T,K,2,2,0,574
c,c,c,c,2,7,7,8,Q,2,3,3,2473
c,rr,rr,r,3,Q,Q,K,A,2,3,3,4983
c,r,c,r,3,5,6,A,A,2,2,0,4900
c,c,c,c,3,5,9,Q,K,2,2,0,1260
r,rr,r,rr,2,4,7,Q,Q,2,22,0,5688
c,c,c,c,2,2,7,8,A,1,1,0,1492
c,r,c,c,2,3,8,9,A,3,3,4,6164
c,r,c,c,7,7,8,T,J,1,2,0,2577
c,c,c,c,2,3,6,6,A,2,2,0,4224
c,rr,c,r,3,4,9,T,K,1,2,3,2972
c,c,c,c,5,5,8,T,A,1,2,0,2137
c,rr,r,rr,2,4,6,6,7,1,1,0,4416
c,c,c,c,4,6,8,9,K,1,2,0,776
c,rr,c,c,2,4,8,8,Q,2,22,0,4312
c,rr,r,r,3,4,9,A,A,2,2,0,4894
c,r,rr,r,3,7,9,J,A,2,22,3,3474
c,c,c,c,2,7,7,7,9,1,2,0,5390
c,c,c,c,2,3,4,4,6,2,22,0,1895
c,rr,rr,rr,2,5,7,7,9,2,2,0,7180
rr,rr,rr,c,2,3,5,5,9,1,2,0,4484
c,c,c,c,2,4,9,J,K,2,22,0,625
c,rr,c,c,6,7,8,T,A,2,2,3,3236
c,c,c,c,3,9,9,T,Q,2,2,3,4387
c,c,c,c,4,6,7,9,Q,2,22,3,1048
c,r,rr,rr,2,4,5,6,9,2,3,3,6153
c,r,r,r,2,4,5,7,K,2,2,3,2065
c,r,r,c,4,7,8,T,Q,3,3,3,3560
c,c,r,c,3,5,8,T,Q,3,3,3,2707
c,c,c,c,2,4,T,Q,K,1,2,0,735
c,c,c,r,2,4,T,A,A,2,2,0,4126
c,c,c,r,3,4,5,6,J,1,2,3,5855
c,c,c,c,7,7,T,J,K,1,2,0,2532
c,c,c,c,6,7,9,J,Q,2,3,3,427
c,c,c,c,3,4,5,7,8,2,22,3,1146
c,c,c,c,3,4,4,6,7,2,2,0,1914
c,c,c,c,3,4,T,K,K,2,2,0,3780
c,c,c,c,2,3,4,7,K,2,3,3,649
c,c,r,rr,2,3,4,Q,K,2,2,0,3689
c,r,rr,c,7,9,T,J,K,2,3,3,3192
c,r,r,rr,3,6,8,T,A,1,2,0,4356
c,c,c,c,2,3,6,9,T,3,3,3,2866
c,rr,rr,rr,4,7,7,9,A,1,2,3,5389
c,r,r,rr,3,5,K,A,A,1,2,3,4906
c,c,r,c,7,8,9,T,J,2,2,0,5859
c,c,c,c,2,3,8,8,A,2,3,3,2779
c,c,c,c,2,5,6,8,T,1,1,0,225
c,c,c,c,8,9,T,K,K,1,2,3,4826
c,c,c,c,4,8,8,T,J,2,22,3,4353
c,c,c,c,4,5,J,K,A,1,1,0,1231
c,r,c,c,2,2,3,9,Q,1,2,0,4145
c,rr,r,c,2,2,4,6,9,2,3,3,4208
c,c,c,c,3,7,9,J,Q,3,4,5,6281
rr,c,c,c,3,4,5,9,Q,1,1,0,452
r,r,c,c,4,6,6,9,Q,2,3,3,4211
c,rr,c,r,3,9,T,T,J,1,2,3,3237
c,c,c,c,2,2,5,5,Q,1,2,3,4178
c,r,r,rr,8,8,T,J,Q,2,2,0,4706
r,rr,rr,rr,9,T,J,K,A,1,2,0,5862
c,r,c,r,6,T,J,J,Q,3,3,3,4629
c,c,c,c,6,7,8,K,K,2,2,3,3882
c,c,c,c,3,3,6,8,9,1,1,0,1552
c,c,r,rr,6,7,J,J,A,2,2,0,4967
c,r,rr,c,5,6,8,8,K,3,3,3,4344
c,c,c,c,2,5,7,9,J,2,2,0,630
c,c,c,c,4,7,J,Q,A,1,2,0,1112
c,r,r,rr,2,4,8,J,Q,1,2,3,5860
c,r,r,c,4,4,6,K,A,2,3,3,4895
c,r,c,c,4,5,6,8,K,2,3,4,6340
c,r,c,r,4,5,9,T,K,2,2,0,2084
c,c,c,c,2,4,4,8,T,2,2,0,1765
c,c,r,r,2,2,3,8,9,3,3,4,5906
c,c,c,c,5,7,T,K,K,1,1,0,3861
c,r,r,rr,2,2,4,J,A,2,2,0,5058
c,rr,r,r,3,3,6,7,8,2,2,0,4317
c,rr,r,rr,2,7,J,Q,K,1,2,0,5379
c,c,r,rr,5,6,6,T,T,1,2,3,6760
c,c,c,c,2,4,8,9,K,2,22,3,1168
c,c,c,r,3,3,5,6,9,2,22,3,4220
c,r,r,c,2,2,8,Q,Q,1,2,0,4642
c,c,c,c,3,6,8,J,K,1,1,0,615
c,c,c,c,4,7,8,9,K,2,2,0,523
c,r,r,rr,3,3,5,9,J,1,2,0,5105
c,r,r,c,2,8,T,J,K,2,3,3,1652
c,rr,rr,rr,3,3,3,5,7,1,1,0,7312
c,rr,r,r,3,4,8,9,T,2,22,3,2649
c,c,c,r,2,5,5,6,8,2,3,3,4343
c,c,c,c,4,6,7,J,A,2,3,3,4021
c,rr,rr,rr,2,5,6,7,7,2,2,0,5855
c,r,r,c,5,5,Q,K,A,2,2,0,4675
c,c,c,c,3,3,5,Q,A,2,2,3,1716
r,c,c,c,4,4,5,6,9,2,22,3,1933
c,c,rr,c,2,8,Q,K,A,2,2,3,3693
rr,c,r,r,2,3,5,6,A,2,2,0,3651
c,rr,rr,r,4,4,T,J,A,3,3,3,6851
c,c,c,c,4,8,J,J,K,1,2,0,4564
c,c,r,c,2,3,9,K,K,2,2,3,3914
c,rr,c,c,3,3,5,8,9,2,2,0,4384
c,r,c,c,3,7,8,T,A,2,22,3,2797
c,r,rr,r,5,6,J,Q,K,1,2,0,4245
c,c,r,c,5,6,9,9,A,1,2,0,3036
c,c,c,c,2,4,6,7,K,2,22,0,508
c,c,r,c,8,T,J,K,K,3,3,3,4838
c,c,r,c,3,5,T,J,K,1,1,0,3814
rr,rr,c,c,2,5,8,8,A,1,2,3,4939
c,c,rr,c,2,2,5,9,K,1,2,0,4179
c,c,r,c,8,9,T,T,A,2,22,3,4521
c,c,c,c,4,7,9,9,T,3,4,4,2927
r,rr,c,rr,2,5,Q,Q,A,1,1,0,4983
c,r,c,c,9,T,J,K,A,1,1,0,4829
c,c,c,c,2,5,6,7,8,1,2,0,225
c,r,c,c,6,8,J,Q,A,1,2,0,2366
c,c,c,c,2,6,6,6,9,1,2,0,5311
r,c,rr,rr,6,8,8,T,J,2,3,3,7254
c,c,c,c,2,Q,Q,K,A,1,2,0,3694
c,c,c,c,3,9,T,J,K,3,3,3,663
rr,rr,r,c,2,5,6,7,8,1,2,0,3291
r,r,rr,rr,3,7,9,9,A,2,2,0,4620
c,c,c,c,5,7,J,Q,K,2,3,3,782
c,rr,r,r,4,5,7,9,J,2,3,3,2452
c,c,c,c,3,3,4,4,J,1,1,0,4168
c,c,c,c,2,6,9,T,Q,1,2,0,360
c,c,c,c,6,6,8,9,J,2,2,0,2275
c,r,c,c,4,5,8,Q,A,2,3,4,1925
c,c,c,c,5,J,Q,A,A,2,22,3,4077
c,rr,r,r,2,T,T,J,A,2,2,3,4959
r,r,r,c,2,4,4,8,A,2,2,0,1934
c,c,c,c,2,7,8,9,Q,1,1,0,1260
c,r,c,c,6,T,J,J,K,2,2,0,4553
c,rr,rr,r,2,2,3,6,9,2,2,0,5037
c,c,c,c,2,3,3,6,7,2,22,0,1546
c,c,c,c,2,6,7,J,K,2,3,3,657
rr,c,r,c,3,6,7,9,T,1,1,0,454
c,c,c,c,4,9,Q,K,K,1,2,0,3915
c,r,c,c,2,4,6,T,A,2,22,3,1074
c,c,c,c,3,3,5,9,T,2,2,0,1608
c,c,c,c,4,7,8,9,K,2,2,3,776
c,r,c,c,4,4,9,J,Q,1,1,0,1926
c,r,c,r,5,6,9,T,Q,1,1,0,2708
c,c,c,c,2,3,T,Q,K,2,3,3,1440
c,c,c,c,4,7,Q,A,A,1,2,0,4070
c,c,c,c,2,4,6,7,A,1,2,3,1132
c,c,c,c,4,9,T,A,A,2,2,3,4000
c,r,rr,r,4,8,J,Q,K,2,2,0,3419
c,c,c,c,2,3,7,9,A,2,22,3,1223
c,c,c,c,2,4,8,Q,K,1,2,0,1251
c,r,c,c,3,5,8,9,T,2,2,3,906
c,rr,r,c,2,9,T,T,K,2,22,3,4454
rr,r,r,c,3,3,4,5,6,3,3,3,4646
c,c,rr,r,3,7,8,J,A,2,2,0,4367
c,c,rr,c,2,2,T,J,Q,3,3,3,5039
c,c,c,c,2,7,8,J,K,2,2,0,657
c,r,r,c,5,6,8,J,A,2,3,3,3456
c,c,c,c,5,7,8,9,9,1,2,3,3033
rr,c,c,c,2,3,4,6,6,2,2,0,2307
c,c,c,c,3,7,8,9,T,2,3,3,1552
c,r,rr,c,3,7,9,J,A,2,22,3,1276
c,rr,r,c,9,T,T,K,A,1,2,0,4840
c,c,c,c,2,2,2,5,9,2,2,0,5038
c,rr,r,c,3,6,6,9,T,2,22,3,2374
c,c,c,c,5,7,9,Q,K,2,22,0,713
c,c,c,c,3,5,8,K,A,1,2,0,1712
c,c,c,c,2,4,8,9,K,2,2,0,523
rr,r,r,rr,5,T,J,A,A,1,2,0,7292
c,c,c,r,3,8,9,K,A,1,2,0,3033
c,r,r,c,2,J,J,Q,Q,2,22,0,4739
rr,c,r,c,5,6,T,T,A,2,2,0,3246
c,c,r,r,3,3,3,9,Q,1,2,0,7158
c,r,r,r,4,4,9,T,J,2,2,0,1917
c,rr,rr,rr,4,7,J,J,K,2,22,0,7258
r,r,r,r,5,5,8,T,A,2,2,0,4905
c,c,c,r,6,7,7,8,8,1,2,0,4366
c,c,r,rr,7,7,T,T,Q,2,2,3,4730
r,c,c,c,3,4,5,7,9,1,2,3,1041
r,r,r,c,4,4,5,9,K,2,2,0,1934
c,c,c,c,5,6,J,Q,Q,2,22,3,4684
c,r,c,r,3,3,7,8,K,1,2,0,4267
r,c,c,c,3,5,8,8,K,2,22,3,4311
c,r,r,r,3,5,8,T,K,2,2,0,2100
c,c,r,r,5,J,J,K,K,2,22,0,4851
c,c,c,r,2,4,7,Q,K,2,22,0,2538
c,c,c,c,2,6,Q,A,A,1,2,0,4045
r,r,r,r,4,5,9,T,J,2,2,0,3457
rr,r,r,r,6,7,8,Q,K,2,2,0,3419
c,r,rr,rr,3,9,Q,K,A,2,2,0,4862
c,r,r,r,5,7,8,J,K,2,22,0,2815
r,c,c,r,5,T,J,J,A,2,3,3,4971
c,c,c,c,5,6,6,7,A,1,2,0,4246
c,c,c,c,4,6,8,8,J,2,2,0,2794
rr,rr,rr,c,3,3,8,K,A,2,3,4,4884
c,c,c,c,6,8,8,9,K,2,2,3,2813
c,r,c,r,9,T,J,K,K,2,2,0,5861
c,r,c,c,4,T,Q,K,K,1,2,0,4806
c,c,c,r,3,8,9,9,K,2,2,0,4443
c,rr,r,c,3,4,4,J,Q,1,2,0,1926
c,c,c,c,9,T,J,J,A,2,3,3,3457
r,c,r,r,4,5,9,T,J,2,22,0,1232
c,r,rr,rr,2,8,9,A,A,1,2,0,5830
rr,c,c,r,2,5,6,9,T,2,2,0,1469
c,c,c,c,4,6,7,J,Q,1,1,0,448
c,r,c,c,9,K,K,K,A,2,2,0,7275
c,r,c,c,2,4,6,7,9,2,3,3,2296
c,rr,r,r,2,3,5,7,A,2,3,3,2995
c,c,r,r,4,5,K,K,A,2,2,0,5853
rr,r,r,r,4,5,6,9,9,1,1,0,4371
c,c,r,r,2,9,T,Q,A,1,2,0,3245
c,rr,r,r,2,2,3,3,K,2,22,0,4147
c,r,r,r,2,4,9,K,A,1,2,0,1933
c,r,rr,c,3,3,9,Q,K,2,22,3,4652
r,c,r,c,3,3,6,T,A,1,2,0,4653
c,r,r,c,3,5,6,J,J,2,22,0,4587
c,r,r,c,2,9,T,T,Q,2,2,0,3245
r,c,r,r,3,3,9,J,A,2,2,0,4763
c,rr,c,c,5,7,J,Q,A,1,2,0,3684
r,r,rr,r,2,3,6,7,T,2,3,4,3327
c,c,r,rr,8,8,8,J,Q,1,2,0,7220
c,r,c,c,2,2,3,J,A,1,2,3,4213
c,rr,r,rr,2,3,5,T,Q,2,2,0,2145
rr,rr,c,c,5,7,8,K,K,1,2,0,3913
c,r,rr,r,3,7,7,8,K,2,22,3,7210
c,r,c,r,2,3,6,6,7,2,2,3,4297
c,c,c,c,7,8,8,J,Q,2,2,3,2714
r,c,c,c,2,3,3,7,J,3,3,3,4147
rr,r,c,rr,2,2,T,T,T,1,1,0,7246
c,rr,rr,c,3,5,T,T,A,2,2,0,4510
c,c,c,c,2,5,7,T,T,2,2,3,3085
c,c,c,c,3,6,8,Q,Q,2,2,0,3531
c,r,c,c,3,4,7,8,K,2,2,3,1712
c,c,c,c,4,6,7,9,Q,2,2,0,2480
c,r,r,c,3,4,6,T,T,2,22,0,4498
