@RELATION SimpleHROppModel
@ATTRIBUTE preflop_actions {c,r,rr}
@ATTRIBUTE flop_actions {c,r,rr}
@ATTRIBUTE turn_actions {c,r,rr}
@ATTRIBUTE river_actions {c,r,rr}
@ATTRIBUTE c_card_1_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_2_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_3_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_4_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE c_card_5_rank {2,3,4,5,6,7,8,9,T,J,Q,K,A}
@ATTRIBUTE num_suited_flop {1,2,3}
@ATTRIBUTE num_suited_turn {1,2,3,4,22}
@ATTRIBUTE num_suited_river {0,3,4,5}
@ATTRIBUTE hand_rank NUMERIC
@DATA
c,r,r,c,8,Q,K,5,A,2,22,0,4862
c,rr,r,r,4,2,K,2,7,2,3,4,4751
r,r,r,rr,A,9,9,A,T,2,22,0,7247
rr,rr,rr,rr,4,9,Q,6,3,2,22,0,3558
c,r,rr,r,2,7,K,9,8,2,2,0,4432
c,rr,r,r,A,9,3,T,K,1,2,3,4135
c,rr,r,rr,5,4,Q,A,8,1,2,3,4905
r,rr,rr,rr,4,9,9,T,Q,2,2,3,7243
r,r,r,c,7,3,J,9,9,1,2,0,4618
c,r,c,rr,J,8,4,Q,5,2,22,3,3579
c,c,c,c,8,5,3,K,Q,2,3,4,6555
c,c,c,c,7,J,A,J,9,2,2,0,3475
c,rr,rr,r,8,T,Q,7,3,2,2,3,4726
c,r,c,c,K,8,A,Q,5,1,2,0,4133
c,c,c,c,6,3,2,K,4,2,2,3,1415
c,r,r,c,5,T,Q,4,2,1,1,0,1264
rr,c,r,c,6,6,J,8,4,2,2,0,4210
c,rr,r,c,4,T,6,J,K,1,1,0,2312
c,rr,c,c,Q,K,7,7,9,1,2,0,4696
c,r,c,c,2,8,2,7,6,2,3,3,4257
c,c,c,c,Q,Q,K,5,7,1,2,0,4696
c,c,c,c,5,A,8,6,J,1,2,3,1915
rr,r,r,c,9,9,6,Q,2,2,2,0,2981
c,rr,r,c,K,A,2,2,4,3,3,4,4873
c,c,c,c,6,T,3,6,K,2,2,0,4300
c,rr,r,c,4,9,K,Q,2,2,22,3,2977
c,r,rr,r,A,4,3,T,7,1,1,0,4034
c,c,rr,c,3,2,7,9,6,3,4,4,2851
c,rr,r,rr,2,8,7,3,6,1,2,0,4317
c,rr,c,c,6,4,8,7,2,2,3,3,2776
c,c,r,c,A,5,2,6,9,2,3,3,990
c,c,c,r,T,7,T,Q,K,2,3,3,3198
c,c,r,r,9,K,4,3,6,2,3,3,5310
c,rr,r,r,2,T,J,Q,J,2,22,0,4629
c,c,r,c,9,Q,J,J,5,2,2,0,4618
r,r,c,c,5,6,4,8,7,2,22,3,5856
c,r,r,r,3,6,2,3,7,1,2,3,4224
c,r,r,r,4,7,6,7,4,2,2,0,4296
c,rr,c,c,4,6,Q,T,K,1,2,3,3629
c,r,r,c,3,A,5,2,K,2,2,0,2153
c,c,c,c,Q,8,5,Q,9,2,22,0,5860
c,r,c,r,4,K,3,9,7,1,2,0,3032
c,r,c,c,K,9,A,5,2,2,3,3,1222
c,rr,rr,c,J,Q,6,3,7,1,2,0,3575
c,rr,rr,rr,8,5,3,9,A,1,1,0,4191
c,r,c,r,A,K,4,4,2,2,2,3,4334
c,r,r,r,7,6,J,3,K,2,3,4,6350
c,r,c,c,K,K,7,7,9,2,22,3,4806
c,r,r,r,J,3,2,K,7,2,3,3,1431
c,c,r,c,9,K,5,5,5,2,22,0,5258
r,c,r,r,Q,K,A,2,A,2,2,0,5852
c,c,c,c,2,4,7,7,9,1,2,0,2576
c,r,c,c,4,8,5,A,J,2,2,0,1217
c,r,r,c,3,K,8,6,7,2,2,3,1189
c,r,c,c,3,T,4,Q,6,2,22,0,2926
c,c,rr,r,8,3,K,6,7,2,2,0,1650
c,r,r,c,Q,K,7,K,K,3,3,3,7277
c,c,c,c,2,4,8,Q,T,1,2,3,447
c,rr,c,rr,T,5,6,8,6,2,2,0,5321
c,rr,r,c,9,3,2,J,4,1,1,0,2230
c,r,r,c,8,7,2,2,5,2,2,0,4251
c,r,c,c,4,3,4,7,T,1,1,0,1934
c,r,r,c,4,4,9,A,9,2,2,0,4400
c,rr,r,r,3,4,K,J,4,1,2,0,4168
r,c,rr,rr,K,J,7,8,2,2,2,0,3411
c,c,r,r,8,8,J,7,K,1,2,0,4355
c,rr,r,r,K,T,5,9,Q,2,22,3,5247
c,c,c,c,J,3,9,3,A,2,3,3,1696
c,rr,r,r,K,6,6,7,9,2,2,0,2373
r,r,r,c,8,7,3,J,A,2,2,0,3236
c,c,r,c,J,8,9,4,7,1,2,0,2233
c,c,c,c,7,8,8,5,K,2,2,0,2758
c,c,c,c,3,J,T,4,7,2,22,0,1230
c,r,r,c,3,3,J,6,Q,1,2,3,4387
c,rr,r,r,J,4,A,6,Q,1,2,0,4081
r,r,rr,rr,2,7,2,7,K,2,2,0,7277
c,r,r,r,5,9,2,9,J,1,2,0,4410
c,c,c,c,6,3,A,7,5,1,2,0,902
c,r,rr,rr,Q,Q,K,K,3,2,2,0,7282
c,rr,r,rr,A,J,2,3,A,2,22,0,5851
c,c,c,c,T,6,2,5,6,2,2,0,2201
c,rr,rr,c,8,K,A,J,7,2,3,3,3905
c,rr,r,r,T,7,9,6,2,3,3,3,5858
c,c,rr,r,9,K,2,Q,8,3,4,4,6566
c,c,r,r,9,8,3,J,5,2,3,3,5860
c,c,r,c,8,8,9,T,4,1,2,0,4518
c,c,c,c,6,Q,J,A,Q,2,22,0,4741
r,c,r,r,A,K,7,4,5,2,2,0,3472
c,r,rr,r,2,8,2,T,9,1,1,0,5022
c,c,c,c,Q,T,8,4,A,2,2,0,1076
c,r,r,c,5,5,K,5,J,2,2,0,5258
c,rr,rr,c,2,T,8,3,6,2,2,0,3221
c,c,r,r,4,J,Q,8,9,2,22,3,6908
c,r,c,r,3,A,9,K,3,3,3,3,4224
c,r,r,r,8,A,8,6,T,2,3,3,5453
rr,c,rr,r,J,K,T,Q,3,2,2,0,5862
r,r,rr,c,J,7,K,9,4,1,2,3,3420
c,r,r,rr,A,5,2,3,Q,2,2,0,5853
c,r,r,r,A,A,A,3,5,1,1,0,7291
c,r,rr,c,J,5,A,8,6,1,2,3,4079
c,r,c,c,3,4,5,K,K,2,2,0,3871
c,c,r,c,6,Q,2,9,K,2,3,4,1879
c,c,rr,r,Q,7,A,7,3,2,2,3,4927
c,r,r,c,5,5,Q,4,A,1,2,0,2156
c,c,c,c,3,2,Q,8,A,1,2,0,1275
c,r,c,c,4,Q,T,K,5,1,2,0,1881
c,c,r,r,K,4,A,T,Q,3,3,3,4135
c,c,c,rr,Q,6,4,Q,Q,3,3,3,7262
c,c,c,rr,2,Q,4,3,T,2,3,3,3138
c,r,c,c,K,K,3,9,6,1,2,0,3914
c,rr,r,r,3,8,9,7,5,1,1,0,2782
c,c,r,c,2,J,A,3,8,1,2,0,3442
c,r,c,c,4,6,K,5,5,2,22,3,6321
c,r,c,r,K,5,K,K,8,1,2,0,5784
c,r,c,c,4,K,T,T,9,1,1,0,4476
c,c,c,rr,2,3,K,3,8,2,3,4,6548
c,r,r,r,4,T,8,T,9,2,2,3,4528
c,c,c,c,T,4,9,T,7,2,3,3,3119
c,c,c,c,6,9,7,T,T,3,3,3,3119
c,rr,rr,rr,T,A,4,5,Q,3,3,3,7037
r,r,r,c,8,7,7,9,4,1,2,0,4803
c,r,c,r,5,5,3,8,A,2,2,0,2153
r,rr,r,r,7,4,4,7,3,2,2,0,4799
c,c,r,r,K,8,Q,5,Q,3,4,4,4858
c,r,c,r,J,5,T,9,4,2,3,3,661
c,r,r,c,8,3,4,Q,6,3,4,5,6130
c,c,r,c,7,K,A,Q,6,2,3,3,3695
c,c,c,c,7,Q,5,5,J,2,2,0,2156
c,c,c,c,6,T,8,2,T,2,22,0,4496
r,r,c,r,J,A,9,T,A,1,1,0,4972
c,c,c,c,9,8,4,T,5,2,3,4,5953
c,c,c,c,T,K,5,5,A,2,2,0,4191
c,c,c,c,K,4,A,J,9,1,2,0,3916
c,c,c,c,K,8,3,2,Q,2,2,0,690
c,r,r,r,8,6,A,A,9,1,2,3,4937
c,rr,c,r,8,6,A,4,9,1,2,0,4000
c,c,r,r,5,K,J,4,6,2,3,3,3409
c,r,r,r,6,J,2,3,Q,1,2,0,4684
c,c,c,c,2,5,8,T,2,1,2,0,1485
c,r,rr,c,A,6,K,T,7,2,22,0,3252
c,c,r,c,8,9,6,5,5,1,1,0,4246
r,r,r,r,4,3,9,4,7,2,2,0,4473
c,r,rr,r,6,Q,Q,T,8,1,2,0,5699
r,c,c,c,7,6,8,A,T,3,4,4,1231
c,c,c,c,5,K,8,T,8,1,1,0,2752
c,r,c,c,9,2,J,T,4,2,2,0,4540
c,c,c,c,3,K,5,8,5,1,1,0,2071
c,c,c,c,2,7,6,6,Q,2,22,0,4300
c,r,c,c,2,J,3,K,9,1,2,3,2091
c,r,rr,r,5,J,A,K,Q,1,2,0,4136
c,r,r,r,9,2,A,3,8,1,1,0,4109
c,c,c,c,A,J,3,T,8,1,2,0,2137
rr,r,r,r,K,7,8,K,9,1,2,3,5756
c,c,r,c,7,4,6,4,8,2,22,0,1932
c,r,rr,c,4,9,K,Q,8,1,1,0,3852
c,r,r,c,K,A,8,7,2,2,3,3,2813
c,c,c,c,3,T,8,6,9,1,2,0,1076
c,r,r,c,J,4,J,A,6,1,2,3,4576
c,c,r,r,A,K,T,3,9,1,2,0,1715
c,c,c,c,3,9,5,Q,A,1,2,3,1041
c,r,c,c,4,5,5,7,K,2,2,3,2151
c,rr,r,rr,5,8,4,Q,5,3,3,3,4244
c,r,c,c,7,T,T,9,K,1,2,0,4465
c,r,c,r,T,8,9,K,8,2,2,3,5456
c,r,c,c,Q,5,Q,4,7,2,3,3,3594
c,c,c,c,6,2,Q,Q,8,2,2,0,3616
rr,rr,r,r,7,3,8,A,2,2,22,0,3222
c,c,c,c,9,4,J,5,6,1,2,3,990
r,r,r,r,9,6,A,4,5,2,2,0,3667
c,r,r,c,8,K,4,T,8,2,2,0,2760
r,r,r,r,T,J,T,A,9,1,2,0,4840
c,c,r,r,4,Q,9,J,K,1,2,3,3476
c,r,r,rr,A,6,5,K,K,2,22,0,5784
c,c,c,r,5,7,K,4,J,2,2,0,3418
c,c,c,c,T,8,A,3,T,2,22,0,3229
c,r,r,r,5,9,5,K,8,2,3,3,2156
c,r,c,c,4,T,3,A,T,1,2,0,4521
c,r,r,c,K,2,8,3,K,2,22,3,4750
c,r,rr,r,A,J,5,9,2,2,3,3,6825
c,r,r,c,Q,9,Q,2,3,1,1,0,4710
c,c,c,c,T,4,K,J,3,2,2,0,2972
c,c,c,c,8,A,2,K,K,2,2,0,4752
c,rr,r,r,7,7,3,8,5,1,2,0,7203
c,c,r,r,7,3,2,2,7,2,22,0,4257
c,c,r,r,K,9,J,8,5,1,2,0,1651
c,rr,r,r,T,5,6,J,A,1,2,3,5322
c,c,r,c,7,6,5,J,5,1,2,0,2135
c,r,r,r,8,3,7,5,5,2,2,0,4186
c,r,r,r,2,5,4,9,3,2,3,3,5854
c,rr,rr,rr,2,3,A,6,5,1,2,0,5119
rr,c,r,r,J,Q,6,6,A,2,2,0,4587
rr,rr,c,r,7,2,3,5,9,1,1,0,1161
r,r,c,c,4,3,8,Q,2,3,4,5,6124
r,c,c,c,3,J,T,3,8,2,2,0,1697
c,r,r,r,J,A,Q,3,7,2,2,3,4136
c,rr,rr,r,A,4,5,7,8,3,3,4,6889
c,c,c,c,K,7,2,J,J,2,2,0,3410
c,r,c,r,5,2,2,A,9,2,22,3,4869
c,r,r,r,J,3,K,4,Q,2,3,4,6540
c,c,c,c,3,K,6,2,9,2,2,3,1635
c,c,c,c,7,K,5,4,K,2,2,0,3745
c,rr,r,c,J,J,J,2,7,1,2,3,5649
c,c,rr,r,A,3,7,6,4,1,1,0,5855
c,r,r,rr,K,5,7,T,6,2,2,0,3767
c,c,c,r,2,Q,J,5,9,2,2,3,2495
c,c,c,c,2,3,5,7,7,2,22,0,4260
c,r,r,r,7,3,A,5,9,1,2,3,4108
c,r,c,c,T,7,5,3,3,2,3,3,1580
c,r,r,r,5,4,7,Q,J,3,3,3,2054
c,c,c,c,9,2,T,8,7,1,2,3,1076
c,c,r,rr,6,7,J,9,6,1,1,0,4419
c,rr,r,c,A,K,5,8,7,2,22,0,4116
c,r,r,r,5,8,2,8,7,2,22,0,2803
c,c,c,r,Q,Q,9,T,K,2,22,0,5862
c,c,r,r,7,2,A,T,K,2,22,3,3915
r,r,r,r,K,9,K,3,8,2,3,3,4859
c,c,c,c,8,A,T,K,A,3,3,3,4126
c,r,c,c,Q,7,3,3,4,1,2,3,4652
r,rr,rr,r,K,4,K,9,Q,1,2,0,7438
c,r,c,r,Q,J,K,K,7,2,22,3,4861
c,c,c,c,6,9,8,J,4,1,2,0,3449
c,c,r,c,5,2,J,A,8,2,22,0,1476
c,r,c,c,8,T,2,A,K,1,2,3,2594
c,r,rr,c,A,T,2,K,J,2,22,0,3255
c,r,r,c,A,2,8,Q,J,1,2,0,2146
c,rr,c,r,Q,2,A,T,J,1,2,0,3686
c,rr,r,r,J,T,2,A,7,1,2,0,4631
c,c,r,r,8,K,Q,3,A,2,2,3,3036
c,c,rr,r,5,4,T,A,K,2,22,3,4895
c,c,c,c,6,8,5,A,3,1,1,0,1252
c,c,c,c,J,2,9,5,K,1,1,0,1276
rr,c,r,c,8,8,6,T,4,1,2,0,2814
c,c,c,c,4,8,4,K,8,2,22,0,4333
c,r,c,c,9,9,T,T,8,2,22,0,4528
c,c,c,c,4,9,7,Q,Q,2,22,0,3694
c,r,r,rr,T,A,8,9,3,2,2,0,4000
c,c,c,r,Q,9,7,J,5,1,2,0,3026
c,c,c,r,J,T,2,T,8,1,2,3,4452
c,c,r,c,2,3,8,K,2,2,2,0,4147
c,r,c,r,T,Q,2,Q,A,1,2,3,4719
rr,rr,c,rr,A,7,7,4,A,1,1,0,4978
c,rr,c,r,Q,2,A,8,4,1,1,0,3693
c,c,r,r,7,4,6,7,K,2,2,0,2596
c,rr,r,r,2,9,3,A,A,2,3,3,4950
c,c,rr,c,3,K,3,9,5,1,1,0,1660
c,c,rr,c,K,A,Q,7,9,2,2,0,2596
c,r,r,r,A,Q,4,6,K,2,3,3,4862
